
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
107 | 620,00          | 70,00         
108 | 440,00          | 40,00         
109 | 1080,00         | 90,00         
110 | 640,00          | 50,00         
111 | 1000,00         | 90,00         
112 | 1290,00         | 100,00        
113 | 600,00          | 50,00         
114 | 1120,00         | 90,00         
115 | 370,00          | 30,00         
116 | 460,00          | 60,00         
117 | 970,00          | 80,00         
118 | 1070,00         | 90,00         
119 | 800,00          | 80,00         
120 | 500,00          | 40,00         
121 | 290,00          | 40,00         
122 | 1150,00         | 90,00         
123 | 1190,00         | 100,00        
124 | 600,00          | 50,00         
125 | 770,00          | 90,00         
126 | 620,00          | 60,00         
127 | 510,00          | 40,00         
128 | 880,00          | 100,00        
129 | 770,00          | 60,00         
130 | 1060,00         | 100,00        
131 | 500,00          | 50,00         
132 | 850,00          | 90,00         
133 | 370,00          | 50,00         
134 | 1100,00         | 90,00         
135 | 450,00          | 50,00         
136 | 650,00          | 50,00         
137 | 700,00          | 60,00         
138 | 730,00          | 90,00         
139 | 320,00          | 40,00         
140 | 860,00          | 70,00         
141 | 440,00          | 50,00         
142 | 860,00          | 100,00        
143 | 750,00          | 80,00         
144 | 900,00          | 90,00         
145 | 730,00          | 100,00        
146 | 670,00          | 60,00         
147 | 380,00          | 30,00         
148 | 730,00          | 60,00         
149 | 750,00          | 80,00         
150 | 250,00          | 30,00         
151 | 450,00          | 40,00         
152 | 360,00          | 40,00         
153 | 790,00          | 100,00        
154 | 620,00          | 80,00         
155 | 300,00          | 40,00         
156 | 1120,00         | 90,00         
157 | 310,00          | 40,00         
158 | 280,00          | 30,00         
159 | 500,00          | 50,00         
160 | 310,00          | 30,00         
161 | 810,00          | 90,00         
162 | 760,00          | 90,00         
163 | 880,00          | 70,00         
164 | 970,00          | 80,00         
165 | 760,00          | 70,00         
166 | 410,00          | 40,00         
167 | 590,00          | 50,00         
168 | 1070,00         | 100,00        
169 | 480,00          | 60,00         
170 | 760,00          | 100,00        
171 | 1150,00         | 100,00        
172 | 930,00          | 100,00        
173 | 990,00          | 80,00         
174 | 930,00          | 90,00         
175 | 280,00          | 30,00         
176 | 480,00          | 50,00         
177 | 730,00          | 60,00         
178 | 750,00          | 90,00         
179 | 500,00          | 50,00         
180 | 620,00          | 70,00         
181 | 1160,00         | 100,00        
182 | 560,00          | 50,00         
183 | 860,00          | 80,00         
184 | 850,00          | 100,00        
185 | 600,00          | 70,00         
186 | 320,00          | 30,00         
187 | 280,00          | 40,00         
188 | 300,00          | 30,00         
189 | 880,00          | 100,00        
190 | 510,00          | 60,00         
191 | 330,00          | 30,00         
192 | 460,00          | 50,00         
193 | 600,00          | 60,00         
194 | 1230,00         | 100,00        
195 | 630,00          | 70,00         
196 | 640,00          | 80,00         
197 | 1130,00         | 90,00         
198 | 1000,00         | 80,00         
199 | 500,00          | 60,00         

Clientes (Customers)
ID  | Demanda (di) | Incompatibilidad
----+--------------+-----------------
0   | 19,00        | -               
1   | 14,00        | -               
2   | 12,00        | -               
3   | 5,00         | -               
4   | 10,00        | -               
5   | 16,00        | -               
6   | 6,00         | -               
7   | 14,00        | -               
8   | 14,00        | -               
9   | 19,00        | -               
10  | 14,00        | -               
11  | 15,00        | -               
12  | 9,00         | -               
13  | 8,00         | -               
14  | 10,00        | -               
15  | 9,00         | -               
16  | 9,00         | -               
17  | 5,00         | -               
18  | 16,00        | -               
19  | 20,00        | -               
20  | 12,00        | -               
21  | 20,00        | -               
22  | 15,00        | -               
23  | 7,00         | -               
24  | 10,00        | -               
25  | 6,00         | -               
26  | 19,00        | -               
27  | 12,00        | -               
28  | 15,00        | -               
29  | 13,00        | -               
30  | 16,00        | -               
31  | 13,00        | -               
32  | 13,00        | -               
33  | 10,00        | -               
34  | 19,00        | -               
35  | 17,00        | -               
36  | 20,00        | -               
37  | 5,00         | -               
38  | 17,00        | -               
39  | 13,00        | -               
40  | 18,00        | -               
41  | 19,00        | -               
42  | 16,00        | -               
43  | 14,00        | -               
44  | 17,00        | -               
45  | 8,00         | -               
46  | 11,00        | -               
47  | 9,00         | -               
48  | 6,00         | -               
49  | 15,00        | -               
50  | 6,00         | -               
51  | 20,00        | -               
52  | 19,00        | -               
53  | 9,00         | -               
54  | 12,00        | -               
55  | 17,00        | -               
56  | 12,00        | -               
57  | 12,00        | -               
58  | 15,00        | -               
59  | 6,00         | -               
60  | 20,00        | -               
61  | 8,00         | -               
62  | 14,00        | -               
63  | 20,00        | -               
64  | 5,00         | -               
65  | 11,00        | -               
66  | 10,00        | -               
67  | 16,00        | -               
68  | 14,00        | -               
69  | 19,00        | -               
70  | 18,00        | -               
71  | 6,00         | -               
72  | 7,00         | -               
73  | 18,00        | -               
74  | 16,00        | -               
75  | 5,00         | -               
76  | 13,00        | -               
77  | 9,00         | -               
78  | 7,00         | -               
79  | 12,00        | -               
80  | 12,00        | -               
81  | 5,00         | -               
82  | 9,00         | -               
83  | 20,00        | -               
84  | 17,00        | -               
85  | 17,00        | -               
86  | 5,00         | -               
87  | 19,00        | -               
88  | 17,00        | -               
89  | 11,00        | -               
90  | 16,00        | -               
91  | 5,00         | -               
92  | 18,00        | -               
93  | 18,00        | -               
94  | 15,00        | -               
95  | 6,00         | -               
96  | 14,00        | -               
97  | 6,00         | -               
98  | 8,00         | -               
99  | 11,00        | -               
100 | 18,00        | -               
101 | 13,00        | -               
102 | 6,00         | -               
103 | 8,00         | -               
104 | 19,00        | -               
105 | 19,00        | -               
106 | 15,00        | -               
107 | 12,00        | -               
108 | 5,00         | -               
109 | 6,00         | -               
110 | 16,00        | -               
111 | 10,00        | -               
112 | 15,00        | -               
113 | 11,00        | -               
114 | 12,00        | -               
115 | 5,00         | -               
116 | 19,00        | -               
117 | 8,00         | -               
118 | 11,00        | -               
119 | 18,00        | -               
120 | 12,00        | -               
121 | 19,00        | -               
122 | 15,00        | -               
123 | 8,00         | -               
124 | 18,00        | -               
125 | 13,00        | -               
126 | 10,00        | -               
127 | 7,00         | -               
128 | 5,00         | -               
129 | 7,00         | -               
130 | 15,00        | -               
131 | 19,00        | -               
132 | 11,00        | -               
133 | 13,00        | -               
134 | 20,00        | -               
135 | 18,00        | -               
136 | 16,00        | -               
137 | 10,00        | -               
138 | 20,00        | -               
139 | 10,00        | -               
140 | 16,00        | -               
141 | 12,00        | -               
142 | 16,00        | -               
143 | 7,00         | -               
144 | 19,00        | -               
145 | 15,00        | -               
146 | 7,00         | -               
147 | 9,00         | -               
148 | 9,00         | -               
149 | 12,00        | -               
150 | 20,00        | -               
151 | 7,00         | -               
152 | 5,00         | -               
153 | 5,00         | -               
154 | 15,00        | -               
155 | 17,00        | -               
156 | 12,00        | -               
157 | 18,00        | -               
158 | 18,00        | -               
159 | 10,00        | -               
160 | 7,00         | -               
161 | 5,00         | -               
162 | 12,00        | -               
163 | 17,00        | -               
164 | 12,00        | -               
165 | 7,00         | -               
166 | 6,00         | -               
167 | 14,00        | -               
168 | 19,00        | -               
169 | 15,00        | -               
170 | 11,00        | -               
171 | 14,00        | -               
172 | 16,00        | -               
173 | 20,00        | -               
174 | 7,00         | -               
175 | 5,00         | -               
176 | 13,00        | -               
177 | 11,00        | -               
178 | 19,00        | -               
179 | 19,00        | -               
180 | 17,00        | -               
181 | 18,00        | -               
182 | 13,00        | -               
183 | 6,00         | -               
184 | 17,00        | -               
185 | 12,00        | -               
186 | 16,00        | -               
187 | 8,00         | -               
188 | 14,00        | -               
189 | 8,00         | -               
190 | 13,00        | -               
191 | 10,00        | -               
192 | 14,00        | -               
193 | 10,00        | -               
194 | 16,00        | -               
195 | 8,00         | -               
196 | 17,00        | -               
197 | 20,00        | -               
198 | 9,00         | -               
199 | 7,00         | -               
200 | 6,00         | -               
201 | 7,00         | -               
202 | 14,00        | -               
203 | 15,00        | -               
204 | 18,00        | -               
205 | 19,00        | -               
206 | 9,00         | -               
207 | 18,00        | -               
208 | 20,00        | -               
209 | 20,00        | -               
210 | 13,00        | -               
211 | 7,00         | -               
212 | 14,00        | -               
213 | 18,00        | -               
214 | 17,00        | -               
215 | 15,00        | -               
216 | 20,00        | -               
217 | 19,00        | -               
218 | 11,00        | -               
219 | 5,00         | -               
220 | 10,00        | -               
221 | 17,00        | -               
222 | 6,00         | -               
223 | 7,00         | -               
224 | 18,00        | -               
225 | 9,00         | -               
226 | 7,00         | -               
227 | 16,00        | -               
228 | 10,00        | -               
229 | 14,00        | -               
230 | 6,00         | -               
231 | 10,00        | -               
232 | 14,00        | -               
233 | 11,00        | -               
234 | 17,00        | -               
235 | 12,00        | -               
236 | 14,00        | -               
237 | 20,00        | -               
238 | 11,00        | -               
239 | 15,00        | -               
240 | 18,00        | -               
241 | 17,00        | -               
242 | 5,00         | -               
243 | 14,00        | -               
244 | 20,00        | -               
245 | 17,00        | -               
246 | 5,00         | -               
247 | 17,00        | -               
248 | 6,00         | -               
249 | 12,00        | -               
250 | 16,00        | -               
251 | 19,00        | -               
252 | 8,00         | -               
253 | 9,00         | -               
254 | 8,00         | -               
255 | 14,00        | -               
256 | 5,00         | -               
257 | 18,00        | -               
258 | 11,00        | -               
259 | 8,00         | -               
260 | 16,00        | -               
261 | 12,00        | -               
262 | 10,00        | -               
263 | 18,00        | -               
264 | 7,00         | -               
265 | 6,00         | -               
266 | 13,00        | -               
267 | 12,00        | -               
268 | 15,00        | -               
269 | 13,00        | -               
270 | 5,00         | -               
271 | 13,00        | -               
272 | 12,00        | -               
273 | 10,00        | -               
274 | 12,00        | -               
275 | 16,00        | -               
276 | 9,00         | -               
277 | 16,00        | -               
278 | 7,00         | -               
279 | 13,00        | -               
280 | 20,00        | -               
281 | 10,00        | -               
282 | 16,00        | -               
283 | 10,00        | -               
284 | 11,00        | -               
285 | 13,00        | -               
286 | 5,00         | -               
287 | 14,00        | -               
288 | 11,00        | -               
289 | 20,00        | -               
290 | 6,00         | -               
291 | 8,00         | -               
292 | 16,00        | -               
293 | 7,00         | -               
294 | 12,00        | -               
295 | 17,00        | -               
296 | 18,00        | -               
297 | 17,00        | -               
298 | 16,00        | -               
299 | 7,00         | -               
300 | 7,00         | -               
301 | 6,00         | -               
302 | 10,00        | -               
303 | 17,00        | -               
304 | 18,00        | -               
305 | 9,00         | -               
306 | 12,00        | -               
307 | 15,00        | -               
308 | 7,00         | -               
309 | 11,00        | -               
310 | 17,00        | -               
311 | 17,00        | -               
312 | 5,00         | -               
313 | 8,00         | -               
314 | 10,00        | -               
315 | 15,00        | -               
316 | 8,00         | -               
317 | 14,00        | -               
318 | 17,00        | -               
319 | 15,00        | -               
320 | 5,00         | -               
321 | 5,00         | -               
322 | 13,00        | -               
323 | 11,00        | -               
324 | 17,00        | -               
325 | 17,00        | -               
326 | 6,00         | -               
327 | 9,00         | -               
328 | 15,00        | -               
329 | 13,00        | -               
330 | 5,00         | -               
331 | 17,00        | -               
332 | 12,00        | -               
333 | 19,00        | -               
334 | 7,00         | -               
335 | 8,00         | -               
336 | 14,00        | -               
337 | 16,00        | -               
338 | 19,00        | -               
339 | 5,00         | -               
340 | 12,00        | -               
341 | 13,00        | -               
342 | 17,00        | -               
343 | 15,00        | -               
344 | 10,00        | -               
345 | 8,00         | -               
346 | 9,00         | -               
347 | 10,00        | -               
348 | 7,00         | -               
349 | 16,00        | -               
350 | 16,00        | -               
351 | 10,00        | -               
352 | 9,00         | -               
353 | 12,00        | -               
354 | 15,00        | -               
355 | 5,00         | -               
356 | 18,00        | -               
357 | 14,00        | -               
358 | 13,00        | -               
359 | 11,00        | -               
360 | 5,00         | -               
361 | 14,00        | -               
362 | 6,00         | -               
363 | 19,00        | -               
364 | 18,00        | -               
365 | 5,00         | -               
366 | 7,00         | -               
367 | 7,00         | -               
368 | 12,00        | -               
369 | 20,00        | -               
370 | 20,00        | -               
371 | 13,00        | -               
372 | 13,00        | -               
373 | 5,00         | -               
374 | 10,00        | -               
375 | 18,00        | -               
376 | 10,00        | -               
377 | 10,00        | -               
378 | 5,00         | -               
379 | 12,00        | -               
380 | 11,00        | -               
381 | 14,00        | -               
382 | 6,00         | -               
383 | 8,00         | -               
384 | 14,00        | -               
385 | 19,00        | -               
386 | 11,00        | -               
387 | 15,00        | -               
388 | 18,00        | -               
389 | 10,00        | -               
390 | 9,00         | -               
391 | 12,00        | -               
392 | 6,00         | -               
393 | 15,00        | -               
394 | 18,00        | -               
395 | 18,00        | -               
396 | 8,00         | -               
397 | 17,00        | -               
398 | 5,00         | -               
399 | 9,00         | -               
400 | 14,00        | -               
401 | 5,00         | -               
402 | 11,00        | -               
403 | 11,00        | -               
404 | 17,00        | -               
405 | 19,00        | -               
406 | 12,00        | -               
407 | 11,00        | -               
408 | 20,00        | -               
409 | 6,00         | -               
410 | 6,00         | -               
411 | 15,00        | -               
412 | 5,00         | -               
413 | 19,00        | -               
414 | 18,00        | -               
415 | 7,00         | -               
416 | 13,00        | -               
417 | 7,00         | -               
418 | 16,00        | -               
419 | 9,00         | -               
420 | 8,00         | -               
421 | 16,00        | -               
422 | 17,00        | -               
423 | 10,00        | -               
424 | 8,00         | -               
425 | 16,00        | -               
426 | 11,00        | -               
427 | 10,00        | -               
428 | 13,00        | -               
429 | 15,00        | -               
430 | 6,00         | -               
431 | 17,00        | -               
432 | 16,00        | -               
433 | 18,00        | -               
434 | 18,00        | -               
435 | 14,00        | -               
436 | 16,00        | -               
437 | 17,00        | -               
438 | 14,00        | -               
439 | 9,00         | -               
440 | 18,00        | -               
441 | 12,00        | -               
442 | 20,00        | -               
443 | 9,00         | -               
444 | 15,00        | -               
445 | 11,00        | -               
446 | 6,00         | -               
447 | 11,00        | -               
448 | 12,00        | -               
449 | 20,00        | -               
450 | 16,00        | -               
451 | 10,00        | -               
452 | 6,00         | -               
453 | 15,00        | -               
454 | 18,00        | -               
455 | 7,00         | -               
456 | 13,00        | -               
457 | 11,00        | -               
458 | 14,00        | -               
459 | 14,00        | -               
460 | 8,00         | -               
461 | 10,00        | -               
462 | 9,00         | -               
463 | 11,00        | -               
464 | 5,00         | -               
465 | 5,00         | -               
466 | 18,00        | -               
467 | 20,00        | -               
468 | 7,00         | -               
469 | 5,00         | -               
470 | 15,00        | -               
471 | 17,00        | -               
472 | 9,00         | -               
473 | 20,00        | -               
474 | 11,00        | -               
475 | 8,00         | -               
476 | 14,00        | -               
477 | 17,00        | -               
478 | 5,00         | -               
