
--- TABLA 6: VERIFICACIÓN DE RESTRICCIONES ---
Capacidad
Instalación     | Carga Total | Capacidad | Estado 
Instalación 91  | 0,00        | 100,00    | ✓OK    
Instalación 92  | 30,00       | 30,00     | ✓Límite
Instalación 93  | 40,00       | 40,00     | ✓Límite
Instalación 94  | 39,00       | 40,00     | ✓OK    
Instalación 95  | 0,00        | 80,00     | ✓OK    
Instalación 96  | 69,00       | 70,00     | ✓OK    
Instalación 97  | 77,00       | 80,00     | ✓OK    
Instalación 98  | 59,00       | 60,00     | ✓OK    
Instalación 99  | 0,00        | 30,00     | ✓OK    
Instalación 100 | 48,00       | 50,00     | ✓OK    
Instalación 101 | 0,00        | 40,00     | ✓OK    
Instalación 102 | 0,00        | 100,00    | ✓OK    
Instalación 103 | 38,00       | 40,00     | ✓OK    
Instalación 104 | 82,00       | 90,00     | ✓OK    
Instalación 105 | 0,00        | 100,00    | ✓OK    
Instalación 106 | 40,00       | 40,00     | ✓Límite
Instalación 107 | 0,00        | 70,00     | ✓OK    
Instalación 108 | 0,00        | 40,00     | ✓OK    
Instalación 109 | 0,00        | 90,00     | ✓OK    
Instalación 110 | 50,00       | 50,00     | ✓Límite
Instalación 111 | 0,00        | 90,00     | ✓OK    
Instalación 112 | 0,00        | 100,00    | ✓OK    
Instalación 113 | 0,00        | 50,00     | ✓OK    
Instalación 114 | 0,00        | 90,00     | ✓OK    
Instalación 115 | 0,00        | 30,00     | ✓OK    
Instalación 116 | 58,00       | 60,00     | ✓OK    
Instalación 117 | 0,00        | 80,00     | ✓OK    
Instalación 118 | 89,00       | 90,00     | ✓OK    
Instalación 119 | 0,00        | 80,00     | ✓OK    
Instalación 120 | 40,00       | 40,00     | ✓Límite
Instalación 121 | 0,00        | 40,00     | ✓OK    
Instalación 122 | 0,00        | 90,00     | ✓OK    
Instalación 123 | 0,00        | 100,00    | ✓OK    
Instalación 124 | 50,00       | 50,00     | ✓Límite
Instalación 125 | 0,00        | 90,00     | ✓OK    
Instalación 126 | 0,00        | 60,00     | ✓OK    
Instalación 127 | 0,00        | 40,00     | ✓OK    
Instalación 128 | 0,00        | 100,00    | ✓OK    
Instalación 129 | 0,00        | 60,00     | ✓OK    
Instalación 130 | 100,00      | 100,00    | ✓Límite
Instalación 131 | 50,00       | 50,00     | ✓Límite
Instalación 132 | 90,00       | 90,00     | ✓Límite
Instalación 133 | 50,00       | 50,00     | ✓Límite
Instalación 134 | 0,00        | 90,00     | ✓OK    
Instalación 135 | 50,00       | 50,00     | ✓Límite
Instalación 136 | 45,00       | 50,00     | ✓OK    
Instalación 137 | 0,00        | 60,00     | ✓OK    
Instalación 138 | 88,00       | 90,00     | ✓OK    
Instalación 139 | 40,00       | 40,00     | ✓Límite
Instalación 140 | 65,00       | 70,00     | ✓OK    
Instalación 141 | 50,00       | 50,00     | ✓Límite
Instalación 142 | 0,00        | 100,00    | ✓OK    
Instalación 143 | 0,00        | 80,00     | ✓OK    
Instalación 144 | 90,00       | 90,00     | ✓Límite
Instalación 145 | 100,00      | 100,00    | ✓Límite
Instalación 146 | 0,00        | 60,00     | ✓OK    
Instalación 147 | 25,00       | 30,00     | ✓OK    
Instalación 148 | 0,00        | 60,00     | ✓OK    
Instalación 149 | 77,00       | 80,00     | ✓OK    
Instalación 150 | 30,00       | 30,00     | ✓Límite
Instalación 151 | 40,00       | 40,00     | ✓Límite
Instalación 152 | 39,00       | 40,00     | ✓OK    
Instalación 153 | 0,00        | 100,00    | ✓OK    
Instalación 154 | 80,00       | 80,00     | ✓Límite
Instalación 155 | 40,00       | 40,00     | ✓Límite
Instalación 156 | 0,00        | 90,00     | ✓OK    
Instalación 157 | 38,00       | 40,00     | ✓OK    
Instalación 158 | 30,00       | 30,00     | ✓Límite
Instalación 159 | 50,00       | 50,00     | ✓Límite
Instalación 160 | 30,00       | 30,00     | ✓Límite
Instalación 161 | 0,00        | 90,00     | ✓OK    
Instalación 162 | 90,00       | 90,00     | ✓Límite
Instalación 163 | 0,00        | 70,00     | ✓OK    
Instalación 164 | 0,00        | 80,00     | ✓OK    
Instalación 165 | 0,00        | 70,00     | ✓OK    
Instalación 166 | 39,00       | 40,00     | ✓OK    
Instalación 167 | 0,00        | 50,00     | ✓OK    
Instalación 168 | 0,00        | 100,00    | ✓OK    
Instalación 169 | 60,00       | 60,00     | ✓Límite
Instalación 170 | 100,00      | 100,00    | ✓Límite
Instalación 171 | 0,00        | 100,00    | ✓OK    
Instalación 172 | 0,00        | 100,00    | ✓OK    
Instalación 173 | 0,00        | 80,00     | ✓OK    
Instalación 174 | 0,00        | 90,00     | ✓OK    
Instalación 175 | 30,00       | 30,00     | ✓Límite
Instalación 176 | 0,00        | 50,00     | ✓OK    
Instalación 177 | 0,00        | 60,00     | ✓OK    
Instalación 178 | 90,00       | 90,00     | ✓Límite
Instalación 179 | 0,00        | 50,00     | ✓OK    
Instalación 180 | 69,00       | 70,00     | ✓OK    
Instalación 181 | 0,00        | 100,00    | ✓OK    
Instalación 182 | 0,00        | 50,00     | ✓OK    
Instalación 183 | 80,00       | 80,00     | ✓Límite
Instalación 184 | 0,00        | 100,00    | ✓OK    
Instalación 185 | 69,00       | 70,00     | ✓OK    
Instalación 186 | 29,00       | 30,00     | ✓OK    
Instalación 187 | 40,00       | 40,00     | ✓Límite
Instalación 188 | 30,00       | 30,00     | ✓Límite
Instalación 189 | 0,00        | 100,00    | ✓OK    
Instalación 190 | 60,00       | 60,00     | ✓Límite
Instalación 191 | 29,00       | 30,00     | ✓OK    
Instalación 192 | 0,00        | 50,00     | ✓OK    
Instalación 193 | 59,00       | 60,00     | ✓OK    
Instalación 194 | 0,00        | 100,00    | ✓OK    
Instalación 195 | 68,00       | 70,00     | ✓OK    
Instalación 196 | 79,00       | 80,00     | ✓OK    
Instalación 197 | 0,00        | 90,00     | ✓OK    
Instalación 198 | 0,00        | 80,00     | ✓OK    
Instalación 199 | 0,00        | 60,00     | ✓OK    

Incompatibilidades
Par incompatible | Estado
-----------------+-------
-                | ✓OK   
