
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
75  | 870,00          | 70,00         
76  | 630,00          | 80,00         
77  | 430,00          | 40,00         
78  | 920,00          | 80,00         
79  | 430,00          | 40,00         
80  | 1060,00         | 90,00         
81  | 440,00          | 60,00         
82  | 670,00          | 70,00         
83  | 710,00          | 100,00        
84  | 610,00          | 50,00         
85  | 960,00          | 80,00         
86  | 940,00          | 80,00         
87  | 780,00          | 90,00         
88  | 990,00          | 80,00         
89  | 300,00          | 40,00         
90  | 640,00          | 50,00         
91  | 340,00          | 30,00         
92  | 710,00          | 60,00         
93  | 530,00          | 60,00         
94  | 440,00          | 60,00         
95  | 1070,00         | 90,00         
96  | 290,00          | 30,00         
97  | 390,00          | 40,00         
98  | 810,00          | 70,00         
99  | 550,00          | 60,00         
100 | 610,00          | 70,00         
101 | 960,00          | 80,00         
102 | 720,00          | 100,00        
103 | 990,00          | 90,00         
104 | 350,00          | 50,00         
105 | 380,00          | 40,00         
106 | 1110,00         | 90,00         
107 | 1120,00         | 90,00         
108 | 400,00          | 40,00         
109 | 840,00          | 100,00        
110 | 300,00          | 30,00         
111 | 510,00          | 70,00         
112 | 1140,00         | 90,00         
113 | 910,00          | 70,00         
114 | 450,00          | 40,00         
115 | 910,00          | 80,00         
116 | 720,00          | 90,00         
117 | 790,00          | 80,00         
118 | 550,00          | 50,00         
119 | 430,00          | 60,00         
120 | 220,00          | 30,00         
121 | 530,00          | 50,00         
122 | 1020,00         | 80,00         
123 | 550,00          | 50,00         
124 | 500,00          | 50,00         
125 | 1060,00         | 90,00         
126 | 920,00          | 80,00         
127 | 990,00          | 80,00         
128 | 820,00          | 70,00         
129 | 670,00          | 70,00         
130 | 480,00          | 60,00         
131 | 1160,00         | 100,00        
132 | 790,00          | 70,00         
133 | 390,00          | 40,00         
134 | 360,00          | 30,00         
135 | 700,00          | 60,00         
136 | 1070,00         | 100,00        
137 | 640,00          | 90,00         
138 | 430,00          | 60,00         
139 | 400,00          | 40,00         
140 | 940,00          | 100,00        
141 | 520,00          | 60,00         
142 | 820,00          | 80,00         
143 | 480,00          | 60,00         
144 | 260,00          | 30,00         
145 | 640,00          | 60,00         
146 | 630,00          | 90,00         
147 | 700,00          | 70,00         
148 | 530,00          | 50,00         
149 | 590,00          | 50,00         
150 | 1180,00         | 100,00        
151 | 440,00          | 50,00         
152 | 630,00          | 50,00         
153 | 350,00          | 50,00         
154 | 910,00          | 70,00         
155 | 640,00          | 50,00         
156 | 580,00          | 80,00         
157 | 1020,00         | 80,00         
158 | 810,00          | 90,00         
159 | 280,00          | 30,00         
160 | 780,00          | 80,00         
161 | 290,00          | 40,00         
162 | 320,00          | 30,00         
163 | 560,00          | 70,00         
164 | 730,00          | 60,00         
165 | 390,00          | 50,00         
166 | 660,00          | 80,00         
167 | 550,00          | 50,00         
168 | 1120,00         | 100,00        
169 | 570,00          | 70,00         
170 | 480,00          | 40,00         
171 | 810,00          | 80,00         
172 | 620,00          | 70,00         
173 | 640,00          | 50,00         
174 | 1010,00         | 80,00         
175 | 330,00          | 40,00         
176 | 290,00          | 40,00         
177 | 610,00          | 60,00         
178 | 940,00          | 100,00        
179 | 1090,00         | 90,00         
180 | 880,00          | 70,00         
181 | 1030,00         | 100,00        
182 | 1280,00         | 100,00        
183 | 460,00          | 40,00         
184 | 690,00          | 60,00         
185 | 920,00          | 80,00         
186 | 780,00          | 60,00         
187 | 390,00          | 30,00         
188 | 260,00          | 30,00         
189 | 880,00          | 80,00         
190 | 310,00          | 30,00         
191 | 280,00          | 40,00         
192 | 510,00          | 60,00         
193 | 1130,00         | 100,00        
194 | 500,00          | 70,00         
195 | 750,00          | 70,00         
196 | 300,00          | 30,00         
197 | 330,00          | 40,00         
198 | 370,00          | 40,00         
199 | 940,00          | 90,00         
200 | 810,00          | 90,00         
201 | 770,00          | 100,00        
202 | 1140,00         | 100,00        
203 | 290,00          | 40,00         
204 | 500,00          | 70,00         
205 | 550,00          | 50,00         
206 | 1030,00         | 80,00         
207 | 990,00          | 90,00         
208 | 370,00          | 40,00         
209 | 720,00          | 60,00         
210 | 300,00          | 40,00         
211 | 570,00          | 60,00         
212 | 1000,00         | 100,00        
213 | 1030,00         | 80,00         
214 | 990,00          | 90,00         
215 | 850,00          | 100,00        
216 | 590,00          | 60,00         
217 | 1110,00         | 100,00        
218 | 760,00          | 60,00         
219 | 780,00          | 80,00         
220 | 1090,00         | 90,00         
221 | 590,00          | 80,00         
222 | 570,00          | 50,00         
223 | 1020,00         | 100,00        
224 | 680,00          | 80,00         
225 | 1130,00         | 90,00         
226 | 540,00          | 50,00         
227 | 600,00          | 80,00         
228 | 810,00          | 70,00         
229 | 720,00          | 70,00         
230 | 440,00          | 50,00         
231 | 770,00          | 80,00         
232 | 1080,00         | 90,00         
233 | 620,00          | 70,00         
234 | 210,00          | 30,00         
235 | 430,00          | 50,00         
236 | 550,00          | 50,00         
237 | 890,00          | 80,00         
238 | 630,00          | 70,00         
239 | 480,00          | 40,00         
240 | 1030,00         | 80,00         
241 | 600,00          | 80,00         
242 | 390,00          | 30,00         
243 | 590,00          | 80,00         
244 | 750,00          | 70,00         
245 | 740,00          | 60,00         
246 | 390,00          | 50,00         
247 | 810,00          | 70,00         
248 | 410,00          | 50,00         
249 | 560,00          | 60,00         

Clientes (Customers)
ID  | Demanda (di) | Incompatibilidad
----+--------------+-----------------
0   | 17,00        | -               
1   | 18,00        | -               
2   | 8,00         | -               
3   | 7,00         | -               
4   | 19,00        | -               
5   | 10,00        | -               
6   | 12,00        | -               
7   | 12,00        | -               
8   | 17,00        | -               
9   | 13,00        | -               
10  | 17,00        | -               
11  | 5,00         | -               
12  | 6,00         | -               
13  | 12,00        | -               
14  | 6,00         | -               
15  | 16,00        | -               
16  | 16,00        | -               
17  | 15,00        | -               
18  | 16,00        | -               
19  | 13,00        | -               
20  | 16,00        | -               
21  | 5,00         | -               
22  | 12,00        | -               
23  | 9,00         | -               
24  | 10,00        | -               
25  | 13,00        | -               
26  | 14,00        | -               
27  | 17,00        | -               
28  | 18,00        | -               
29  | 14,00        | -               
30  | 15,00        | -               
31  | 15,00        | -               
32  | 12,00        | -               
33  | 12,00        | -               
34  | 18,00        | -               
35  | 12,00        | -               
36  | 6,00         | -               
37  | 20,00        | -               
38  | 18,00        | -               
39  | 7,00         | -               
40  | 5,00         | -               
41  | 13,00        | -               
42  | 8,00         | -               
43  | 12,00        | -               
44  | 18,00        | -               
45  | 5,00         | -               
46  | 11,00        | -               
47  | 19,00        | -               
48  | 5,00         | -               
49  | 7,00         | -               
50  | 7,00         | -               
51  | 6,00         | -               
52  | 13,00        | -               
53  | 14,00        | -               
54  | 17,00        | -               
55  | 13,00        | -               
56  | 20,00        | -               
57  | 17,00        | -               
58  | 13,00        | -               
59  | 12,00        | -               
60  | 19,00        | -               
61  | 6,00         | -               
62  | 6,00         | -               
63  | 6,00         | -               
64  | 16,00        | -               
65  | 18,00        | -               
66  | 12,00        | -               
67  | 19,00        | -               
68  | 13,00        | -               
69  | 9,00         | -               
70  | 17,00        | -               
71  | 12,00        | -               
72  | 20,00        | -               
73  | 19,00        | -               
74  | 13,00        | -               
75  | 17,00        | -               
76  | 16,00        | -               
77  | 12,00        | -               
78  | 7,00         | -               
79  | 19,00        | -               
80  | 6,00         | -               
81  | 12,00        | -               
82  | 7,00         | -               
83  | 6,00         | -               
84  | 13,00        | -               
85  | 10,00        | -               
86  | 8,00         | -               
87  | 15,00        | -               
88  | 20,00        | -               
89  | 17,00        | -               
90  | 8,00         | -               
91  | 8,00         | -               
92  | 15,00        | -               
93  | 8,00         | -               
94  | 16,00        | -               
95  | 18,00        | -               
96  | 14,00        | -               
97  | 14,00        | -               
98  | 14,00        | -               
99  | 17,00        | -               
100 | 7,00         | -               
101 | 13,00        | -               
102 | 17,00        | -               
103 | 9,00         | -               
104 | 12,00        | -               
105 | 6,00         | -               
106 | 12,00        | -               
107 | 20,00        | -               
108 | 15,00        | -               
109 | 16,00        | -               
110 | 12,00        | -               
111 | 10,00        | -               
112 | 18,00        | -               
113 | 16,00        | -               
114 | 8,00         | -               
115 | 13,00        | -               
116 | 15,00        | -               
117 | 6,00         | -               
118 | 16,00        | -               
119 | 18,00        | -               
120 | 14,00        | -               
121 | 9,00         | -               
122 | 11,00        | -               
123 | 16,00        | -               
124 | 8,00         | -               
125 | 12,00        | -               
126 | 12,00        | -               
127 | 11,00        | -               
128 | 9,00         | -               
129 | 8,00         | -               
130 | 14,00        | -               
131 | 12,00        | -               
132 | 8,00         | -               
133 | 16,00        | -               
134 | 9,00         | -               
135 | 13,00        | -               
136 | 20,00        | -               
137 | 17,00        | -               
138 | 19,00        | -               
139 | 18,00        | -               
140 | 18,00        | -               
141 | 7,00         | -               
142 | 14,00        | -               
143 | 14,00        | -               
144 | 12,00        | -               
145 | 17,00        | -               
146 | 7,00         | -               
147 | 9,00         | -               
148 | 10,00        | -               
149 | 8,00         | -               
150 | 10,00        | -               
151 | 17,00        | -               
152 | 16,00        | -               
153 | 16,00        | -               
154 | 13,00        | -               
155 | 9,00         | -               
156 | 17,00        | -               
157 | 14,00        | -               
158 | 19,00        | -               
159 | 8,00         | -               
160 | 10,00        | -               
161 | 6,00         | -               
162 | 7,00         | -               
163 | 7,00         | -               
164 | 7,00         | -               
165 | 19,00        | -               
166 | 12,00        | -               
167 | 10,00        | -               
168 | 6,00         | -               
169 | 6,00         | -               
170 | 15,00        | -               
171 | 5,00         | -               
172 | 6,00         | -               
173 | 20,00        | -               
174 | 17,00        | -               
175 | 19,00        | -               
176 | 10,00        | -               
177 | 8,00         | -               
178 | 16,00        | -               
179 | 12,00        | -               
180 | 11,00        | -               
181 | 7,00         | -               
182 | 11,00        | -               
183 | 17,00        | -               
184 | 12,00        | -               
185 | 19,00        | -               
186 | 16,00        | -               
187 | 7,00         | -               
188 | 15,00        | -               
189 | 7,00         | -               
190 | 12,00        | -               
191 | 15,00        | -               
192 | 8,00         | -               
193 | 17,00        | -               
194 | 15,00        | -               
195 | 17,00        | -               
196 | 20,00        | -               
197 | 18,00        | -               
198 | 9,00         | -               
199 | 20,00        | -               
200 | 12,00        | -               
201 | 8,00         | -               
202 | 20,00        | -               
203 | 14,00        | -               
204 | 12,00        | -               
205 | 9,00         | -               
206 | 20,00        | -               
207 | 19,00        | -               
208 | 15,00        | -               
209 | 15,00        | -               
210 | 6,00         | -               
211 | 17,00        | -               
212 | 17,00        | -               
213 | 16,00        | -               
214 | 12,00        | -               
215 | 9,00         | -               
216 | 13,00        | -               
217 | 9,00         | -               
218 | 17,00        | -               
219 | 14,00        | -               
220 | 12,00        | -               
221 | 14,00        | -               
222 | 8,00         | -               
223 | 12,00        | -               
224 | 5,00         | -               
225 | 12,00        | -               
226 | 10,00        | -               
227 | 9,00         | -               
228 | 8,00         | -               
229 | 18,00        | -               
230 | 20,00        | -               
231 | 12,00        | -               
232 | 13,00        | -               
233 | 10,00        | -               
234 | 10,00        | -               
235 | 7,00         | -               
236 | 17,00        | -               
237 | 14,00        | -               
238 | 11,00        | -               
239 | 8,00         | -               
240 | 5,00         | -               
241 | 11,00        | -               
242 | 19,00        | -               
243 | 6,00         | -               
244 | 18,00        | -               
245 | 19,00        | -               
246 | 12,00        | -               
247 | 14,00        | -               
248 | 19,00        | -               
249 | 11,00        | -               
250 | 13,00        | -               
251 | 11,00        | -               
252 | 18,00        | -               
253 | 19,00        | -               
254 | 9,00         | -               
255 | 10,00        | -               
256 | 10,00        | -               
257 | 7,00         | -               
258 | 20,00        | -               
259 | 19,00        | -               
260 | 5,00         | -               
261 | 19,00        | -               
262 | 12,00        | -               
263 | 9,00         | -               
264 | 20,00        | -               
265 | 14,00        | -               
266 | 15,00        | -               
267 | 10,00        | -               
268 | 15,00        | -               
269 | 18,00        | -               
270 | 14,00        | -               
271 | 20,00        | -               
272 | 19,00        | -               
273 | 19,00        | -               
274 | 16,00        | -               
275 | 10,00        | -               
276 | 8,00         | -               
277 | 17,00        | -               
278 | 5,00         | -               
279 | 19,00        | -               
280 | 14,00        | -               
281 | 10,00        | -               
282 | 6,00         | -               
283 | 19,00        | -               
284 | 7,00         | -               
285 | 12,00        | -               
286 | 17,00        | -               
287 | 14,00        | -               
288 | 12,00        | -               
289 | 9,00         | -               
290 | 6,00         | -               
291 | 20,00        | -               
292 | 18,00        | -               
293 | 14,00        | -               
294 | 9,00         | -               
295 | 13,00        | -               
296 | 6,00         | -               
297 | 7,00         | -               
298 | 8,00         | -               
299 | 14,00        | -               
300 | 19,00        | -               
301 | 10,00        | -               
302 | 13,00        | -               
303 | 5,00         | -               
304 | 11,00        | -               
305 | 17,00        | -               
306 | 19,00        | -               
307 | 9,00         | -               
308 | 8,00         | -               
309 | 8,00         | -               
310 | 13,00        | -               
311 | 15,00        | -               
312 | 17,00        | -               
313 | 13,00        | -               
314 | 12,00        | -               
315 | 17,00        | -               
316 | 15,00        | -               
317 | 6,00         | -               
318 | 14,00        | -               
319 | 7,00         | -               
320 | 14,00        | -               
321 | 8,00         | -               
322 | 19,00        | -               
323 | 6,00         | -               
324 | 6,00         | -               
325 | 7,00         | -               
326 | 20,00        | -               
327 | 11,00        | -               
328 | 17,00        | -               
329 | 20,00        | -               
330 | 16,00        | -               
331 | 11,00        | -               
332 | 19,00        | -               
333 | 17,00        | -               
334 | 8,00         | -               
335 | 6,00         | -               
336 | 19,00        | -               
337 | 15,00        | -               
338 | 13,00        | -               
339 | 16,00        | -               
340 | 11,00        | -               
341 | 20,00        | -               
342 | 15,00        | -               
343 | 16,00        | -               
344 | 12,00        | -               
345 | 19,00        | -               
346 | 12,00        | -               
347 | 11,00        | -               
348 | 13,00        | -               
349 | 19,00        | -               
350 | 14,00        | -               
351 | 13,00        | -               
352 | 12,00        | -               
353 | 5,00         | -               
354 | 11,00        | -               
355 | 12,00        | -               
356 | 10,00        | -               
357 | 5,00         | -               
358 | 20,00        | -               
359 | 13,00        | -               
360 | 15,00        | -               
361 | 19,00        | -               
362 | 11,00        | -               
363 | 7,00         | -               
364 | 11,00        | -               
365 | 9,00         | -               
366 | 12,00        | -               
367 | 12,00        | -               
368 | 5,00         | -               
369 | 8,00         | -               
370 | 11,00        | -               
371 | 10,00        | -               
372 | 6,00         | -               
373 | 20,00        | -               
374 | 16,00        | -               
375 | 5,00         | -               
376 | 9,00         | -               
377 | 15,00        | -               
378 | 14,00        | -               
379 | 15,00        | -               
380 | 11,00        | -               
381 | 16,00        | -               
382 | 9,00         | -               
383 | 7,00         | -               
384 | 7,00         | -               
385 | 9,00         | -               
386 | 7,00         | -               
387 | 18,00        | -               
388 | 6,00         | -               
389 | 18,00        | -               
390 | 20,00        | -               
391 | 16,00        | -               
392 | 18,00        | -               
393 | 14,00        | -               
394 | 16,00        | -               
395 | 14,00        | -               
396 | 14,00        | -               
397 | 15,00        | -               
398 | 10,00        | -               
399 | 15,00        | -               
400 | 8,00         | -               
401 | 6,00         | -               
402 | 12,00        | -               
403 | 6,00         | -               
404 | 9,00         | -               
405 | 5,00         | -               
406 | 10,00        | -               
407 | 8,00         | -               
408 | 12,00        | -               
409 | 18,00        | -               
410 | 18,00        | -               
411 | 13,00        | -               
412 | 9,00         | -               
413 | 20,00        | -               
414 | 18,00        | -               
415 | 13,00        | -               
416 | 13,00        | -               
417 | 5,00         | -               
418 | 17,00        | -               
419 | 12,00        | -               
420 | 11,00        | -               
421 | 17,00        | -               
422 | 5,00         | -               
423 | 13,00        | -               
424 | 16,00        | -               
425 | 20,00        | -               
426 | 16,00        | -               
427 | 14,00        | -               
428 | 5,00         | -               
429 | 20,00        | -               
430 | 6,00         | -               
431 | 7,00         | -               
432 | 11,00        | -               
433 | 17,00        | -               
434 | 10,00        | -               
435 | 19,00        | -               
436 | 17,00        | -               
437 | 6,00         | -               
438 | 17,00        | -               
439 | 9,00         | -               
440 | 20,00        | -               
441 | 14,00        | -               
442 | 8,00         | -               
443 | 17,00        | -               
444 | 15,00        | -               
445 | 5,00         | -               
446 | 12,00        | -               
447 | 13,00        | -               
448 | 14,00        | -               
449 | 10,00        | -               
450 | 18,00        | -               
451 | 10,00        | -               
452 | 5,00         | -               
453 | 13,00        | -               
454 | 20,00        | -               
455 | 20,00        | -               
456 | 12,00        | -               
457 | 20,00        | -               
458 | 13,00        | -               
459 | 10,00        | -               
460 | 12,00        | -               
461 | 20,00        | -               
462 | 13,00        | -               
463 | 7,00         | -               
464 | 16,00        | -               
465 | 18,00        | -               
466 | 20,00        | -               
467 | 6,00         | -               
468 | 19,00        | -               
469 | 19,00        | -               
470 | 10,00        | -               
471 | 14,00        | -               
472 | 14,00        | -               
473 | 5,00         | -               
474 | 7,00         | -               
475 | 13,00        | -               
476 | 10,00        | -               
477 | 14,00        | -               
478 | 20,00        | -               
479 | 13,00        | -               
480 | 16,00        | -               
481 | 16,00        | -               
482 | 13,00        | -               
483 | 15,00        | -               
484 | 18,00        | -               
485 | 16,00        | -               
486 | 14,00        | -               
487 | 8,00         | -               
488 | 9,00         | -               
489 | 7,00         | -               
490 | 8,00         | -               
491 | 13,00        | -               
492 | 19,00        | -               
493 | 7,00         | -               
494 | 16,00        | -               
495 | 20,00        | -               
496 | 11,00        | -               
497 | 18,00        | -               
498 | 16,00        | -               
499 | 9,00         | -               
500 | 9,00         | -               
501 | 12,00        | -               
502 | 13,00        | -               
503 | 20,00        | -               
504 | 8,00         | -               
505 | 20,00        | -               
506 | 18,00        | -               
507 | 19,00        | -               
508 | 9,00         | -               
509 | 17,00        | -               
510 | 10,00        | -               
511 | 7,00         | -               
512 | 6,00         | -               
513 | 19,00        | -               
514 | 12,00        | -               
515 | 12,00        | -               
516 | 15,00        | -               
517 | 12,00        | -               
518 | 5,00         | -               
519 | 5,00         | -               
520 | 16,00        | -               
521 | 20,00        | -               
522 | 18,00        | -               
523 | 16,00        | -               
524 | 5,00         | -               
525 | 9,00         | -               
526 | 8,00         | -               
527 | 12,00        | -               
528 | 12,00        | -               
529 | 18,00        | -               
530 | 12,00        | -               
531 | 6,00         | -               
532 | 5,00         | -               
533 | 9,00         | -               
534 | 18,00        | -               
535 | 6,00         | -               
536 | 17,00        | -               
537 | 13,00        | -               
538 | 8,00         | -               
539 | 19,00        | -               
540 | 16,00        | -               
541 | 8,00         | -               
542 | 7,00         | -               
543 | 7,00         | -               
544 | 15,00        | -               
545 | 7,00         | -               
546 | 18,00        | -               
547 | 18,00        | -               
548 | 5,00         | -               
549 | 12,00        | -               
550 | 10,00        | -               
551 | 18,00        | -               
552 | 17,00        | -               
553 | 10,00        | -               
554 | 6,00         | -               
555 | 16,00        | -               
556 | 5,00         | -               
557 | 17,00        | -               
558 | 5,00         | -               
559 | 18,00        | -               
560 | 9,00         | -               
561 | 20,00        | -               
562 | 14,00        | -               
563 | 14,00        | -               
564 | 12,00        | -               
565 | 16,00        | -               
566 | 20,00        | -               
567 | 16,00        | -               
568 | 16,00        | -               
569 | 19,00        | -               
570 | 7,00         | -               
571 | 8,00         | -               
572 | 9,00         | -               
573 | 8,00         | -               
574 | 10,00        | -               
575 | 9,00         | -               
576 | 15,00        | -               
577 | 16,00        | -               
578 | 5,00         | -               
579 | 16,00        | -               
580 | 20,00        | -               
581 | 11,00        | -               
582 | 15,00        | -               
583 | 16,00        | -               
584 | 5,00         | -               
585 | 19,00        | -               
586 | 15,00        | -               
587 | 18,00        | -               
588 | 18,00        | -               
589 | 20,00        | -               
590 | 13,00        | -               
591 | 20,00        | -               
592 | 14,00        | -               
593 | 20,00        | -               
594 | 13,00        | -               
595 | 8,00         | -               
596 | 15,00        | -               
597 | 13,00        | -               
598 | 20,00        | -               
599 | 9,00         | -               
600 | 15,00        | -               
