
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente     | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 37  | Instalación 49  | 2,00         | 6,00               | 12,00   
Cliente 38  | Instalación 100 | 18,00        | 2,00               | 36,00   
Cliente 39  | Instalación 30  | 7,00         | 8,00               | 56,00   
Cliente 40  | Instalación 192 | 5,00         | 5,00               | 25,00   
Cliente 41  | Instalación 100 | 13,00        | 4,00               | 52,00   
Cliente 42  | Instalación 9   | 8,00         | 4,00               | 32,00   
Cliente 43  | Instalación 11  | 12,00        | 6,00               | 72,00   
Cliente 44  | Instalación 26  | 18,00        | 9,00               | 162,00  
Cliente 45  | Instalación 136 | 5,00         | 7,00               | 35,00   
Cliente 46  | Instalación 194 | 11,00        | 4,00               | 44,00   
Cliente 47  | Instalación 227 | 19,00        | 5,00               | 95,00   
Cliente 48  | Instalación 141 | 5,00         | 8,00               | 40,00   
Cliente 49  | Instalación 141 | 7,00         | 7,00               | 49,00   
Cliente 50  | Instalación 41  | 7,00         | 3,00               | 21,00   
Cliente 51  | Instalación 246 | 6,00         | 9,00               | 54,00   
Cliente 52  | Instalación 243 | 13,00        | 0,00               | 0,00    
Cliente 53  | Instalación 238 | 14,00        | 10,00              | 140,00  
Cliente 54  | Instalación 137 | 17,00        | 6,00               | 102,00  
Cliente 55  | Instalación 197 | 13,00        | 1,00               | 13,00   
Cliente 56  | Instalación 7   | 20,00        | 3,00               | 60,00   
Cliente 57  | Instalación 52  | 17,00        | 7,00               | 119,00  
Cliente 58  | Instalación 156 | 13,00        | 1,00               | 13,00   
Cliente 59  | Instalación 216 | 12,00        | 4,00               | 48,00   
Cliente 60  | Instalación 47  | 19,00        | 4,00               | 76,00   
Cliente 61  | Instalación 17  | 6,00         | 5,00               | 30,00   
Cliente 62  | Instalación 7   | 6,00         | 9,00               | 54,00   
Cliente 63  | Instalación 45  | 6,00         | 2,00               | 12,00   
Cliente 64  | Instalación 248 | 16,00        | 7,00               | 112,00  
Cliente 65  | Instalación 97  | 13,00        | 5,00               | 65,00   
Cliente 65  | Instalación 215 | 5,00         | 6,00               | 30,00   
Cliente 66  | Instalación 200 | 12,00        | 4,00               | 48,00   
Cliente 67  | Instalación 116 | 19,00        | 8,00               | 152,00  
Cliente 68  | Instalación 108 | 13,00        | 9,00               | 117,00  
Cliente 69  | Instalación 130 | 9,00         | 1,00               | 9,00    
Cliente 70  | Instalación 201 | 17,00        | 1,00               | 17,00   
Cliente 71  | Instalación 76  | 12,00        | 2,00               | 24,00   
Cliente 72  | Instalación 216 | 20,00        | 1,00               | 20,00   
Cliente 73  | Instalación 179 | 19,00        | 6,00               | 114,00  
Cliente 74  | Instalación 216 | 13,00        | 1,00               | 13,00   
Cliente 75  | Instalación 118 | 17,00        | 5,00               | 85,00   
Cliente 76  | Instalación 27  | 16,00        | 1,00               | 16,00   
Cliente 77  | Instalación 26  | 12,00        | 1,00               | 12,00   
Cliente 78  | Instalación 194 | 7,00         | 5,00               | 35,00   
Cliente 79  | Instalación 102 | 19,00        | 4,00               | 76,00   
Cliente 80  | Instalación 220 | 6,00         | 4,00               | 24,00   
Cliente 81  | Instalación 166 | 12,00        | 2,00               | 24,00   
Cliente 82  | Instalación 58  | 7,00         | 4,00               | 28,00   
Cliente 83  | Instalación 110 | 6,00         | 3,00               | 18,00   
Cliente 84  | Instalación 80  | 13,00        | 7,00               | 91,00   
Cliente 85  | Instalación 7   | 10,00        | 9,00               | 90,00   
Cliente 86  | Instalación 103 | 8,00         | 5,00               | 40,00   
Cliente 87  | Instalación 235 | 15,00        | 9,00               | 135,00  
Cliente 88  | Instalación 83  | 20,00        | 7,00               | 140,00  
Cliente 89  | Instalación 72  | 17,00        | 10,00              | 170,00  
Cliente 90  | Instalación 220 | 8,00         | 4,00               | 32,00   
Cliente 91  | Instalación 216 | 8,00         | 2,00               | 16,00   
Cliente 92  | Instalación 111 | 15,00        | 7,00               | 105,00  
Cliente 93  | Instalación 34  | 8,00         | 4,00               | 32,00   
Cliente 94  | Instalación 46  | 16,00        | 6,00               | 96,00   
Cliente 95  | Instalación 26  | 18,00        | 5,00               | 90,00   
Cliente 96  | Instalación 142 | 14,00        | 5,00               | 70,00   
Cliente 97  | Instalación 244 | 14,00        | 1,00               | 14,00   
Cliente 98  | Instalación 121 | 14,00        | 2,00               | 28,00   
Cliente 99  | Instalación 165 | 17,00        | 4,00               | 68,00   
Cliente 100 | Instalación 58  | 7,00         | 0,00               | 0,00    
Cliente 101 | Instalación 137 | 13,00        | 17,00              | 221,00  
Cliente 102 | Instalación 118 | 17,00        | 7,00               | 119,00  
Cliente 103 | Instalación 76  | 9,00         | 4,00               | 36,00   
Cliente 104 | Instalación 34  | 12,00        | 3,00               | 36,00   
Cliente 105 | Instalación 231 | 6,00         | 1,00               | 6,00    
Cliente 106 | Instalación 17  | 12,00        | 7,00               | 84,00   
Cliente 107 | Instalación 241 | 20,00        | 5,00               | 100,00  
Cliente 108 | Instalación 93  | 15,00        | 5,00               | 75,00   
Cliente 109 | Instalación 243 | 16,00        | 5,00               | 80,00   
Cliente 110 | Instalación 49  | 12,00        | 3,00               | 36,00   
Cliente 111 | Instalación 196 | 10,00        | 8,00               | 80,00   
Cliente 112 | Instalación 205 | 18,00        | 1,00               | 18,00   
Cliente 113 | Instalación 152 | 16,00        | 8,00               | 128,00  
Cliente 114 | Instalación 194 | 8,00         | 4,00               | 32,00   
Cliente 115 | Instalación 201 | 13,00        | 8,00               | 104,00  
Cliente 116 | Instalación 83  | 2,00         | 7,00               | 14,00   
Cliente 116 | Instalación 94  | 13,00        | 7,00               | 91,00   
Cliente 117 | Instalación 248 | 6,00         | 4,00               | 24,00   
Cliente 118 | Instalación 173 | 16,00        | 3,00               | 48,00   
Cliente 119 | Instalación 39  | 18,00        | 2,00               | 36,00   
Cliente 120 | Instalación 27  | 14,00        | 3,00               | 42,00   
Cliente 121 | Instalación 26  | 9,00         | 5,00               | 45,00   
Cliente 122 | Instalación 116 | 11,00        | 8,00               | 88,00   
Cliente 123 | Instalación 96  | 16,00        | 2,00               | 32,00   
Cliente 124 | Instalación 179 | 8,00         | 6,00               | 48,00   
Cliente 125 | Instalación 198 | 12,00        | 4,00               | 48,00   
Cliente 126 | Instalación 41  | 12,00        | 4,00               | 48,00   
Cliente 127 | Instalación 67  | 11,00        | 10,00              | 110,00  
Cliente 128 | Instalación 111 | 4,00         | 6,00               | 24,00   
Cliente 128 | Instalación 142 | 5,00         | 6,00               | 30,00   
Cliente 129 | Instalación 25  | 1,00         | 4,00               | 4,00    
Cliente 129 | Instalación 216 | 7,00         | 10,00              | 70,00   
Cliente 130 | Instalación 49  | 14,00        | 9,00               | 126,00  
Cliente 131 | Instalación 48  | 12,00        | 3,00               | 36,00   
Cliente 132 | Instalación 73  | 8,00         | 1,00               | 8,00    
Cliente 133 | Instalación 58  | 16,00        | 7,00               | 112,00  
Cliente 134 | Instalación 102 | 9,00         | 7,00               | 63,00   
Cliente 135 | Instalación 111 | 13,00        | 7,00               | 91,00   
Cliente 136 | Instalación 73  | 20,00        | 4,00               | 80,00   
Cliente 137 | Instalación 107 | 17,00        | 1,00               | 17,00   
Cliente 138 | Instalación 151 | 19,00        | 5,00               | 95,00   
Cliente 139 | Instalación 139 | 18,00        | 1,00               | 18,00   
Cliente 140 | Instalación 67  | 18,00        | 7,00               | 126,00  
Cliente 141 | Instalación 133 | 7,00         | 3,00               | 21,00   
Cliente 142 | Instalación 48  | 14,00        | 9,00               | 126,00  
Cliente 143 | Instalación 120 | 14,00        | 4,00               | 56,00   
Cliente 144 | Instalación 102 | 12,00        | 3,00               | 36,00   
Cliente 145 | Instalación 49  | 17,00        | 4,00               | 68,00   
Cliente 146 | Instalación 116 | 7,00         | 12,00              | 84,00   
Cliente 147 | Instalación 46  | 9,00         | 2,00               | 18,00   
Cliente 148 | Instalación 111 | 10,00        | 2,00               | 20,00   
Cliente 149 | Instalación 119 | 8,00         | 3,00               | 24,00   
Cliente 150 | Instalación 30  | 10,00        | 5,00               | 50,00   
Cliente 151 | Instalación 175 | 17,00        | 3,00               | 51,00   
Cliente 152 | Instalación 244 | 16,00        | 2,00               | 32,00   
Cliente 153 | Instalación 46  | 16,00        | 5,00               | 80,00   
Cliente 154 | Instalación 141 | 13,00        | 5,00               | 65,00   
Cliente 155 | Instalación 66  | 9,00         | 2,00               | 18,00   
Cliente 156 | Instalación 220 | 17,00        | 9,00               | 153,00  
Cliente 157 | Instalación 48  | 14,00        | 4,00               | 56,00   
Cliente 158 | Instalación 80  | 11,00        | 4,00               | 44,00   
Cliente 158 | Instalación 129 | 8,00         | 3,00               | 24,00   
Cliente 159 | Instalación 166 | 8,00         | 3,00               | 24,00   
Cliente 160 | Instalación 156 | 10,00        | 4,00               | 40,00   
Cliente 161 | Instalación 50  | 6,00         | 6,00               | 36,00   
Cliente 162 | Instalación 97  | 7,00         | 9,00               | 63,00   
Cliente 163 | Instalación 207 | 7,00         | 2,00               | 14,00   
Cliente 164 | Instalación 93  | 7,00         | 4,00               | 28,00   
Cliente 165 | Instalación 133 | 19,00        | 1,00               | 19,00   
Cliente 166 | Instalación 93  | 12,00        | 3,00               | 36,00   
Cliente 167 | Instalación 179 | 10,00        | 2,00               | 20,00   
Cliente 168 | Instalación 47  | 6,00         | 3,00               | 18,00   
Cliente 169 | Instalación 248 | 6,00         | 7,00               | 42,00   
Cliente 170 | Instalación 194 | 15,00        | 4,00               | 60,00   
Cliente 171 | Instalación 203 | 5,00         | 4,00               | 20,00   
Cliente 172 | Instalación 72  | 1,00         | 6,00               | 6,00    
Cliente 172 | Instalación 76  | 5,00         | 12,00              | 60,00   
Cliente 173 | Instalación 136 | 20,00        | 8,00               | 160,00  
Cliente 174 | Instalación 230 | 17,00        | 1,00               | 17,00   
Cliente 175 | Instalación 224 | 19,00        | 7,00               | 133,00  
Cliente 176 | Instalación 107 | 10,00        | 8,00               | 80,00   
Cliente 177 | Instalación 123 | 8,00         | 7,00               | 56,00   
Cliente 178 | Instalación 215 | 16,00        | 4,00               | 64,00   
Cliente 179 | Instalación 175 | 12,00        | 4,00               | 48,00   
Cliente 180 | Instalación 79  | 11,00        | 4,00               | 44,00   
Cliente 181 | Instalación 220 | 7,00         | 6,00               | 42,00   
Cliente 182 | Instalación 130 | 11,00        | 4,00               | 44,00   
Cliente 183 | Instalación 102 | 17,00        | 7,00               | 119,00  
Cliente 184 | Instalación 52  | 12,00        | 4,00               | 48,00   
Cliente 185 | Instalación 169 | 19,00        | 1,00               | 19,00   
Cliente 186 | Instalación 103 | 16,00        | 10,00              | 160,00  
Cliente 187 | Instalación 79  | 7,00         | 9,00               | 63,00   
Cliente 188 | Instalación 80  | 15,00        | 1,00               | 15,00   
Cliente 189 | Instalación 180 | 5,00         | 6,00               | 30,00   
Cliente 189 | Instalación 236 | 2,00         | 3,00               | 6,00    
Cliente 190 | Instalación 119 | 12,00        | 8,00               | 96,00   
Cliente 191 | Instalación 58  | 15,00        | 4,00               | 60,00   
Cliente 192 | Instalación 153 | 8,00         | 6,00               | 48,00   
Cliente 193 | Instalación 244 | 17,00        | 5,00               | 85,00   
Cliente 194 | Instalación 142 | 15,00        | 4,00               | 60,00   
Cliente 195 | Instalación 208 | 17,00        | 6,00               | 102,00  
Cliente 196 | Instalación 203 | 20,00        | 1,00               | 20,00   
Cliente 197 | Instalación 9   | 18,00        | 2,00               | 36,00   
Cliente 198 | Instalación 198 | 9,00         | 3,00               | 27,00   
Cliente 199 | Instalación 246 | 20,00        | 1,00               | 20,00   
Cliente 200 | Instalación 25  | 12,00        | 6,00               | 72,00   
Cliente 201 | Instalación 73  | 8,00         | 6,00               | 48,00   
Cliente 202 | Instalación 49  | 20,00        | 7,00               | 140,00  
Cliente 203 | Instalación 230 | 14,00        | 2,00               | 28,00   
Cliente 204 | Instalación 25  | 12,00        | 10,00              | 120,00  
Cliente 205 | Instalación 111 | 9,00         | 6,00               | 54,00   
Cliente 206 | Instalación 133 | 11,00        | 4,00               | 44,00   
Cliente 206 | Instalación 215 | 9,00         | 7,00               | 63,00   
Cliente 207 | Instalación 169 | 19,00        | 6,00               | 114,00  
Cliente 208 | Instalación 109 | 15,00        | 4,00               | 60,00   
Cliente 209 | Instalación 205 | 15,00        | 4,00               | 60,00   
Cliente 210 | Instalación 243 | 6,00         | 6,00               | 36,00   
Cliente 211 | Instalación 220 | 17,00        | 6,00               | 102,00  
Cliente 212 | Instalación 3   | 17,00        | 4,00               | 68,00   
Cliente 213 | Instalación 37  | 16,00        | 6,00               | 96,00   
Cliente 214 | Instalación 57  | 12,00        | 8,00               | 96,00   
Cliente 215 | Instalación 164 | 9,00         | 3,00               | 27,00   
Cliente 216 | Instalación 16  | 13,00        | 1,00               | 13,00   
Cliente 217 | Instalación 151 | 9,00         | 8,00               | 72,00   
Cliente 218 | Instalación 104 | 17,00        | 8,00               | 136,00  
Cliente 219 | Instalación 180 | 14,00        | 7,00               | 98,00   
Cliente 220 | Instalación 146 | 12,00        | 8,00               | 96,00   
Cliente 221 | Instalación 64  | 14,00        | 4,00               | 56,00   
Cliente 222 | Instalación 13  | 8,00         | 5,00               | 40,00   
Cliente 223 | Instalación 222 | 12,00        | 2,00               | 24,00   
Cliente 224 | Instalación 166 | 5,00         | 5,00               | 25,00   
Cliente 225 | Instalación 130 | 12,00        | 8,00               | 96,00   
Cliente 226 | Instalación 179 | 10,00        | 6,00               | 60,00   
Cliente 227 | Instalación 191 | 9,00         | 2,00               | 18,00   
Cliente 228 | Instalación 220 | 8,00         | 4,00               | 32,00   
Cliente 229 | Instalación 77  | 18,00        | 6,00               | 108,00  
Cliente 230 | Instalación 66  | 20,00        | 6,00               | 120,00  
Cliente 231 | Instalación 39  | 12,00        | 4,00               | 48,00   
Cliente 232 | Instalación 40  | 13,00        | 7,00               | 91,00   
Cliente 233 | Instalación 146 | 10,00        | 9,00               | 90,00   
Cliente 234 | Instalación 137 | 10,00        | 5,00               | 50,00   
Cliente 235 | Instalación 164 | 7,00         | 12,00              | 84,00   
Cliente 236 | Instalación 207 | 17,00        | 9,00               | 153,00  
Cliente 237 | Instalación 129 | 14,00        | 2,00               | 28,00   
Cliente 238 | Instalación 34  | 11,00        | 5,00               | 55,00   
Cliente 239 | Instalación 9   | 8,00         | 6,00               | 48,00   
Cliente 240 | Instalación 143 | 5,00         | 11,00              | 55,00   
Cliente 241 | Instalación 143 | 11,00        | 5,00               | 55,00   
Cliente 242 | Instalación 25  | 19,00        | 8,00               | 152,00  
Cliente 243 | Instalación 25  | 6,00         | 7,00               | 42,00   
Cliente 244 | Instalación 57  | 18,00        | 7,00               | 126,00  
Cliente 245 | Instalación 37  | 19,00        | 6,00               | 114,00  
Cliente 246 | Instalación 33  | 12,00        | 4,00               | 48,00   
Cliente 247 | Instalación 26  | 14,00        | 6,00               | 84,00   
Cliente 248 | Instalación 117 | 19,00        | 12,00              | 228,00  
Cliente 249 | Instalación 3   | 11,00        | 4,00               | 44,00   
Cliente 250 | Instalación 179 | 13,00        | 13,00              | 169,00  
Cliente 251 | Instalación 93  | 11,00        | 4,00               | 44,00   
Cliente 252 | Instalación 121 | 18,00        | 4,00               | 72,00   
Cliente 253 | Instalación 33  | 19,00        | 1,00               | 19,00   
Cliente 254 | Instalación 197 | 9,00         | 1,00               | 9,00    
Cliente 255 | Instalación 76  | 10,00        | 9,00               | 90,00   
Cliente 256 | Instalación 192 | 10,00        | 9,00               | 90,00   
Cliente 257 | Instalación 107 | 7,00         | 3,00               | 21,00   
Cliente 258 | Instalación 55  | 8,00         | 4,00               | 32,00   
Cliente 258 | Instalación 207 | 12,00        | 6,00               | 72,00   
Cliente 259 | Instalación 23  | 9,00         | 6,00               | 54,00   
Cliente 259 | Instalación 50  | 10,00        | 4,00               | 40,00   
Cliente 260 | Instalación 123 | 5,00         | 7,00               | 35,00   
Cliente 261 | Instalación 156 | 19,00        | 4,00               | 76,00   
Cliente 262 | Instalación 37  | 12,00        | 3,00               | 36,00   
Cliente 263 | Instalación 246 | 9,00         | 3,00               | 27,00   
Cliente 264 | Instalación 209 | 20,00        | 5,00               | 100,00  
Cliente 265 | Instalación 57  | 14,00        | 9,00               | 126,00  
Cliente 266 | Instalación 17  | 15,00        | 9,00               | 135,00  
Cliente 267 | Instalación 143 | 10,00        | 2,00               | 20,00   
Cliente 268 | Instalación 210 | 15,00        | 7,00               | 105,00  
Cliente 269 | Instalación 64  | 18,00        | 8,00               | 144,00  
Cliente 270 | Instalación 198 | 14,00        | 1,00               | 14,00   
Cliente 271 | Instalación 195 | 20,00        | 3,00               | 60,00   
Cliente 272 | Instalación 188 | 19,00        | 1,00               | 19,00   
Cliente 273 | Instalación 33  | 19,00        | 4,00               | 76,00   
Cliente 274 | Instalación 227 | 16,00        | 4,00               | 64,00   
Cliente 275 | Instalación 15  | 3,00         | 9,00               | 27,00   
Cliente 275 | Instalación 146 | 7,00         | 11,00              | 77,00   
Cliente 276 | Instalación 17  | 8,00         | 8,00               | 64,00   
Cliente 277 | Instalación 57  | 17,00        | 10,00              | 170,00  
Cliente 278 | Instalación 109 | 5,00         | 7,00               | 35,00   
Cliente 279 | Instalación 191 | 19,00        | 6,00               | 114,00  
Cliente 280 | Instalación 119 | 14,00        | 5,00               | 70,00   
Cliente 281 | Instalación 50  | 10,00        | 5,00               | 50,00   
Cliente 282 | Instalación 200 | 4,00         | 4,00               | 16,00   
Cliente 282 | Instalación 233 | 2,00         | 4,00               | 8,00    
Cliente 283 | Instalación 9   | 19,00        | 4,00               | 76,00   
Cliente 284 | Instalación 116 | 7,00         | 5,00               | 35,00   
Cliente 285 | Instalación 94  | 7,00         | 9,00               | 63,00   
Cliente 285 | Instalación 198 | 5,00         | 2,00               | 10,00   
Cliente 286 | Instalación 110 | 17,00        | 6,00               | 102,00  
Cliente 287 | Instalación 222 | 14,00        | 7,00               | 98,00   
Cliente 288 | Instalación 215 | 12,00        | 7,00               | 84,00   
Cliente 289 | Instalación 30  | 9,00         | 5,00               | 45,00   
Cliente 290 | Instalación 50  | 6,00         | 4,00               | 24,00   
Cliente 291 | Instalación 111 | 7,00         | 15,00              | 105,00  
Cliente 291 | Instalación 209 | 13,00        | 4,00               | 52,00   
Cliente 292 | Instalación 166 | 18,00        | 3,00               | 54,00   
Cliente 293 | Instalación 215 | 14,00        | 1,00               | 14,00   
Cliente 294 | Instalación 169 | 9,00         | 6,00               | 54,00   
Cliente 295 | Instalación 94  | 13,00        | 4,00               | 52,00   
Cliente 296 | Instalación 176 | 6,00         | 1,00               | 6,00    
Cliente 297 | Instalación 100 | 7,00         | 5,00               | 35,00   
Cliente 298 | Instalación 103 | 8,00         | 2,00               | 16,00   
Cliente 299 | Instalación 200 | 13,00        | 2,00               | 26,00   
Cliente 299 | Instalación 233 | 1,00         | 6,00               | 6,00    
Cliente 300 | Instalación 200 | 19,00        | 4,00               | 76,00   
Cliente 301 | Instalación 25  | 5,00         | 3,00               | 15,00   
Cliente 301 | Instalación 117 | 5,00         | 4,00               | 20,00   
Cliente 302 | Instalación 109 | 13,00        | 3,00               | 39,00   
Cliente 303 | Instalación 45  | 5,00         | 1,00               | 5,00    
Cliente 304 | Instalación 33  | 11,00        | 5,00               | 55,00   
Cliente 305 | Instalación 103 | 10,00        | 3,00               | 30,00   
Cliente 305 | Instalación 176 | 7,00         | 4,00               | 28,00   
Cliente 306 | Instalación 227 | 19,00        | 1,00               | 19,00   
Cliente 307 | Instalación 201 | 9,00         | 12,00              | 108,00  
Cliente 308 | Instalación 57  | 8,00         | 4,00               | 32,00   
Cliente 309 | Instalación 233 | 8,00         | 6,00               | 48,00   
Cliente 310 | Instalación 23  | 13,00        | 5,00               | 65,00   
Cliente 311 | Instalación 136 | 15,00        | 4,00               | 60,00   
Cliente 312 | Instalación 142 | 17,00        | 5,00               | 85,00   
Cliente 313 | Instalación 124 | 1,00         | 6,00               | 6,00    
Cliente 313 | Instalación 249 | 12,00        | 4,00               | 48,00   
Cliente 314 | Instalación 137 | 12,00        | 6,00               | 72,00   
Cliente 315 | Instalación 133 | 3,00         | 7,00               | 21,00   
Cliente 315 | Instalación 215 | 14,00        | 6,00               | 84,00   
Cliente 316 | Instalación 197 | 15,00        | 9,00               | 135,00  
Cliente 317 | Instalación 141 | 6,00         | 10,00              | 60,00   
Cliente 318 | Instalación 29  | 14,00        | 3,00               | 42,00   
Cliente 319 | Instalación 76  | 7,00         | 3,00               | 21,00   
Cliente 320 | Instalación 108 | 14,00        | 3,00               | 42,00   
Cliente 321 | Instalación 204 | 8,00         | 6,00               | 48,00   
Cliente 322 | Instalación 224 | 19,00        | 5,00               | 95,00   
Cliente 323 | Instalación 224 | 6,00         | 6,00               | 36,00   
Cliente 324 | Instalación 103 | 6,00         | 3,00               | 18,00   
Cliente 325 | Instalación 146 | 7,00         | 8,00               | 56,00   
Cliente 326 | Instalación 166 | 20,00        | 2,00               | 40,00   
Cliente 327 | Instalación 120 | 11,00        | 9,00               | 99,00   
Cliente 328 | Instalación 165 | 17,00        | 1,00               | 17,00   
Cliente 329 | Instalación 8   | 20,00        | 2,00               | 40,00   
Cliente 330 | Instalación 81  | 16,00        | 4,00               | 64,00   
Cliente 331 | Instalación 224 | 11,00        | 2,00               | 22,00   
Cliente 332 | Instalación 26  | 19,00        | 1,00               | 19,00   
Cliente 333 | Instalación 161 | 17,00        | 2,00               | 34,00   
Cliente 334 | Instalación 124 | 3,00         | 5,00               | 15,00   
Cliente 334 | Instalación 139 | 5,00         | 5,00               | 25,00   
Cliente 335 | Instalación 23  | 6,00         | 2,00               | 12,00   
Cliente 336 | Instalación 3   | 7,00         | 6,00               | 42,00   
Cliente 336 | Instalación 107 | 12,00        | 7,00               | 84,00   
Cliente 337 | Instalación 137 | 15,00        | 10,00              | 150,00  
Cliente 338 | Instalación 124 | 13,00        | 1,00               | 13,00   
Cliente 339 | Instalación 208 | 16,00        | 2,00               | 32,00   
Cliente 340 | Instalación 159 | 11,00        | 5,00               | 55,00   
Cliente 341 | Instalación 73  | 20,00        | 11,00              | 220,00  
Cliente 342 | Instalación 205 | 15,00        | 2,00               | 30,00   
Cliente 343 | Instalación 164 | 16,00        | 2,00               | 32,00   
Cliente 344 | Instalación 11  | 12,00        | 3,00               | 36,00   
Cliente 345 | Instalación 153 | 19,00        | 5,00               | 95,00   
Cliente 346 | Instalación 192 | 12,00        | 10,00              | 120,00  
Cliente 347 | Instalación 57  | 11,00        | 9,00               | 99,00   
Cliente 348 | Instalación 226 | 13,00        | 8,00               | 104,00  
Cliente 349 | Instalación 109 | 19,00        | 1,00               | 19,00   
Cliente 350 | Instalación 241 | 14,00        | 9,00               | 126,00  
Cliente 351 | Instalación 139 | 13,00        | 2,00               | 26,00   
Cliente 352 | Instalación 143 | 12,00        | 0,00               | 0,00    
Cliente 353 | Instalación 81  | 5,00         | 7,00               | 35,00   
Cliente 354 | Instalación 76  | 11,00        | 4,00               | 44,00   
Cliente 355 | Instalación 17  | 12,00        | 2,00               | 24,00   
Cliente 356 | Instalación 16  | 10,00        | 3,00               | 30,00   
Cliente 357 | Instalación 45  | 5,00         | 4,00               | 20,00   
Cliente 358 | Instalación 40  | 20,00        | 7,00               | 140,00  
Cliente 359 | Instalación 25  | 5,00         | 4,00               | 20,00   
Cliente 359 | Instalación 117 | 8,00         | 3,00               | 24,00   
Cliente 360 | Instalación 173 | 15,00        | 3,00               | 45,00   
Cliente 361 | Instalación 66  | 19,00        | 11,00              | 209,00  
Cliente 362 | Instalación 180 | 11,00        | 9,00               | 99,00   
Cliente 363 | Instalación 109 | 7,00         | 7,00               | 49,00   
Cliente 364 | Instalación 111 | 11,00        | 5,00               | 55,00   
Cliente 365 | Instalación 124 | 9,00         | 5,00               | 45,00   
Cliente 366 | Instalación 40  | 9,00         | 5,00               | 45,00   
Cliente 366 | Instalación 143 | 3,00         | 4,00               | 12,00   
Cliente 367 | Instalación 9   | 12,00        | 4,00               | 48,00   
Cliente 368 | Instalación 27  | 5,00         | 4,00               | 20,00   
Cliente 369 | Instalación 8   | 8,00         | 7,00               | 56,00   
Cliente 370 | Instalación 16  | 11,00        | 6,00               | 66,00   
Cliente 371 | Instalación 94  | 3,00         | 7,00               | 21,00   
Cliente 371 | Instalación 248 | 7,00         | 5,00               | 35,00   
Cliente 372 | Instalación 207 | 6,00         | 3,00               | 18,00   
Cliente 373 | Instalación 188 | 11,00        | 3,00               | 33,00   
Cliente 373 | Instalación 200 | 9,00         | 4,00               | 36,00   
Cliente 374 | Instalación 156 | 16,00        | 6,00               | 96,00   
Cliente 375 | Instalación 241 | 5,00         | 7,00               | 35,00   
Cliente 376 | Instalación 152 | 9,00         | 11,00              | 99,00   
Cliente 377 | Instalación 30  | 15,00        | 5,00               | 75,00   
Cliente 378 | Instalación 207 | 14,00        | 2,00               | 28,00   
