
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 61  | Instalación 89  | 6,00    | 6,00     | 100,0 %       
Cliente 62  | Instalación 7   | 6,00    | 6,00     | 100,0 %       
Cliente 63  | Instalación 204 | 6,00    | 6,00     | 100,0 %       
Cliente 64  | Instalación 198 | 16,00   | 16,00    | 100,0 %       
Cliente 65  | Instalación 156 | 18,00   | 18,00    | 100,0 %       
Cliente 66  | Instalación 149 | 12,00   | 12,00    | 100,0 %       
Cliente 67  | Instalación 100 | 19,00   | 19,00    | 100,0 %       
Cliente 68  | Instalación 237 | 13,00   | 13,00    | 100,0 %       
Cliente 69  | Instalación 130 | 9,00    | 9,00     | 100,0 %       
Cliente 70  | Instalación 201 | 17,00   | 17,00    | 100,0 %       
Cliente 71  | Instalación 76  | 12,00   | 12,00    | 100,0 %       
Cliente 72  | Instalación 23  | 20,00   | 18,00    | 90,0 %        
Cliente 72  | Instalación 216 | 20,00   | 2,00     | 10,0 %        
Cliente 73  | Instalación 179 | 19,00   | 19,00    | 100,0 %       
Cliente 74  | Instalación 216 | 13,00   | 13,00    | 100,0 %       
Cliente 75  | Instalación 101 | 17,00   | 17,00    | 100,0 %       
Cliente 76  | Instalación 27  | 16,00   | 16,00    | 100,0 %       
Cliente 77  | Instalación 26  | 12,00   | 12,00    | 100,0 %       
Cliente 78  | Instalación 194 | 7,00    | 7,00     | 100,0 %       
Cliente 79  | Instalación 12  | 19,00   | 19,00    | 100,0 %       
Cliente 80  | Instalación 73  | 6,00    | 6,00     | 100,0 %       
Cliente 81  | Instalación 9   | 12,00   | 12,00    | 100,0 %       
Cliente 82  | Instalación 63  | 7,00    | 7,00     | 100,0 %       
Cliente 83  | Instalación 179 | 6,00    | 6,00     | 100,0 %       
Cliente 84  | Instalación 179 | 13,00   | 13,00    | 100,0 %       
Cliente 85  | Instalación 7   | 10,00   | 10,00    | 100,0 %       
Cliente 86  | Instalación 46  | 8,00    | 8,00     | 100,0 %       
Cliente 87  | Instalación 237 | 15,00   | 15,00    | 100,0 %       
Cliente 88  | Instalación 83  | 20,00   | 10,00    | 50,0 %        
Cliente 88  | Instalación 246 | 20,00   | 10,00    | 50,0 %        
Cliente 89  | Instalación 11  | 17,00   | 17,00    | 100,0 %       
Cliente 90  | Instalación 73  | 8,00    | 8,00     | 100,0 %       
Cliente 91  | Instalación 216 | 8,00    | 8,00     | 100,0 %       
Cliente 92  | Instalación 78  | 15,00   | 15,00    | 100,0 %       
Cliente 93  | Instalación 160 | 8,00    | 8,00     | 100,0 %       
Cliente 94  | Instalación 46  | 16,00   | 16,00    | 100,0 %       
Cliente 95  | Instalación 26  | 18,00   | 18,00    | 100,0 %       
Cliente 96  | Instalación 231 | 14,00   | 14,00    | 100,0 %       
Cliente 97  | Instalación 100 | 14,00   | 4,00     | 28,6 %        
Cliente 97  | Instalación 244 | 14,00   | 10,00    | 71,4 %        
Cliente 98  | Instalación 238 | 14,00   | 14,00    | 100,0 %       
Cliente 99  | Instalación 160 | 17,00   | 17,00    | 100,0 %       
Cliente 100 | Instalación 63  | 7,00    | 7,00     | 100,0 %       
Cliente 101 | Instalación 178 | 13,00   | 13,00    | 100,0 %       
Cliente 102 | Instalación 101 | 17,00   | 17,00    | 100,0 %       
Cliente 103 | Instalación 76  | 9,00    | 9,00     | 100,0 %       
Cliente 104 | Instalación 34  | 12,00   | 12,00    | 100,0 %       
Cliente 105 | Instalación 78  | 6,00    | 6,00     | 100,0 %       
Cliente 106 | Instalación 17  | 12,00   | 12,00    | 100,0 %       
Cliente 107 | Instalación 241 | 20,00   | 20,00    | 100,0 %       
Cliente 108 | Instalación 93  | 15,00   | 15,00    | 100,0 %       
Cliente 109 | Instalación 170 | 16,00   | 16,00    | 100,0 %       
Cliente 110 | Instalación 49  | 12,00   | 12,00    | 100,0 %       
Cliente 111 | Instalación 178 | 10,00   | 10,00    | 100,0 %       
Cliente 112 | Instalación 205 | 18,00   | 18,00    | 100,0 %       
Cliente 113 | Instalación 68  | 16,00   | 12,00    | 75,0 %        
Cliente 113 | Instalación 204 | 16,00   | 4,00     | 25,0 %        
Cliente 114 | Instalación 194 | 8,00    | 8,00     | 100,0 %       
Cliente 115 | Instalación 201 | 13,00   | 13,00    | 100,0 %       
Cliente 116 | Instalación 94  | 15,00   | 15,00    | 100,0 %       
Cliente 117 | Instalación 248 | 6,00    | 6,00     | 100,0 %       
Cliente 118 | Instalación 241 | 16,00   | 16,00    | 100,0 %       
Cliente 119 | Instalación 69  | 18,00   | 18,00    | 100,0 %       
Cliente 120 | Instalación 69  | 14,00   | 14,00    | 100,0 %       
Cliente 121 | Instalación 3   | 9,00    | 9,00     | 100,0 %       
Cliente 122 | Instalación 244 | 11,00   | 11,00    | 100,0 %       
Cliente 123 | Instalación 166 | 16,00   | 16,00    | 100,0 %       
Cliente 124 | Instalación 179 | 8,00    | 8,00     | 100,0 %       
Cliente 125 | Instalación 178 | 12,00   | 12,00    | 100,0 %       
Cliente 126 | Instalación 246 | 12,00   | 12,00    | 100,0 %       
Cliente 127 | Instalación 67  | 11,00   | 11,00    | 100,0 %       
Cliente 128 | Instalación 111 | 9,00    | 8,00     | 88,9 %        
Cliente 128 | Instalación 167 | 9,00    | 1,00     | 11,1 %        
Cliente 129 | Instalación 25  | 8,00    | 8,00     | 100,0 %       
Cliente 130 | Instalación 67  | 14,00   | 14,00    | 100,0 %       
Cliente 131 | Instalación 240 | 12,00   | 12,00    | 100,0 %       
Cliente 132 | Instalación 73  | 8,00    | 8,00     | 100,0 %       
Cliente 133 | Instalación 169 | 16,00   | 16,00    | 100,0 %       
Cliente 134 | Instalación 101 | 9,00    | 9,00     | 100,0 %       
Cliente 135 | Instalación 111 | 13,00   | 12,00    | 92,3 %        
Cliente 135 | Instalación 238 | 13,00   | 1,00     | 7,7 %         
Cliente 136 | Instalación 73  | 20,00   | 20,00    | 100,0 %       
Cliente 137 | Instalación 205 | 17,00   | 17,00    | 100,0 %       
Cliente 138 | Instalación 202 | 19,00   | 19,00    | 100,0 %       
Cliente 139 | Instalación 230 | 18,00   | 18,00    | 100,0 %       
Cliente 140 | Instalación 67  | 18,00   | 18,00    | 100,0 %       
Cliente 141 | Instalación 133 | 7,00    | 7,00     | 100,0 %       
Cliente 142 | Instalación 240 | 14,00   | 14,00    | 100,0 %       
Cliente 143 | Instalación 120 | 14,00   | 12,00    | 85,7 %        
Cliente 143 | Instalación 204 | 14,00   | 2,00     | 14,3 %        
Cliente 144 | Instalación 12  | 12,00   | 12,00    | 100,0 %       
Cliente 145 | Instalación 16  | 17,00   | 6,00     | 35,3 %        
Cliente 145 | Instalación 30  | 17,00   | 11,00    | 64,7 %        
Cliente 146 | Instalación 178 | 7,00    | 7,00     | 100,0 %       
Cliente 147 | Instalación 46  | 9,00    | 9,00     | 100,0 %       
Cliente 148 | Instalación 111 | 10,00   | 10,00    | 100,0 %       
Cliente 149 | Instalación 202 | 8,00    | 8,00     | 100,0 %       
Cliente 150 | Instalación 30  | 10,00   | 10,00    | 100,0 %       
Cliente 151 | Instalación 124 | 17,00   | 17,00    | 100,0 %       
Cliente 152 | Instalación 244 | 16,00   | 16,00    | 100,0 %       
Cliente 153 | Instalación 46  | 16,00   | 8,00     | 50,0 %        
Cliente 153 | Instalación 230 | 16,00   | 8,00     | 50,0 %        
Cliente 154 | Instalación 141 | 13,00   | 13,00    | 100,0 %       
Cliente 155 | Instalación 66  | 9,00    | 9,00     | 100,0 %       
Cliente 156 | Instalación 73  | 17,00   | 14,00    | 82,4 %        
Cliente 156 | Instalación 93  | 17,00   | 3,00     | 17,6 %        
Cliente 157 | Instalación 76  | 14,00   | 14,00    | 100,0 %       
Cliente 158 | Instalación 80  | 19,00   | 19,00    | 100,0 %       
Cliente 159 | Instalación 9   | 8,00    | 8,00     | 100,0 %       
Cliente 160 | Instalación 156 | 10,00   | 10,00    | 100,0 %       
Cliente 161 | Instalación 216 | 6,00    | 6,00     | 100,0 %       
Cliente 162 | Instalación 191 | 7,00    | 7,00     | 100,0 %       
Cliente 163 | Instalación 207 | 7,00    | 7,00     | 100,0 %       
Cliente 164 | Instalación 93  | 7,00    | 7,00     | 100,0 %       
Cliente 165 | Instalación 215 | 19,00   | 19,00    | 100,0 %       
Cliente 166 | Instalación 93  | 12,00   | 12,00    | 100,0 %       
Cliente 167 | Instalación 179 | 10,00   | 10,00    | 100,0 %       
Cliente 168 | Instalación 246 | 6,00    | 6,00     | 100,0 %       
Cliente 169 | Instalación 178 | 6,00    | 6,00     | 100,0 %       
Cliente 170 | Instalación 165 | 15,00   | 15,00    | 100,0 %       
Cliente 171 | Instalación 93  | 5,00    | 5,00     | 100,0 %       
Cliente 172 | Instalación 240 | 6,00    | 6,00     | 100,0 %       
Cliente 173 | Instalación 136 | 20,00   | 20,00    | 100,0 %       
Cliente 174 | Instalación 230 | 17,00   | 17,00    | 100,0 %       
Cliente 175 | Instalación 11  | 19,00   | 5,00     | 26,3 %        
Cliente 175 | Instalación 91  | 19,00   | 8,00     | 42,1 %        
Cliente 175 | Instalación 101 | 19,00   | 6,00     | 31,6 %        
Cliente 176 | Instalación 46  | 10,00   | 10,00    | 100,0 %       
Cliente 177 | Instalación 76  | 8,00    | 5,00     | 62,5 %        
Cliente 177 | Instalación 202 | 8,00    | 3,00     | 37,5 %        
Cliente 178 | Instalación 237 | 16,00   | 16,00    | 100,0 %       
Cliente 179 | Instalación 246 | 12,00   | 5,00     | 41,7 %        
Cliente 179 | Instalación 249 | 12,00   | 7,00     | 58,3 %        
Cliente 180 | Instalación 79  | 11,00   | 11,00    | 100,0 %       
Cliente 181 | Instalación 230 | 7,00    | 7,00     | 100,0 %       
Cliente 182 | Instalación 130 | 11,00   | 11,00    | 100,0 %       
Cliente 183 | Instalación 101 | 17,00   | 17,00    | 100,0 %       
Cliente 184 | Instalación 130 | 12,00   | 12,00    | 100,0 %       
Cliente 185 | Instalación 169 | 19,00   | 11,00    | 57,9 %        
Cliente 185 | Instalación 192 | 19,00   | 8,00     | 42,1 %        
Cliente 186 | Instalación 176 | 16,00   | 16,00    | 100,0 %       
Cliente 187 | Instalación 29  | 7,00    | 7,00     | 100,0 %       
Cliente 188 | Instalación 80  | 15,00   | 15,00    | 100,0 %       
Cliente 189 | Instalación 197 | 7,00    | 7,00     | 100,0 %       
Cliente 190 | Instalación 129 | 12,00   | 12,00    | 100,0 %       
Cliente 191 | Instalación 24  | 15,00   | 15,00    | 100,0 %       
Cliente 192 | Instalación 138 | 8,00    | 8,00     | 100,0 %       
Cliente 193 | Instalación 244 | 17,00   | 17,00    | 100,0 %       
Cliente 194 | Instalación 15  | 15,00   | 15,00    | 100,0 %       
Cliente 195 | Instalación 208 | 17,00   | 17,00    | 100,0 %       
Cliente 196 | Instalación 203 | 20,00   | 20,00    | 100,0 %       
Cliente 197 | Instalación 9   | 18,00   | 18,00    | 100,0 %       
Cliente 198 | Instalación 178 | 9,00    | 9,00     | 100,0 %       
Cliente 199 | Instalación 175 | 20,00   | 20,00    | 100,0 %       
Cliente 200 | Instalación 216 | 12,00   | 12,00    | 100,0 %       
Cliente 201 | Instalación 93  | 8,00    | 8,00     | 100,0 %       
Cliente 202 | Instalación 30  | 20,00   | 20,00    | 100,0 %       
Cliente 203 | Instalación 139 | 14,00   | 14,00    | 100,0 %       
Cliente 204 | Instalación 216 | 12,00   | 12,00    | 100,0 %       
Cliente 205 | Instalación 111 | 9,00    | 9,00     | 100,0 %       
Cliente 206 | Instalación 215 | 20,00   | 20,00    | 100,0 %       
Cliente 207 | Instalación 169 | 19,00   | 19,00    | 100,0 %       
Cliente 208 | Instalación 109 | 15,00   | 15,00    | 100,0 %       
Cliente 209 | Instalación 54  | 15,00   | 3,00     | 20,0 %        
Cliente 209 | Instalación 205 | 15,00   | 5,00     | 33,3 %        
Cliente 209 | Instalación 216 | 15,00   | 7,00     | 46,7 %        
Cliente 210 | Instalación 161 | 6,00    | 6,00     | 100,0 %       
Cliente 211 | Instalación 195 | 17,00   | 17,00    | 100,0 %       
Cliente 212 | Instalación 54  | 17,00   | 17,00    | 100,0 %       
Cliente 213 | Instalación 81  | 16,00   | 16,00    | 100,0 %       
Cliente 214 | Instalación 209 | 12,00   | 12,00    | 100,0 %       
Cliente 215 | Instalación 7   | 9,00    | 5,00     | 55,6 %        
Cliente 215 | Instalación 101 | 9,00    | 4,00     | 44,4 %        
Cliente 216 | Instalación 153 | 13,00   | 13,00    | 100,0 %       
Cliente 217 | Instalación 202 | 9,00    | 9,00     | 100,0 %       
Cliente 218 | Instalación 104 | 17,00   | 17,00    | 100,0 %       
Cliente 219 | Instalación 197 | 14,00   | 14,00    | 100,0 %       
Cliente 220 | Instalación 146 | 12,00   | 12,00    | 100,0 %       
Cliente 221 | Instalación 204 | 14,00   | 14,00    | 100,0 %       
Cliente 222 | Instalación 81  | 8,00    | 1,00     | 12,5 %        
Cliente 222 | Instalación 192 | 8,00    | 7,00     | 87,5 %        
Cliente 223 | Instalación 222 | 12,00   | 12,00    | 100,0 %       
Cliente 224 | Instalación 66  | 5,00    | 5,00     | 100,0 %       
Cliente 225 | Instalación 227 | 12,00   | 12,00    | 100,0 %       
Cliente 226 | Instalación 179 | 10,00   | 10,00    | 100,0 %       
Cliente 227 | Instalación 191 | 9,00    | 9,00     | 100,0 %       
Cliente 228 | Instalación 93  | 8,00    | 8,00     | 100,0 %       
Cliente 229 | Instalación 138 | 18,00   | 18,00    | 100,0 %       
Cliente 230 | Instalación 66  | 20,00   | 20,00    | 100,0 %       
Cliente 231 | Instalación 34  | 12,00   | 12,00    | 100,0 %       
Cliente 232 | Instalación 207 | 13,00   | 13,00    | 100,0 %       
Cliente 233 | Instalación 167 | 10,00   | 10,00    | 100,0 %       
Cliente 234 | Instalación 137 | 10,00   | 10,00    | 100,0 %       
Cliente 235 | Instalación 101 | 7,00    | 7,00     | 100,0 %       
Cliente 236 | Instalación 9   | 17,00   | 17,00    | 100,0 %       
Cliente 237 | Instalación 129 | 14,00   | 14,00    | 100,0 %       
Cliente 238 | Instalación 34  | 11,00   | 11,00    | 100,0 %       
Cliente 239 | Instalación 78  | 8,00    | 8,00     | 100,0 %       
Cliente 240 | Instalación 163 | 5,00    | 5,00     | 100,0 %       
Cliente 241 | Instalación 163 | 11,00   | 11,00    | 100,0 %       
Cliente 242 | Instalación 25  | 19,00   | 19,00    | 100,0 %       
Cliente 243 | Instalación 29  | 6,00    | 6,00     | 100,0 %       
Cliente 244 | Instalación 57  | 18,00   | 18,00    | 100,0 %       
Cliente 245 | Instalación 37  | 19,00   | 19,00    | 100,0 %       
Cliente 246 | Instalación 49  | 12,00   | 12,00    | 100,0 %       
Cliente 247 | Instalación 136 | 14,00   | 14,00    | 100,0 %       
Cliente 248 | Instalación 54  | 19,00   | 19,00    | 100,0 %       
Cliente 249 | Instalación 3   | 11,00   | 11,00    | 100,0 %       
Cliente 250 | Instalación 163 | 13,00   | 13,00    | 100,0 %       
Cliente 251 | Instalación 234 | 11,00   | 11,00    | 100,0 %       
Cliente 252 | Instalación 146 | 18,00   | 16,00    | 88,9 %        
Cliente 252 | Instalación 167 | 18,00   | 2,00     | 11,1 %        
Cliente 253 | Instalación 49  | 19,00   | 14,00    | 73,7 %        
Cliente 253 | Instalación 138 | 19,00   | 5,00     | 26,3 %        
Cliente 254 | Instalación 197 | 9,00    | 9,00     | 100,0 %       
Cliente 255 | Instalación 76  | 10,00   | 10,00    | 100,0 %       
Cliente 256 | Instalación 79  | 10,00   | 10,00    | 100,0 %       
Cliente 257 | Instalación 54  | 7,00    | 7,00     | 100,0 %       
Cliente 258 | Instalación 129 | 20,00   | 5,00     | 25,0 %        
Cliente 258 | Instalación 207 | 20,00   | 15,00    | 75,0 %        
Cliente 259 | Instalación 35  | 19,00   | 1,00     | 5,3 %         
Cliente 259 | Instalación 50  | 19,00   | 18,00    | 94,7 %        
Cliente 260 | Instalación 114 | 5,00    | 5,00     | 100,0 %       
Cliente 261 | Instalación 156 | 19,00   | 19,00    | 100,0 %       
Cliente 262 | Instalación 37  | 12,00   | 12,00    | 100,0 %       
Cliente 263 | Instalación 175 | 9,00    | 9,00     | 100,0 %       
Cliente 264 | Instalación 209 | 20,00   | 20,00    | 100,0 %       
Cliente 265 | Instalación 163 | 14,00   | 14,00    | 100,0 %       
Cliente 266 | Instalación 197 | 15,00   | 10,00    | 66,7 %        
Cliente 266 | Instalación 236 | 15,00   | 5,00     | 33,3 %        
Cliente 267 | Instalación 163 | 10,00   | 10,00    | 100,0 %       
Cliente 268 | Instalación 178 | 15,00   | 15,00    | 100,0 %       
Cliente 269 | Instalación 68  | 18,00   | 18,00    | 100,0 %       
Cliente 270 | Instalación 94  | 14,00   | 14,00    | 100,0 %       
Cliente 271 | Instalación 176 | 20,00   | 7,00     | 35,0 %        
Cliente 271 | Instalación 195 | 20,00   | 13,00    | 65,0 %        
Cliente 272 | Instalación 137 | 19,00   | 11,00    | 57,9 %        
Cliente 272 | Instalación 188 | 19,00   | 8,00     | 42,1 %        
Cliente 273 | Instalación 49  | 19,00   | 19,00    | 100,0 %       
Cliente 274 | Instalación 99  | 16,00   | 16,00    | 100,0 %       
Cliente 275 | Instalación 146 | 10,00   | 10,00    | 100,0 %       
Cliente 276 | Instalación 236 | 8,00    | 8,00     | 100,0 %       
Cliente 277 | Instalación 57  | 17,00   | 15,00    | 88,2 %        
Cliente 277 | Instalación 209 | 17,00   | 2,00     | 11,8 %        
Cliente 278 | Instalación 130 | 5,00    | 5,00     | 100,0 %       
Cliente 279 | Instalación 191 | 19,00   | 19,00    | 100,0 %       
Cliente 280 | Instalación 166 | 14,00   | 14,00    | 100,0 %       
Cliente 281 | Instalación 35  | 10,00   | 10,00    | 100,0 %       
Cliente 282 | Instalación 34  | 6,00    | 6,00     | 100,0 %       
Cliente 283 | Instalación 201 | 19,00   | 19,00    | 100,0 %       
Cliente 284 | Instalación 244 | 7,00    | 7,00     | 100,0 %       
Cliente 285 | Instalación 178 | 12,00   | 12,00    | 100,0 %       
Cliente 286 | Instalación 80  | 17,00   | 12,00    | 70,6 %        
Cliente 286 | Instalación 129 | 17,00   | 5,00     | 29,4 %        
Cliente 287 | Instalación 181 | 14,00   | 14,00    | 100,0 %       
Cliente 288 | Instalación 133 | 12,00   | 12,00    | 100,0 %       
Cliente 289 | Instalación 37  | 9,00    | 9,00     | 100,0 %       
Cliente 290 | Instalación 35  | 6,00    | 6,00     | 100,0 %       
Cliente 291 | Instalación 57  | 20,00   | 20,00    | 100,0 %       
Cliente 292 | Instalación 166 | 18,00   | 18,00    | 100,0 %       
Cliente 293 | Instalación 215 | 14,00   | 14,00    | 100,0 %       
Cliente 294 | Instalación 37  | 9,00    | 9,00     | 100,0 %       
Cliente 295 | Instalación 94  | 13,00   | 13,00    | 100,0 %       
Cliente 296 | Instalación 195 | 6,00    | 6,00     | 100,0 %       
Cliente 297 | Instalación 244 | 7,00    | 7,00     | 100,0 %       
Cliente 298 | Instalación 139 | 8,00    | 8,00     | 100,0 %       
Cliente 299 | Instalación 233 | 14,00   | 14,00    | 100,0 %       
Cliente 300 | Instalación 233 | 19,00   | 19,00    | 100,0 %       
Cliente 301 | Instalación 25  | 10,00   | 10,00    | 100,0 %       
Cliente 302 | Instalación 37  | 13,00   | 1,00     | 7,7 %         
Cliente 302 | Instalación 109 | 13,00   | 12,00    | 92,3 %        
Cliente 303 | Instalación 45  | 5,00    | 5,00     | 100,0 %       
Cliente 304 | Instalación 16  | 11,00   | 11,00    | 100,0 %       
Cliente 305 | Instalación 176 | 17,00   | 17,00    | 100,0 %       
Cliente 306 | Instalación 227 | 19,00   | 19,00    | 100,0 %       
Cliente 307 | Instalación 114 | 9,00    | 9,00     | 100,0 %       
Cliente 308 | Instalación 143 | 8,00    | 8,00     | 100,0 %       
Cliente 309 | Instalación 69  | 8,00    | 3,00     | 37,5 %        
Cliente 309 | Instalación 233 | 8,00    | 5,00     | 62,5 %        
Cliente 310 | Instalación 54  | 13,00   | 13,00    | 100,0 %       
Cliente 311 | Instalación 136 | 15,00   | 15,00    | 100,0 %       
Cliente 312 | Instalación 15  | 17,00   | 17,00    | 100,0 %       
Cliente 313 | Instalación 249 | 13,00   | 13,00    | 100,0 %       
Cliente 314 | Instalación 248 | 12,00   | 12,00    | 100,0 %       
Cliente 315 | Instalación 114 | 17,00   | 5,00     | 29,4 %        
Cliente 315 | Instalación 215 | 17,00   | 12,00    | 70,6 %        
Cliente 316 | Instalación 236 | 15,00   | 15,00    | 100,0 %       
Cliente 317 | Instalación 163 | 6,00    | 6,00     | 100,0 %       
Cliente 318 | Instalación 35  | 14,00   | 14,00    | 100,0 %       
Cliente 319 | Instalación 76  | 7,00    | 7,00     | 100,0 %       
Cliente 320 | Instalación 114 | 14,00   | 2,00     | 14,3 %        
Cliente 320 | Instalación 235 | 14,00   | 12,00    | 85,7 %        
Cliente 321 | Instalación 204 | 8,00    | 8,00     | 100,0 %       
Cliente 322 | Instalación 237 | 19,00   | 19,00    | 100,0 %       
Cliente 323 | Instalación 12  | 6,00    | 6,00     | 100,0 %       
Cliente 324 | Instalación 195 | 6,00    | 6,00     | 100,0 %       
Cliente 325 | Instalación 146 | 7,00    | 7,00     | 100,0 %       
Cliente 326 | Instalación 166 | 20,00   | 20,00    | 100,0 %       
Cliente 327 | Instalación 54  | 11,00   | 2,00     | 18,2 %        
Cliente 327 | Instalación 68  | 11,00   | 9,00     | 81,8 %        
Cliente 328 | Instalación 165 | 17,00   | 17,00    | 100,0 %       
Cliente 329 | Instalación 195 | 20,00   | 20,00    | 100,0 %       
Cliente 330 | Instalación 81  | 16,00   | 16,00    | 100,0 %       
Cliente 331 | Instalación 237 | 11,00   | 11,00    | 100,0 %       
Cliente 332 | Instalación 26  | 19,00   | 19,00    | 100,0 %       
Cliente 333 | Instalación 161 | 17,00   | 17,00    | 100,0 %       
Cliente 334 | Instalación 124 | 8,00    | 3,00     | 37,5 %        
Cliente 334 | Instalación 139 | 8,00    | 5,00     | 62,5 %        
Cliente 335 | Instalación 120 | 6,00    | 6,00     | 100,0 %       
Cliente 336 | Instalación 3   | 19,00   | 11,00    | 57,9 %        
Cliente 336 | Instalación 195 | 19,00   | 8,00     | 42,1 %        
Cliente 337 | Instalación 137 | 15,00   | 7,00     | 46,7 %        
Cliente 337 | Instalación 188 | 15,00   | 8,00     | 53,3 %        
Cliente 338 | Instalación 124 | 13,00   | 4,00     | 30,8 %        
Cliente 338 | Instalación 249 | 13,00   | 9,00     | 69,2 %        
Cliente 339 | Instalación 81  | 16,00   | 10,00    | 62,5 %        
Cliente 339 | Instalación 208 | 16,00   | 6,00     | 37,5 %        
Cliente 340 | Instalación 94  | 11,00   | 11,00    | 100,0 %       
Cliente 341 | Instalación 93  | 20,00   | 2,00     | 10,0 %        
Cliente 341 | Instalación 234 | 20,00   | 18,00    | 90,0 %        
Cliente 342 | Instalación 54  | 15,00   | 15,00    | 100,0 %       
Cliente 343 | Instalación 101 | 16,00   | 3,00     | 18,8 %        
