
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
309 | 1250,00         | 100,00        
310 | 290,00          | 40,00         
311 | 580,00          | 50,00         
312 | 480,00          | 60,00         
313 | 740,00          | 80,00         
314 | 510,00          | 70,00         
315 | 720,00          | 60,00         
316 | 580,00          | 50,00         
317 | 830,00          | 80,00         
318 | 830,00          | 70,00         
319 | 940,00          | 80,00         
320 | 530,00          | 60,00         
321 | 600,00          | 60,00         
322 | 720,00          | 100,00        
323 | 770,00          | 70,00         
324 | 380,00          | 40,00         
325 | 1100,00         | 100,00        
326 | 270,00          | 30,00         
327 | 290,00          | 30,00         
328 | 790,00          | 70,00         
329 | 740,00          | 70,00         
330 | 420,00          | 40,00         
331 | 540,00          | 60,00         
332 | 520,00          | 70,00         
333 | 740,00          | 90,00         
334 | 240,00          | 30,00         
335 | 670,00          | 80,00         
336 | 320,00          | 30,00         
337 | 480,00          | 50,00         
338 | 500,00          | 60,00         
339 | 560,00          | 70,00         
340 | 490,00          | 50,00         
341 | 340,00          | 30,00         
342 | 340,00          | 40,00         
343 | 580,00          | 60,00         
344 | 360,00          | 50,00         
345 | 740,00          | 100,00        
346 | 670,00          | 70,00         
347 | 710,00          | 80,00         
348 | 1150,00         | 90,00         
349 | 910,00          | 90,00         
350 | 440,00          | 40,00         
351 | 240,00          | 30,00         
352 | 580,00          | 80,00         
353 | 900,00          | 70,00         
354 | 1000,00         | 80,00         
355 | 640,00          | 70,00         
356 | 600,00          | 60,00         
357 | 930,00          | 90,00         
358 | 360,00          | 40,00         
359 | 340,00          | 40,00         
360 | 400,00          | 50,00         
361 | 1030,00         | 100,00        
362 | 420,00          | 40,00         
363 | 320,00          | 30,00         
364 | 1010,00         | 80,00         
365 | 710,00          | 90,00         
366 | 620,00          | 50,00         
367 | 570,00          | 80,00         
368 | 890,00          | 90,00         
369 | 570,00          | 80,00         
370 | 470,00          | 40,00         
371 | 890,00          | 80,00         
372 | 450,00          | 60,00         
373 | 640,00          | 70,00         
374 | 1050,00         | 90,00         
375 | 1120,00         | 90,00         
376 | 510,00          | 70,00         
377 | 300,00          | 30,00         
378 | 430,00          | 40,00         
379 | 860,00          | 70,00         
380 | 730,00          | 70,00         
381 | 920,00          | 80,00         
382 | 880,00          | 70,00         
383 | 310,00          | 40,00         
384 | 310,00          | 30,00         
385 | 690,00          | 60,00         
386 | 870,00          | 100,00        
387 | 840,00          | 70,00         
388 | 480,00          | 40,00         
389 | 500,00          | 60,00         
390 | 480,00          | 50,00         
391 | 480,00          | 50,00         
392 | 340,00          | 30,00         
393 | 330,00          | 30,00         
394 | 290,00          | 40,00         
395 | 650,00          | 70,00         
396 | 470,00          | 60,00         
397 | 430,00          | 40,00         
398 | 740,00          | 70,00         
399 | 490,00          | 60,00         
400 | 1000,00         | 100,00        
401 | 230,00          | 30,00         
402 | 450,00          | 40,00         
403 | 240,00          | 30,00         
404 | 360,00          | 40,00         
405 | 220,00          | 30,00         
406 | 390,00          | 50,00         
407 | 630,00          | 70,00         
408 | 490,00          | 60,00         
409 | 630,00          | 80,00         
410 | 780,00          | 70,00         
411 | 810,00          | 100,00        
412 | 230,00          | 30,00         
413 | 390,00          | 40,00         
414 | 890,00          | 70,00         
415 | 620,00          | 60,00         
416 | 870,00          | 100,00        
417 | 860,00          | 90,00         
418 | 1050,00         | 90,00         
419 | 510,00          | 50,00         
420 | 770,00          | 90,00         
421 | 890,00          | 80,00         
422 | 310,00          | 30,00         
423 | 390,00          | 30,00         
424 | 400,00          | 50,00         
425 | 370,00          | 50,00         
426 | 280,00          | 30,00         
427 | 590,00          | 80,00         
428 | 650,00          | 50,00         
429 | 440,00          | 60,00         
430 | 460,00          | 50,00         
431 | 660,00          | 70,00         
432 | 630,00          | 50,00         
433 | 730,00          | 70,00         
434 | 580,00          | 70,00         
435 | 510,00          | 50,00         
436 | 810,00          | 80,00         
437 | 1010,00         | 100,00        
438 | 810,00          | 70,00         
439 | 860,00          | 80,00         
440 | 680,00          | 90,00         
441 | 880,00          | 70,00         
442 | 310,00          | 40,00         
443 | 1120,00         | 90,00         
444 | 730,00          | 100,00        
445 | 730,00          | 60,00         
446 | 550,00          | 70,00         
447 | 380,00          | 40,00         
448 | 970,00          | 90,00         
449 | 840,00          | 90,00         
450 | 1060,00         | 90,00         
451 | 430,00          | 50,00         
452 | 680,00          | 80,00         
453 | 330,00          | 30,00         
454 | 710,00          | 60,00         
455 | 500,00          | 60,00         
456 | 290,00          | 40,00         
457 | 710,00          | 70,00         
458 | 520,00          | 70,00         
459 | 1030,00         | 100,00        
460 | 640,00          | 60,00         
461 | 690,00          | 70,00         
462 | 710,00          | 100,00        
463 | 1020,00         | 80,00         
464 | 340,00          | 30,00         
465 | 590,00          | 70,00         
466 | 720,00          | 60,00         
467 | 910,00          | 100,00        
468 | 560,00          | 80,00         
469 | 470,00          | 60,00         
470 | 590,00          | 60,00         
471 | 390,00          | 40,00         
472 | 950,00          | 80,00         
473 | 980,00          | 100,00        
474 | 550,00          | 50,00         
475 | 530,00          | 70,00         
476 | 420,00          | 50,00         
477 | 640,00          | 50,00         
478 | 650,00          | 80,00         
479 | 490,00          | 70,00         
480 | 500,00          | 50,00         
481 | 610,00          | 70,00         
482 | 420,00          | 60,00         
483 | 590,00          | 70,00         
484 | 600,00          | 80,00         
485 | 810,00          | 100,00        
486 | 720,00          | 100,00        
487 | 1010,00         | 100,00        
488 | 310,00          | 40,00         
489 | 1110,00         | 90,00         
490 | 370,00          | 40,00         
491 | 570,00          | 70,00         
492 | 1210,00         | 100,00        
493 | 560,00          | 80,00         
494 | 380,00          | 40,00         
495 | 510,00          | 60,00         
496 | 430,00          | 50,00         
497 | 240,00          | 30,00         
498 | 770,00          | 70,00         
499 | 360,00          | 40,00         

Clientes (Customers)
ID   | Demanda (di) | Incompatibilidad
-----+--------------+-----------------
0    | 15,00        | -               
1    | 20,00        | -               
2    | 11,00        | -               
3    | 13,00        | -               
4    | 7,00         | -               
5    | 9,00         | -               
6    | 12,00        | -               
7    | 20,00        | -               
8    | 16,00        | -               
9    | 7,00         | -               
10   | 14,00        | -               
11   | 9,00         | -               
12   | 13,00        | -               
13   | 7,00         | -               
14   | 7,00         | -               
15   | 20,00        | -               
16   | 14,00        | -               
17   | 15,00        | -               
18   | 15,00        | -               
19   | 12,00        | -               
20   | 16,00        | -               
21   | 16,00        | -               
22   | 18,00        | -               
23   | 17,00        | -               
24   | 8,00         | -               
25   | 6,00         | -               
26   | 9,00         | -               
27   | 6,00         | -               
28   | 14,00        | -               
29   | 18,00        | -               
30   | 19,00        | -               
31   | 11,00        | -               
32   | 5,00         | -               
33   | 14,00        | -               
34   | 12,00        | -               
35   | 19,00        | -               
36   | 14,00        | -               
37   | 19,00        | -               
38   | 19,00        | -               
39   | 15,00        | -               
40   | 13,00        | -               
41   | 9,00         | -               
42   | 10,00        | -               
43   | 15,00        | -               
44   | 12,00        | -               
45   | 6,00         | -               
46   | 6,00         | -               
47   | 8,00         | -               
48   | 8,00         | -               
49   | 7,00         | -               
50   | 8,00         | -               
51   | 7,00         | -               
52   | 12,00        | -               
53   | 11,00        | -               
54   | 18,00        | -               
55   | 10,00        | -               
56   | 15,00        | -               
57   | 7,00         | -               
58   | 15,00        | -               
59   | 7,00         | -               
60   | 9,00         | -               
61   | 7,00         | -               
62   | 20,00        | -               
63   | 14,00        | -               
64   | 17,00        | -               
65   | 20,00        | -               
66   | 16,00        | -               
67   | 20,00        | -               
68   | 11,00        | -               
69   | 9,00         | -               
70   | 8,00         | -               
71   | 10,00        | -               
72   | 9,00         | -               
73   | 19,00        | -               
74   | 19,00        | -               
75   | 15,00        | -               
76   | 12,00        | -               
77   | 16,00        | -               
78   | 12,00        | -               
79   | 7,00         | -               
80   | 16,00        | -               
81   | 17,00        | -               
82   | 19,00        | -               
83   | 15,00        | -               
84   | 11,00        | -               
85   | 18,00        | -               
86   | 9,00         | -               
87   | 20,00        | -               
88   | 15,00        | -               
89   | 18,00        | -               
90   | 15,00        | -               
91   | 14,00        | -               
92   | 17,00        | -               
93   | 16,00        | -               
94   | 18,00        | -               
95   | 8,00         | -               
96   | 10,00        | -               
97   | 7,00         | -               
98   | 15,00        | -               
99   | 20,00        | -               
100  | 16,00        | -               
101  | 9,00         | -               
102  | 14,00        | -               
103  | 6,00         | -               
104  | 5,00         | -               
105  | 13,00        | -               
106  | 11,00        | -               
107  | 8,00         | -               
108  | 17,00        | -               
109  | 17,00        | -               
110  | 15,00        | -               
111  | 18,00        | -               
112  | 7,00         | -               
113  | 17,00        | -               
114  | 10,00        | -               
115  | 10,00        | -               
116  | 20,00        | -               
117  | 12,00        | -               
118  | 6,00         | -               
119  | 14,00        | -               
120  | 19,00        | -               
121  | 14,00        | -               
122  | 11,00        | -               
123  | 17,00        | -               
124  | 18,00        | -               
125  | 6,00         | -               
126  | 7,00         | -               
127  | 10,00        | -               
128  | 5,00         | -               
129  | 5,00         | -               
130  | 18,00        | -               
131  | 14,00        | -               
132  | 7,00         | -               
133  | 7,00         | -               
134  | 7,00         | -               
135  | 16,00        | -               
136  | 12,00        | -               
137  | 20,00        | -               
138  | 13,00        | -               
139  | 13,00        | -               
140  | 14,00        | -               
141  | 11,00        | -               
142  | 7,00         | -               
143  | 5,00         | -               
144  | 6,00         | -               
145  | 11,00        | -               
146  | 15,00        | -               
147  | 13,00        | -               
148  | 5,00         | -               
149  | 20,00        | -               
150  | 19,00        | -               
151  | 8,00         | -               
152  | 17,00        | -               
153  | 13,00        | -               
154  | 6,00         | -               
155  | 5,00         | -               
156  | 15,00        | -               
157  | 11,00        | -               
158  | 12,00        | -               
159  | 11,00        | -               
160  | 7,00         | -               
161  | 7,00         | -               
162  | 20,00        | -               
163  | 19,00        | -               
164  | 5,00         | -               
165  | 12,00        | -               
166  | 20,00        | -               
167  | 8,00         | -               
168  | 11,00        | -               
169  | 7,00         | -               
170  | 16,00        | -               
171  | 5,00         | -               
172  | 16,00        | -               
173  | 19,00        | -               
174  | 11,00        | -               
175  | 16,00        | -               
176  | 6,00         | -               
177  | 6,00         | -               
178  | 15,00        | -               
179  | 10,00        | -               
180  | 16,00        | -               
181  | 12,00        | -               
182  | 13,00        | -               
183  | 14,00        | -               
184  | 16,00        | -               
185  | 5,00         | -               
186  | 8,00         | -               
187  | 12,00        | -               
188  | 14,00        | -               
189  | 15,00        | -               
190  | 5,00         | -               
191  | 6,00         | -               
192  | 8,00         | -               
193  | 17,00        | -               
194  | 8,00         | -               
195  | 11,00        | -               
196  | 20,00        | -               
197  | 16,00        | -               
198  | 13,00        | -               
199  | 20,00        | -               
200  | 9,00         | -               
201  | 7,00         | -               
202  | 16,00        | -               
203  | 13,00        | -               
204  | 16,00        | -               
205  | 6,00         | -               
206  | 19,00        | -               
207  | 5,00         | -               
208  | 5,00         | -               
209  | 17,00        | -               
210  | 9,00         | -               
211  | 13,00        | -               
212  | 18,00        | -               
213  | 19,00        | -               
214  | 10,00        | -               
215  | 9,00         | -               
216  | 17,00        | -               
217  | 14,00        | -               
218  | 8,00         | -               
219  | 19,00        | -               
220  | 12,00        | -               
221  | 8,00         | -               
222  | 16,00        | -               
223  | 18,00        | -               
224  | 18,00        | -               
225  | 10,00        | -               
226  | 13,00        | -               
227  | 15,00        | -               
228  | 9,00         | -               
229  | 10,00        | -               
230  | 16,00        | -               
231  | 15,00        | -               
232  | 19,00        | -               
233  | 14,00        | -               
234  | 11,00        | -               
235  | 16,00        | -               
236  | 14,00        | -               
237  | 7,00         | -               
238  | 7,00         | -               
239  | 10,00        | -               
240  | 7,00         | -               
241  | 7,00         | -               
242  | 5,00         | -               
243  | 14,00        | -               
244  | 9,00         | -               
245  | 16,00        | -               
246  | 12,00        | -               
247  | 5,00         | -               
248  | 15,00        | -               
249  | 6,00         | -               
250  | 7,00         | -               
251  | 14,00        | -               
252  | 15,00        | -               
253  | 11,00        | -               
254  | 17,00        | -               
255  | 6,00         | -               
256  | 6,00         | -               
257  | 14,00        | -               
258  | 6,00         | -               
259  | 12,00        | -               
260  | 11,00        | -               
261  | 15,00        | -               
262  | 20,00        | -               
263  | 10,00        | -               
264  | 15,00        | -               
265  | 17,00        | -               
266  | 10,00        | -               
267  | 9,00         | -               
268  | 7,00         | -               
269  | 20,00        | -               
270  | 8,00         | -               
271  | 15,00        | -               
272  | 15,00        | -               
273  | 9,00         | -               
274  | 11,00        | -               
275  | 8,00         | -               
276  | 17,00        | -               
277  | 15,00        | -               
278  | 20,00        | -               
279  | 18,00        | -               
280  | 12,00        | -               
281  | 18,00        | -               
282  | 20,00        | -               
283  | 14,00        | -               
284  | 9,00         | -               
285  | 6,00         | -               
286  | 9,00         | -               
287  | 20,00        | -               
288  | 19,00        | -               
289  | 16,00        | -               
290  | 10,00        | -               
291  | 19,00        | -               
292  | 8,00         | -               
293  | 13,00        | -               
294  | 11,00        | -               
295  | 11,00        | -               
296  | 14,00        | -               
297  | 8,00         | -               
298  | 14,00        | -               
299  | 9,00         | -               
300  | 6,00         | -               
301  | 15,00        | -               
302  | 20,00        | -               
303  | 10,00        | -               
304  | 13,00        | -               
305  | 8,00         | -               
306  | 11,00        | -               
307  | 8,00         | -               
308  | 7,00         | -               
309  | 13,00        | -               
310  | 7,00         | -               
311  | 12,00        | -               
312  | 14,00        | -               
313  | 9,00         | -               
314  | 10,00        | -               
315  | 17,00        | -               
316  | 18,00        | -               
317  | 13,00        | -               
318  | 20,00        | -               
319  | 9,00         | -               
320  | 12,00        | -               
321  | 7,00         | -               
322  | 8,00         | -               
323  | 12,00        | -               
324  | 5,00         | -               
325  | 6,00         | -               
326  | 13,00        | -               
327  | 8,00         | -               
328  | 11,00        | -               
329  | 13,00        | -               
330  | 20,00        | -               
331  | 8,00         | -               
332  | 7,00         | -               
333  | 18,00        | -               
334  | 8,00         | -               
335  | 5,00         | -               
336  | 8,00         | -               
337  | 14,00        | -               
338  | 11,00        | -               
339  | 8,00         | -               
340  | 6,00         | -               
341  | 19,00        | -               
342  | 11,00        | -               
343  | 11,00        | -               
344  | 5,00         | -               
345  | 16,00        | -               
346  | 14,00        | -               
347  | 20,00        | -               
348  | 10,00        | -               
349  | 8,00         | -               
350  | 13,00        | -               
351  | 18,00        | -               
352  | 10,00        | -               
353  | 6,00         | -               
354  | 14,00        | -               
355  | 5,00         | -               
356  | 18,00        | -               
357  | 9,00         | -               
358  | 7,00         | -               
359  | 17,00        | -               
360  | 12,00        | -               
361  | 13,00        | -               
362  | 9,00         | -               
363  | 13,00        | -               
364  | 19,00        | -               
365  | 6,00         | -               
366  | 16,00        | -               
367  | 8,00         | -               
368  | 9,00         | -               
369  | 7,00         | -               
370  | 8,00         | -               
371  | 12,00        | -               
372  | 8,00         | -               
373  | 15,00        | -               
374  | 8,00         | -               
375  | 5,00         | -               
376  | 11,00        | -               
377  | 7,00         | -               
378  | 14,00        | -               
379  | 12,00        | -               
380  | 7,00         | -               
381  | 5,00         | -               
382  | 6,00         | -               
383  | 9,00         | -               
384  | 14,00        | -               
385  | 7,00         | -               
386  | 5,00         | -               
387  | 14,00        | -               
388  | 11,00        | -               
389  | 15,00        | -               
390  | 19,00        | -               
391  | 15,00        | -               
392  | 19,00        | -               
393  | 8,00         | -               
394  | 19,00        | -               
395  | 20,00        | -               
396  | 17,00        | -               
397  | 8,00         | -               
398  | 17,00        | -               
399  | 7,00         | -               
400  | 10,00        | -               
401  | 11,00        | -               
402  | 13,00        | -               
403  | 20,00        | -               
404  | 10,00        | -               
405  | 16,00        | -               
406  | 15,00        | -               
407  | 16,00        | -               
408  | 14,00        | -               
409  | 11,00        | -               
410  | 15,00        | -               
411  | 15,00        | -               
412  | 16,00        | -               
413  | 6,00         | -               
414  | 16,00        | -               
415  | 19,00        | -               
416  | 10,00        | -               
417  | 10,00        | -               
418  | 12,00        | -               
419  | 12,00        | -               
420  | 11,00        | -               
421  | 5,00         | -               
422  | 9,00         | -               
423  | 5,00         | -               
424  | 9,00         | -               
425  | 5,00         | -               
426  | 11,00        | -               
427  | 9,00         | -               
428  | 14,00        | -               
429  | 19,00        | -               
430  | 20,00        | -               
431  | 7,00         | -               
432  | 8,00         | -               
433  | 7,00         | -               
434  | 9,00         | -               
435  | 18,00        | -               
436  | 12,00        | -               
437  | 7,00         | -               
438  | 9,00         | -               
439  | 11,00        | -               
440  | 10,00        | -               
441  | 19,00        | -               
442  | 14,00        | -               
443  | 10,00        | -               
444  | 20,00        | -               
445  | 20,00        | -               
446  | 6,00         | -               
447  | 19,00        | -               
448  | 12,00        | -               
449  | 6,00         | -               
450  | 19,00        | -               
451  | 19,00        | -               
452  | 19,00        | -               
453  | 15,00        | -               
454  | 8,00         | -               
455  | 18,00        | -               
456  | 18,00        | -               
457  | 19,00        | -               
458  | 19,00        | -               
459  | 6,00         | -               
460  | 14,00        | -               
461  | 11,00        | -               
462  | 11,00        | -               
463  | 10,00        | -               
464  | 11,00        | -               
465  | 10,00        | -               
466  | 15,00        | -               
467  | 12,00        | -               
468  | 15,00        | -               
469  | 6,00         | -               
470  | 17,00        | -               
471  | 6,00         | -               
472  | 6,00         | -               
473  | 9,00         | -               
474  | 5,00         | -               
475  | 8,00         | -               
476  | 19,00        | -               
477  | 17,00        | -               
478  | 15,00        | -               
479  | 5,00         | -               
480  | 15,00        | -               
481  | 17,00        | -               
482  | 11,00        | -               
483  | 20,00        | -               
484  | 8,00         | -               
485  | 5,00         | -               
486  | 13,00        | -               
487  | 18,00        | -               
488  | 10,00        | -               
489  | 19,00        | -               
490  | 9,00         | -               
491  | 7,00         | -               
492  | 11,00        | -               
493  | 6,00         | -               
494  | 18,00        | -               
495  | 17,00        | -               
496  | 10,00        | -               
497  | 13,00        | -               
498  | 15,00        | -               
499  | 9,00         | -               
500  | 12,00        | -               
501  | 7,00         | -               
502  | 14,00        | -               
503  | 7,00         | -               
504  | 12,00        | -               
505  | 7,00         | -               
506  | 8,00         | -               
507  | 17,00        | -               
508  | 13,00        | -               
509  | 19,00        | -               
510  | 19,00        | -               
511  | 14,00        | -               
512  | 5,00         | -               
513  | 8,00         | -               
514  | 12,00        | -               
515  | 12,00        | -               
516  | 13,00        | -               
517  | 17,00        | -               
518  | 13,00        | -               
519  | 9,00         | -               
520  | 15,00        | -               
