
--- TABLA 6: VERIFICACIÓN DE RESTRICCIONES ---
Capacidad
Instalación     | Carga Total | Capacidad | Estado 
Instalación 99  | 0,00        | 80,00     | ✓OK    
Instalación 100 | 0,00        | 70,00     | ✓OK    
Instalación 101 | 0,00        | 100,00    | ✓OK    
Instalación 102 | 30,00       | 30,00     | ✓Límite
Instalación 103 | 78,00       | 80,00     | ✓OK    
Instalación 104 | 0,00        | 50,00     | ✓OK    
Instalación 105 | 62,00       | 70,00     | ✓OK    
Instalación 106 | 58,00       | 60,00     | ✓OK    
Instalación 107 | 48,00       | 50,00     | ✓OK    
Instalación 108 | 0,00        | 90,00     | ✓OK    
Instalación 109 | 70,00       | 70,00     | ✓Límite
Instalación 110 | 30,00       | 30,00     | ✓Límite
Instalación 111 | 0,00        | 80,00     | ✓OK    
Instalación 112 | 70,00       | 70,00     | ✓Límite
Instalación 113 | 90,00       | 90,00     | ✓Límite
Instalación 114 | 0,00        | 70,00     | ✓OK    
Instalación 115 | 100,00      | 100,00    | ✓Límite
Instalación 116 | 70,00       | 70,00     | ✓Límite
Instalación 117 | 50,00       | 50,00     | ✓Límite
Instalación 118 | 50,00       | 50,00     | ✓Límite
Instalación 119 | 35,00       | 70,00     | ✓OK    
Instalación 120 | 0,00        | 90,00     | ✓OK    
Instalación 121 | 0,00        | 40,00     | ✓OK    
Instalación 122 | 0,00        | 90,00     | ✓OK    
Instalación 123 | 0,00        | 30,00     | ✓OK    
Instalación 124 | 0,00        | 70,00     | ✓OK    
Instalación 125 | 50,00       | 50,00     | ✓Límite
Instalación 126 | 0,00        | 40,00     | ✓OK    
Instalación 127 | 0,00        | 80,00     | ✓OK    
Instalación 128 | 0,00        | 90,00     | ✓OK    
Instalación 129 | 0,00        | 30,00     | ✓OK    
Instalación 130 | 0,00        | 80,00     | ✓OK    
Instalación 131 | 80,00       | 80,00     | ✓Límite
Instalación 132 | 0,00        | 70,00     | ✓OK    
Instalación 133 | 60,00       | 60,00     | ✓Límite
Instalación 134 | 0,00        | 30,00     | ✓OK    
Instalación 135 | 39,00       | 40,00     | ✓OK    
Instalación 136 | 0,00        | 80,00     | ✓OK    
Instalación 137 | 30,00       | 30,00     | ✓Límite
Instalación 138 | 100,00      | 100,00    | ✓Límite
Instalación 139 | 0,00        | 70,00     | ✓OK    
Instalación 140 | 0,00        | 40,00     | ✓OK    
Instalación 141 | 0,00        | 90,00     | ✓OK    
Instalación 142 | 0,00        | 60,00     | ✓OK    
Instalación 143 | 100,00      | 100,00    | ✓Límite
Instalación 144 | 0,00        | 90,00     | ✓OK    
Instalación 145 | 0,00        | 50,00     | ✓OK    
Instalación 146 | 40,00       | 40,00     | ✓Límite
Instalación 147 | 70,00       | 70,00     | ✓Límite
Instalación 148 | 81,00       | 90,00     | ✓OK    
Instalación 149 | 0,00        | 30,00     | ✓OK    
Instalación 150 | 98,00       | 100,00    | ✓OK    
Instalación 151 | 79,00       | 80,00     | ✓OK    
Instalación 152 | 100,00      | 100,00    | ✓Límite
Instalación 153 | 0,00        | 70,00     | ✓OK    
Instalación 154 | 0,00        | 70,00     | ✓OK    
Instalación 155 | 30,00       | 30,00     | ✓Límite
Instalación 156 | 90,00       | 90,00     | ✓Límite
Instalación 157 | 40,00       | 40,00     | ✓Límite
Instalación 158 | 67,00       | 80,00     | ✓OK    
Instalación 159 | 60,00       | 60,00     | ✓Límite
Instalación 160 | 0,00        | 80,00     | ✓OK    
Instalación 161 | 0,00        | 60,00     | ✓OK    
Instalación 162 | 0,00        | 80,00     | ✓OK    
Instalación 163 | 0,00        | 40,00     | ✓OK    
Instalación 164 | 0,00        | 70,00     | ✓OK    
Instalación 165 | 0,00        | 90,00     | ✓OK    
Instalación 166 | 30,00       | 30,00     | ✓Límite
Instalación 167 | 99,00       | 100,00    | ✓OK    
Instalación 168 | 0,00        | 100,00    | ✓OK    
Instalación 169 | 70,00       | 70,00     | ✓Límite
Instalación 170 | 0,00        | 40,00     | ✓OK    
Instalación 171 | 56,00       | 60,00     | ✓OK    
Instalación 172 | 80,00       | 80,00     | ✓Límite
Instalación 173 | 0,00        | 60,00     | ✓OK    
Instalación 174 | 0,00        | 90,00     | ✓OK    
Instalación 175 | 0,00        | 60,00     | ✓OK    
Instalación 176 | 0,00        | 70,00     | ✓OK    
Instalación 177 | 50,00       | 50,00     | ✓Límite
Instalación 178 | 28,00       | 30,00     | ✓OK    
Instalación 179 | 0,00        | 90,00     | ✓OK    
Instalación 180 | 40,00       | 40,00     | ✓Límite
Instalación 181 | 50,00       | 50,00     | ✓Límite
Instalación 182 | 77,00       | 80,00     | ✓OK    
Instalación 183 | 0,00        | 30,00     | ✓OK    
Instalación 184 | 90,00       | 90,00     | ✓Límite
Instalación 185 | 99,00       | 100,00    | ✓OK    
Instalación 186 | 50,00       | 50,00     | ✓Límite
Instalación 187 | 50,00       | 50,00     | ✓Límite
Instalación 188 | 50,00       | 50,00     | ✓Límite
Instalación 189 | 99,00       | 100,00    | ✓OK    
Instalación 190 | 46,00       | 50,00     | ✓OK    
Instalación 191 | 60,00       | 60,00     | ✓Límite
Instalación 192 | 100,00      | 100,00    | ✓Límite
Instalación 193 | 0,00        | 100,00    | ✓OK    
Instalación 194 | 90,00       | 90,00     | ✓Límite
Instalación 195 | 0,00        | 100,00    | ✓OK    
Instalación 196 | 0,00        | 70,00     | ✓OK    
Instalación 197 | 30,00       | 30,00     | ✓Límite
Instalación 198 | 0,00        | 90,00     | ✓OK    
Instalación 199 | 0,00        | 80,00     | ✓OK    
Instalación 200 | 0,00        | 90,00     | ✓OK    
Instalación 201 | 0,00        | 90,00     | ✓OK    
Instalación 202 | 0,00        | 100,00    | ✓OK    
Instalación 203 | 0,00        | 80,00     | ✓OK    
Instalación 204 | 60,00       | 60,00     | ✓Límite
Instalación 205 | 0,00        | 80,00     | ✓OK    
Instalación 206 | 50,00       | 50,00     | ✓Límite
Instalación 207 | 0,00        | 90,00     | ✓OK    
Instalación 208 | 0,00        | 100,00    | ✓OK    
Instalación 209 | 0,00        | 90,00     | ✓OK    
Instalación 210 | 0,00        | 80,00     | ✓OK    
Instalación 211 | 80,00       | 80,00     | ✓Límite
Instalación 212 | 100,00      | 100,00    | ✓Límite
Instalación 213 | 30,00       | 30,00     | ✓Límite
Instalación 214 | 29,00       | 30,00     | ✓OK    
Instalación 215 | 0,00        | 60,00     | ✓OK    
Instalación 216 | 0,00        | 50,00     | ✓OK    
Instalación 217 | 38,00       | 40,00     | ✓OK    
Instalación 218 | 0,00        | 90,00     | ✓OK    
Instalación 219 | 0,00        | 60,00     | ✓OK    
Instalación 220 | 0,00        | 60,00     | ✓OK    
Instalación 221 | 65,00       | 70,00     | ✓OK    
Instalación 222 | 59,00       | 60,00     | ✓OK    
Instalación 223 | 100,00      | 100,00    | ✓Límite
Instalación 224 | 0,00        | 100,00    | ✓OK    
Instalación 225 | 29,00       | 30,00     | ✓OK    
Instalación 226 | 70,00       | 70,00     | ✓Límite
Instalación 227 | 0,00        | 90,00     | ✓OK    
Instalación 228 | 0,00        | 60,00     | ✓OK    
Instalación 229 | 0,00        | 50,00     | ✓OK    
Instalación 230 | 56,00       | 60,00     | ✓OK    
Instalación 231 | 39,00       | 40,00     | ✓OK    
Instalación 232 | 100,00      | 100,00    | ✓Límite
Instalación 233 | 87,00       | 90,00     | ✓OK    
Instalación 234 | 0,00        | 70,00     | ✓OK    
Instalación 235 | 0,00        | 40,00     | ✓OK    
Instalación 236 | 0,00        | 80,00     | ✓OK    
Instalación 237 | 90,00       | 90,00     | ✓Límite
Instalación 238 | 0,00        | 50,00     | ✓OK    
Instalación 239 | 0,00        | 70,00     | ✓OK    
Instalación 240 | 0,00        | 50,00     | ✓OK    
Instalación 241 | 60,00       | 60,00     | ✓Límite
Instalación 242 | 0,00        | 100,00    | ✓OK    
Instalación 243 | 0,00        | 30,00     | ✓OK    
Instalación 244 | 80,00       | 80,00     | ✓Límite
Instalación 245 | 50,00       | 50,00     | ✓Límite
Instalación 246 | 0,00        | 60,00     | ✓OK    
Instalación 247 | 0,00        | 40,00     | ✓OK    
Instalación 248 | 0,00        | 90,00     | ✓OK    
Instalación 249 | 0,00        | 30,00     | ✓OK    
Instalación 250 | 50,00       | 50,00     | ✓Límite
Instalación 251 | 79,00       | 80,00     | ✓OK    
Instalación 252 | 0,00        | 70,00     | ✓OK    
Instalación 253 | 0,00        | 30,00     | ✓OK    
Instalación 254 | 100,00      | 100,00    | ✓Límite
Instalación 255 | 70,00       | 70,00     | ✓Límite
Instalación 256 | 0,00        | 60,00     | ✓OK    
Instalación 257 | 60,00       | 60,00     | ✓Límite
Instalación 258 | 0,00        | 70,00     | ✓OK    
Instalación 259 | 60,00       | 60,00     | ✓Límite
Instalación 260 | 40,00       | 40,00     | ✓Límite
Instalación 261 | 50,00       | 50,00     | ✓Límite
Instalación 262 | 70,00       | 70,00     | ✓Límite
Instalación 263 | 0,00        | 50,00     | ✓OK    
Instalación 264 | 0,00        | 100,00    | ✓OK    
Instalación 265 | 0,00        | 90,00     | ✓OK    
Instalación 266 | 80,00       | 80,00     | ✓Límite
Instalación 267 | 70,00       | 70,00     | ✓Límite
Instalación 268 | 30,00       | 30,00     | ✓Límite
Instalación 269 | 16,00       | 30,00     | ✓OK    
Instalación 270 | 0,00        | 100,00    | ✓OK    
Instalación 271 | 0,00        | 70,00     | ✓OK    
Instalación 272 | 0,00        | 80,00     | ✓OK    
Instalación 273 | 0,00        | 80,00     | ✓OK    
Instalación 274 | 0,00        | 80,00     | ✓OK    
Instalación 275 | 40,00       | 40,00     | ✓Límite
Instalación 276 | 60,00       | 60,00     | ✓Límite
Instalación 277 | 0,00        | 40,00     | ✓OK    
Instalación 278 | 99,00       | 100,00    | ✓OK    
Instalación 279 | 84,00       | 100,00    | ✓OK    
Instalación 280 | 50,00       | 50,00     | ✓Límite
Instalación 281 | 0,00        | 50,00     | ✓OK    
Instalación 282 | 0,00        | 70,00     | ✓OK    
Instalación 283 | 0,00        | 40,00     | ✓OK    
Instalación 284 | 0,00        | 60,00     | ✓OK    
Instalación 285 | 30,00       | 30,00     | ✓Límite
Instalación 286 | 0,00        | 40,00     | ✓OK    
Instalación 287 | 50,00       | 50,00     | ✓Límite
Instalación 288 | 0,00        | 90,00     | ✓OK    
Instalación 289 | 30,00       | 30,00     | ✓Límite
Instalación 290 | 0,00        | 80,00     | ✓OK    
Instalación 291 | 0,00        | 60,00     | ✓OK    
Instalación 292 | 87,00       | 100,00    | ✓OK    
Instalación 293 | 16,00       | 30,00     | ✓OK    
Instalación 294 | 70,00       | 70,00     | ✓Límite
Instalación 295 | 58,00       | 60,00     | ✓OK    
Instalación 296 | 30,00       | 30,00     | ✓Límite
Instalación 297 | 50,00       | 50,00     | ✓Límite
Instalación 298 | 0,00        | 80,00     | ✓OK    
Instalación 299 | 0,00        | 70,00     | ✓OK    
Instalación 300 | 80,00       | 100,00    | ✓OK    
Instalación 301 | 50,00       | 50,00     | ✓Límite
Instalación 302 | 80,00       | 80,00     | ✓Límite
Instalación 303 | 0,00        | 50,00     | ✓OK    
Instalación 304 | 89,00       | 100,00    | ✓OK    
Instalación 305 | 0,00        | 50,00     | ✓OK    
Instalación 306 | 54,00       | 60,00     | ✓OK    
Instalación 307 | 0,00        | 40,00     | ✓OK    
Instalación 308 | 40,00       | 40,00     | ✓Límite
Instalación 309 | 0,00        | 100,00    | ✓OK    
Instalación 310 | 40,00       | 40,00     | ✓Límite
Instalación 311 | 45,00       | 50,00     | ✓OK    
Instalación 312 | 60,00       | 60,00     | ✓Límite
Instalación 313 | 0,00        | 80,00     | ✓OK    
Instalación 314 | 69,00       | 70,00     | ✓OK    
Instalación 315 | 0,00        | 60,00     | ✓OK    
Instalación 316 | 0,00        | 50,00     | ✓OK    
Instalación 317 | 0,00        | 80,00     | ✓OK    
Instalación 318 | 0,00        | 70,00     | ✓OK    
Instalación 319 | 0,00        | 80,00     | ✓OK    
Instalación 320 | 0,00        | 60,00     | ✓OK    
Instalación 321 | 0,00        | 60,00     | ✓OK    
Instalación 322 | 0,00        | 100,00    | ✓OK    
Instalación 323 | 0,00        | 70,00     | ✓OK    
Instalación 324 | 0,00        | 40,00     | ✓OK    
Instalación 325 | 0,00        | 100,00    | ✓OK    
Instalación 326 | 30,00       | 30,00     | ✓Límite
Instalación 327 | 30,00       | 30,00     | ✓Límite
Instalación 328 | 0,00        | 70,00     | ✓OK    
Instalación 329 | 0,00        | 70,00     | ✓OK    
Instalación 330 | 0,00        | 40,00     | ✓OK    
Instalación 331 | 0,00        | 60,00     | ✓OK    
Instalación 332 | 70,00       | 70,00     | ✓Límite
Instalación 333 | 0,00        | 90,00     | ✓OK    
Instalación 334 | 30,00       | 30,00     | ✓Límite
Instalación 335 | 80,00       | 80,00     | ✓Límite
Instalación 336 | 0,00        | 30,00     | ✓OK    
Instalación 337 | 0,00        | 50,00     | ✓OK    
Instalación 338 | 60,00       | 60,00     | ✓Límite
Instalación 339 | 67,00       | 70,00     | ✓OK    
Instalación 340 | 46,00       | 50,00     | ✓OK    
Instalación 341 | 0,00        | 30,00     | ✓OK    
Instalación 342 | 35,00       | 40,00     | ✓OK    
Instalación 343 | 60,00       | 60,00     | ✓Límite
Instalación 344 | 44,00       | 50,00     | ✓OK    
Instalación 345 | 0,00        | 100,00    | ✓OK    
Instalación 346 | 0,00        | 70,00     | ✓OK    
Instalación 347 | 80,00       | 80,00     | ✓Límite
Instalación 348 | 0,00        | 90,00     | ✓OK    
Instalación 349 | 0,00        | 90,00     | ✓OK    
Instalación 350 | 0,00        | 40,00     | ✓OK    
Instalación 351 | 30,00       | 30,00     | ✓Límite
Instalación 352 | 0,00        | 80,00     | ✓OK    
Instalación 353 | 0,00        | 70,00     | ✓OK    
Instalación 354 | 0,00        | 80,00     | ✓OK    
Instalación 355 | 69,00       | 70,00     | ✓OK    
Instalación 356 | 59,00       | 60,00     | ✓OK    
Instalación 357 | 0,00        | 90,00     | ✓OK    
Instalación 358 | 40,00       | 40,00     | ✓Límite
Instalación 359 | 40,00       | 40,00     | ✓Límite
Instalación 360 | 50,00       | 50,00     | ✓Límite
Instalación 361 | 99,00       | 100,00    | ✓OK    
Instalación 362 | 0,00        | 40,00     | ✓OK    
Instalación 363 | 30,00       | 30,00     | ✓Límite
Instalación 364 | 80,00       | 80,00     | ✓Límite
Instalación 365 | 90,00       | 90,00     | ✓Límite
Instalación 366 | 0,00        | 50,00     | ✓OK    
Instalación 367 | 63,00       | 80,00     | ✓OK    
Instalación 368 | 90,00       | 90,00     | ✓Límite
Instalación 369 | 80,00       | 80,00     | ✓Límite
Instalación 370 | 0,00        | 40,00     | ✓OK    
Instalación 371 | 0,00        | 80,00     | ✓OK    
Instalación 372 | 60,00       | 60,00     | ✓Límite
Instalación 373 | 0,00        | 70,00     | ✓OK    
Instalación 374 | 0,00        | 90,00     | ✓OK    
Instalación 375 | 0,00        | 90,00     | ✓OK    
Instalación 376 | 70,00       | 70,00     | ✓Límite
Instalación 377 | 0,00        | 30,00     | ✓OK    
Instalación 378 | 0,00        | 40,00     | ✓OK    
Instalación 379 | 0,00        | 70,00     | ✓OK    
Instalación 380 | 0,00        | 70,00     | ✓OK    
Instalación 381 | 0,00        | 80,00     | ✓OK    
Instalación 382 | 0,00        | 70,00     | ✓OK    
Instalación 383 | 40,00       | 40,00     | ✓Límite
Instalación 384 | 0,00        | 30,00     | ✓OK    
Instalación 385 | 0,00        | 60,00     | ✓OK    
Instalación 386 | 0,00        | 100,00    | ✓OK    
Instalación 387 | 0,00        | 70,00     | ✓OK    
Instalación 388 | 31,00       | 40,00     | ✓OK    
Instalación 389 | 56,00       | 60,00     | ✓OK    
Instalación 390 | 50,00       | 50,00     | ✓Límite
Instalación 391 | 50,00       | 50,00     | ✓Límite
Instalación 392 | 0,00        | 30,00     | ✓OK    
Instalación 393 | 0,00        | 30,00     | ✓OK    
Instalación 394 | 33,00       | 40,00     | ✓OK    
Instalación 395 | 70,00       | 70,00     | ✓Límite
Instalación 396 | 60,00       | 60,00     | ✓Límite
Instalación 397 | 40,00       | 40,00     | ✓Límite
Instalación 398 | 0,00        | 70,00     | ✓OK    
Instalación 399 | 57,00       | 60,00     | ✓OK    
Instalación 400 | 100,00      | 100,00    | ✓Límite
Instalación 401 | 30,00       | 30,00     | ✓Límite
Instalación 402 | 0,00        | 40,00     | ✓OK    
Instalación 403 | 30,00       | 30,00     | ✓Límite
Instalación 404 | 0,00        | 40,00     | ✓OK    
Instalación 405 | 22,00       | 30,00     | ✓OK    
Instalación 406 | 50,00       | 50,00     | ✓Límite
Instalación 407 | 70,00       | 70,00     | ✓Límite
Instalación 408 | 59,00       | 60,00     | ✓OK    
Instalación 409 | 80,00       | 80,00     | ✓Límite
Instalación 410 | 0,00        | 70,00     | ✓OK    
Instalación 411 | 98,00       | 100,00    | ✓OK    
Instalación 412 | 30,00       | 30,00     | ✓Límite
Instalación 413 | 40,00       | 40,00     | ✓Límite
Instalación 414 | 0,00        | 70,00     | ✓OK    
Instalación 415 | 60,00       | 60,00     | ✓Límite
Instalación 416 | 52,00       | 100,00    | ✓OK    
Instalación 417 | 89,00       | 90,00     | ✓OK    
Instalación 418 | 0,00        | 90,00     | ✓OK    
Instalación 419 | 0,00        | 50,00     | ✓OK    
Instalación 420 | 76,00       | 90,00     | ✓OK    
Instalación 421 | 0,00        | 80,00     | ✓OK    
Instalación 422 | 30,00       | 30,00     | ✓Límite
Instalación 423 | 0,00        | 30,00     | ✓OK    
Instalación 424 | 50,00       | 50,00     | ✓Límite
Instalación 425 | 50,00       | 50,00     | ✓Límite
Instalación 426 | 30,00       | 30,00     | ✓Límite
Instalación 427 | 80,00       | 80,00     | ✓Límite
Instalación 428 | 0,00        | 50,00     | ✓OK    
Instalación 429 | 60,00       | 60,00     | ✓Límite
Instalación 430 | 49,00       | 50,00     | ✓OK    
Instalación 431 | 0,00        | 70,00     | ✓OK    
Instalación 432 | 0,00        | 50,00     | ✓OK    
Instalación 433 | 68,00       | 70,00     | ✓OK    
Instalación 434 | 0,00        | 70,00     | ✓OK    
Instalación 435 | 0,00        | 50,00     | ✓OK    
Instalación 436 | 71,00       | 80,00     | ✓OK    
Instalación 437 | 0,00        | 100,00    | ✓OK    
Instalación 438 | 0,00        | 70,00     | ✓OK    
Instalación 439 | 0,00        | 80,00     | ✓OK    
Instalación 440 | 90,00       | 90,00     | ✓Límite
Instalación 441 | 70,00       | 70,00     | ✓Límite
Instalación 442 | 36,00       | 40,00     | ✓OK    
Instalación 443 | 0,00        | 90,00     | ✓OK    
Instalación 444 | 94,00       | 100,00    | ✓OK    
Instalación 445 | 0,00        | 60,00     | ✓OK    
Instalación 446 | 0,00        | 70,00     | ✓OK    
Instalación 447 | 0,00        | 40,00     | ✓OK    
Instalación 448 | 0,00        | 90,00     | ✓OK    
Instalación 449 | 0,00        | 90,00     | ✓OK    
Instalación 450 | 80,00       | 90,00     | ✓OK    
Instalación 451 | 47,00       | 50,00     | ✓OK    
Instalación 452 | 80,00       | 80,00     | ✓Límite
Instalación 453 | 30,00       | 30,00     | ✓Límite
Instalación 454 | 0,00        | 60,00     | ✓OK    
Instalación 455 | 60,00       | 60,00     | ✓Límite
Instalación 456 | 40,00       | 40,00     | ✓Límite
Instalación 457 | 70,00       | 70,00     | ✓Límite
Instalación 458 | 53,00       | 70,00     | ✓OK    
Instalación 459 | 0,00        | 100,00    | ✓OK    
Instalación 460 | 60,00       | 60,00     | ✓Límite
Instalación 461 | 58,00       | 70,00     | ✓OK    
Instalación 462 | 91,00       | 100,00    | ✓OK    
Instalación 463 | 0,00        | 80,00     | ✓OK    
Instalación 464 | 30,00       | 30,00     | ✓Límite
Instalación 465 | 70,00       | 70,00     | ✓Límite
Instalación 466 | 0,00        | 60,00     | ✓OK    
Instalación 467 | 0,00        | 100,00    | ✓OK    
Instalación 468 | 80,00       | 80,00     | ✓Límite
Instalación 469 | 0,00        | 60,00     | ✓OK    
Instalación 470 | 0,00        | 60,00     | ✓OK    
Instalación 471 | 0,00        | 40,00     | ✓OK    
Instalación 472 | 0,00        | 80,00     | ✓OK    
Instalación 473 | 100,00      | 100,00    | ✓Límite
Instalación 474 | 44,00       | 50,00     | ✓OK    
Instalación 475 | 64,00       | 70,00     | ✓OK    
Instalación 476 | 50,00       | 50,00     | ✓Límite
Instalación 477 | 0,00        | 50,00     | ✓OK    
Instalación 478 | 74,00       | 80,00     | ✓OK    
Instalación 479 | 70,00       | 70,00     | ✓Límite
Instalación 480 | 47,00       | 50,00     | ✓OK    
Instalación 481 | 0,00        | 70,00     | ✓OK    
Instalación 482 | 57,00       | 60,00     | ✓OK    
Instalación 483 | 70,00       | 70,00     | ✓Límite
Instalación 484 | 62,00       | 80,00     | ✓OK    
Instalación 485 | 88,00       | 100,00    | ✓OK    
Instalación 486 | 83,00       | 100,00    | ✓OK    
Instalación 487 | 0,00        | 100,00    | ✓OK    
Instalación 488 | 40,00       | 40,00     | ✓Límite
Instalación 489 | 0,00        | 90,00     | ✓OK    
Instalación 490 | 40,00       | 40,00     | ✓Límite
Instalación 491 | 70,00       | 70,00     | ✓Límite
Instalación 492 | 0,00        | 100,00    | ✓OK    
Instalación 493 | 54,00       | 80,00     | ✓OK    
Instalación 494 | 0,00        | 40,00     | ✓OK    
Instalación 495 | 58,00       | 60,00     | ✓OK    
Instalación 496 | 50,00       | 50,00     | ✓Límite
Instalación 497 | 30,00       | 30,00     | ✓Límite
Instalación 498 | 70,00       | 70,00     | ✓Límite
Instalación 499 | 40,00       | 40,00     | ✓Límite

Incompatibilidades
Par incompatible | Estado
-----------------+-------
-                | ✓OK   
