
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente      | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 65   | Instalación 131 | 20,00   | 20,00    | 100,0 %       
Cliente 66   | Instalación 408 | 16,00   | 16,00    | 100,0 %       
Cliente 67   | Instalación 296 | 20,00   | 17,00    | 85,0 %        
Cliente 67   | Instalación 450 | 20,00   | 3,00     | 15,0 %        
Cliente 68   | Instalación 150 | 11,00   | 11,00    | 100,0 %       
Cliente 69   | Instalación 66  | 9,00    | 9,00     | 100,0 %       
Cliente 70   | Instalación 232 | 8,00    | 8,00     | 100,0 %       
Cliente 71   | Instalación 460 | 10,00   | 10,00    | 100,0 %       
Cliente 72   | Instalación 498 | 9,00    | 9,00     | 100,0 %       
Cliente 73   | Instalación 186 | 19,00   | 19,00    | 100,0 %       
Cliente 74   | Instalación 327 | 19,00   | 19,00    | 100,0 %       
Cliente 75   | Instalación 150 | 15,00   | 15,00    | 100,0 %       
Cliente 76   | Instalación 266 | 12,00   | 12,00    | 100,0 %       
Cliente 77   | Instalación 81  | 16,00   | 16,00    | 100,0 %       
Cliente 78   | Instalación 287 | 12,00   | 12,00    | 100,0 %       
Cliente 79   | Instalación 16  | 7,00    | 7,00     | 100,0 %       
Cliente 80   | Instalación 211 | 16,00   | 16,00    | 100,0 %       
Cliente 81   | Instalación 226 | 17,00   | 17,00    | 100,0 %       
Cliente 82   | Instalación 473 | 19,00   | 19,00    | 100,0 %       
Cliente 83   | Instalación 292 | 15,00   | 15,00    | 100,0 %       
Cliente 84   | Instalación 389 | 11,00   | 11,00    | 100,0 %       
Cliente 85   | Instalación 156 | 18,00   | 18,00    | 100,0 %       
Cliente 86   | Instalación 230 | 9,00    | 9,00     | 100,0 %       
Cliente 87   | Instalación 376 | 20,00   | 20,00    | 100,0 %       
Cliente 88   | Instalación 187 | 15,00   | 15,00    | 100,0 %       
Cliente 89   | Instalación 413 | 18,00   | 18,00    | 100,0 %       
Cliente 90   | Instalación 465 | 15,00   | 15,00    | 100,0 %       
Cliente 91   | Instalación 306 | 14,00   | 14,00    | 100,0 %       
Cliente 92   | Instalación 355 | 17,00   | 17,00    | 100,0 %       
Cliente 93   | Instalación 427 | 16,00   | 16,00    | 100,0 %       
Cliente 94   | Instalación 285 | 18,00   | 1,00     | 5,6 %         
Cliente 94   | Instalación 430 | 18,00   | 17,00    | 94,4 %        
Cliente 95   | Instalación 484 | 8,00    | 8,00     | 100,0 %       
Cliente 96   | Instalación 159 | 10,00   | 10,00    | 100,0 %       
Cliente 97   | Instalación 237 | 7,00    | 1,00     | 14,3 %        
Cliente 97   | Instalación 426 | 7,00    | 6,00     | 85,7 %        
Cliente 98   | Instalación 397 | 15,00   | 15,00    | 100,0 %       
Cliente 99   | Instalación 181 | 20,00   | 1,00     | 5,0 %         
Cliente 99   | Instalación 495 | 20,00   | 19,00    | 95,0 %        
Cliente 100  | Instalación 461 | 16,00   | 16,00    | 100,0 %       
Cliente 101  | Instalación 73  | 9,00    | 9,00     | 100,0 %       
Cliente 102  | Instalación 47  | 14,00   | 14,00    | 100,0 %       
Cliente 103  | Instalación 314 | 6,00    | 6,00     | 100,0 %       
Cliente 104  | Instalación 76  | 5,00    | 5,00     | 100,0 %       
Cliente 105  | Instalación 20  | 13,00   | 5,00     | 38,5 %        
Cliente 105  | Instalación 116 | 13,00   | 3,00     | 23,1 %        
Cliente 105  | Instalación 245 | 13,00   | 1,00     | 7,7 %         
Cliente 105  | Instalación 276 | 13,00   | 2,00     | 15,4 %        
Cliente 105  | Instalación 473 | 13,00   | 2,00     | 15,4 %        
Cliente 106  | Instalación 190 | 11,00   | 11,00    | 100,0 %       
Cliente 107  | Instalación 45  | 8,00    | 5,00     | 62,5 %        
Cliente 107  | Instalación 268 | 8,00    | 3,00     | 37,5 %        
Cliente 108  | Instalación 187 | 17,00   | 17,00    | 100,0 %       
Cliente 109  | Instalación 232 | 17,00   | 15,00    | 88,2 %        
Cliente 109  | Instalación 456 | 17,00   | 2,00     | 11,8 %        
Cliente 110  | Instalación 468 | 15,00   | 15,00    | 100,0 %       
Cliente 111  | Instalación 11  | 18,00   | 10,00    | 55,6 %        
Cliente 111  | Instalación 34  | 18,00   | 4,00     | 22,2 %        
Cliente 111  | Instalación 490 | 18,00   | 4,00     | 22,2 %        
Cliente 112  | Instalación 225 | 7,00    | 7,00     | 100,0 %       
Cliente 113  | Instalación 106 | 17,00   | 17,00    | 100,0 %       
Cliente 114  | Instalación 11  | 10,00   | 10,00    | 100,0 %       
Cliente 115  | Instalación 394 | 10,00   | 10,00    | 100,0 %       
Cliente 116  | Instalación 189 | 20,00   | 20,00    | 100,0 %       
Cliente 117  | Instalación 464 | 12,00   | 12,00    | 100,0 %       
Cliente 118  | Instalación 191 | 6,00    | 6,00     | 100,0 %       
Cliente 119  | Instalación 359 | 14,00   | 14,00    | 100,0 %       
Cliente 120  | Instalación 192 | 19,00   | 19,00    | 100,0 %       
Cliente 121  | Instalación 433 | 14,00   | 14,00    | 100,0 %       
Cliente 122  | Instalación 213 | 11,00   | 11,00    | 100,0 %       
Cliente 123  | Instalación 340 | 17,00   | 17,00    | 100,0 %       
Cliente 124  | Instalación 280 | 18,00   | 18,00    | 100,0 %       
Cliente 125  | Instalación 495 | 6,00    | 6,00     | 100,0 %       
Cliente 126  | Instalación 262 | 7,00    | 7,00     | 100,0 %       
Cliente 127  | Instalación 76  | 10,00   | 10,00    | 100,0 %       
Cliente 128  | Instalación 34  | 5,00    | 5,00     | 100,0 %       
Cliente 129  | Instalación 156 | 5,00    | 5,00     | 100,0 %       
Cliente 130  | Instalación 147 | 18,00   | 18,00    | 100,0 %       
Cliente 131  | Instalación 343 | 14,00   | 14,00    | 100,0 %       
Cliente 132  | Instalación 11  | 7,00    | 4,00     | 57,1 %        
Cliente 132  | Instalación 301 | 7,00    | 3,00     | 42,9 %        
Cliente 133  | Instalación 460 | 7,00    | 7,00     | 100,0 %       
Cliente 134  | Instalación 347 | 7,00    | 7,00     | 100,0 %       
Cliente 135  | Instalación 12  | 16,00   | 16,00    | 100,0 %       
Cliente 136  | Instalación 424 | 12,00   | 12,00    | 100,0 %       
Cliente 137  | Instalación 15  | 20,00   | 20,00    | 100,0 %       
Cliente 138  | Instalación 450 | 13,00   | 13,00    | 100,0 %       
Cliente 139  | Instalación 401 | 13,00   | 13,00    | 100,0 %       
Cliente 140  | Instalación 113 | 14,00   | 3,00     | 21,4 %        
Cliente 140  | Instalación 147 | 14,00   | 11,00    | 78,6 %        
Cliente 141  | Instalación 171 | 11,00   | 11,00    | 100,0 %       
Cliente 142  | Instalación 146 | 7,00    | 7,00     | 100,0 %       
Cliente 143  | Instalación 395 | 5,00    | 5,00     | 100,0 %       
Cliente 144  | Instalación 64  | 6,00    | 6,00     | 100,0 %       
Cliente 145  | Instalación 406 | 11,00   | 11,00    | 100,0 %       
Cliente 146  | Instalación 6   | 15,00   | 15,00    | 100,0 %       
Cliente 147  | Instalación 302 | 13,00   | 13,00    | 100,0 %       
Cliente 148  | Instalación 496 | 5,00    | 5,00     | 100,0 %       
Cliente 149  | Instalación 262 | 20,00   | 20,00    | 100,0 %       
Cliente 150  | Instalación 498 | 19,00   | 19,00    | 100,0 %       
Cliente 151  | Instalación 15  | 8,00    | 8,00     | 100,0 %       
Cliente 152  | Instalación 56  | 17,00   | 17,00    | 100,0 %       
Cliente 153  | Instalación 367 | 13,00   | 13,00    | 100,0 %       
Cliente 154  | Instalación 342 | 6,00    | 6,00     | 100,0 %       
Cliente 155  | Instalación 151 | 5,00    | 5,00     | 100,0 %       
Cliente 156  | Instalación 292 | 15,00   | 15,00    | 100,0 %       
Cliente 157  | Instalación 15  | 11,00   | 5,00     | 45,5 %        
Cliente 157  | Instalación 18  | 11,00   | 2,00     | 18,2 %        
Cliente 157  | Instalación 29  | 11,00   | 2,00     | 18,2 %        
Cliente 157  | Instalación 359 | 11,00   | 2,00     | 18,2 %        
Cliente 158  | Instalación 395 | 12,00   | 7,00     | 58,3 %        
Cliente 158  | Instalación 403 | 12,00   | 5,00     | 41,7 %        
Cliente 159  | Instalación 23  | 11,00   | 11,00    | 100,0 %       
Cliente 160  | Instalación 440 | 7,00    | 7,00     | 100,0 %       
Cliente 161  | Instalación 15  | 7,00    | 7,00     | 100,0 %       
Cliente 162  | Instalación 156 | 20,00   | 20,00    | 100,0 %       
Cliente 163  | Instalación 233 | 19,00   | 3,00     | 15,8 %        
Cliente 163  | Instalación 297 | 19,00   | 16,00    | 84,2 %        
Cliente 164  | Instalación 254 | 5,00    | 1,00     | 20,0 %        
Cliente 164  | Instalación 278 | 5,00    | 4,00     | 80,0 %        
Cliente 165  | Instalación 416 | 12,00   | 12,00    | 100,0 %       
Cliente 166  | Instalación 493 | 20,00   | 20,00    | 100,0 %       
Cliente 167  | Instalación 186 | 8,00    | 8,00     | 100,0 %       
Cliente 168  | Instalación 182 | 11,00   | 11,00    | 100,0 %       
Cliente 169  | Instalación 15  | 7,00    | 7,00     | 100,0 %       
Cliente 170  | Instalación 301 | 16,00   | 16,00    | 100,0 %       
Cliente 171  | Instalación 390 | 5,00    | 4,00     | 80,0 %        
Cliente 171  | Instalación 415 | 5,00    | 1,00     | 20,0 %        
Cliente 172  | Instalación 57  | 16,00   | 16,00    | 100,0 %       
Cliente 173  | Instalación 172 | 19,00   | 19,00    | 100,0 %       
Cliente 174  | Instalación 339 | 11,00   | 11,00    | 100,0 %       
Cliente 175  | Instalación 172 | 16,00   | 16,00    | 100,0 %       
Cliente 176  | Instalación 109 | 6,00    | 6,00     | 100,0 %       
Cliente 177  | Instalación 159 | 6,00    | 6,00     | 100,0 %       
Cliente 178  | Instalación 131 | 15,00   | 15,00    | 100,0 %       
Cliente 179  | Instalación 212 | 10,00   | 10,00    | 100,0 %       
Cliente 180  | Instalación 181 | 16,00   | 16,00    | 100,0 %       
Cliente 181  | Instalación 399 | 12,00   | 12,00    | 100,0 %       
Cliente 182  | Instalación 77  | 13,00   | 13,00    | 100,0 %       
Cliente 183  | Instalación 391 | 14,00   | 14,00    | 100,0 %       
Cliente 184  | Instalación 112 | 16,00   | 9,00     | 56,3 %        
Cliente 184  | Instalación 261 | 16,00   | 3,00     | 18,8 %        
Cliente 184  | Instalación 269 | 16,00   | 4,00     | 25,0 %        
Cliente 185  | Instalación 191 | 5,00    | 5,00     | 100,0 %       
Cliente 186  | Instalación 29  | 8,00    | 8,00     | 100,0 %       
Cliente 187  | Instalación 416 | 12,00   | 12,00    | 100,0 %       
Cliente 188  | Instalación 206 | 14,00   | 11,00    | 78,6 %        
Cliente 188  | Instalación 214 | 14,00   | 1,00     | 7,1 %         
Cliente 188  | Instalación 413 | 14,00   | 2,00     | 14,3 %        
Cliente 189  | Instalación 10  | 15,00   | 15,00    | 100,0 %       
Cliente 190  | Instalación 462 | 5,00    | 5,00     | 100,0 %       
Cliente 191  | Instalación 260 | 6,00    | 6,00     | 100,0 %       
Cliente 192  | Instalación 110 | 8,00    | 8,00     | 100,0 %       
Cliente 193  | Instalación 45  | 17,00   | 17,00    | 100,0 %       
Cliente 194  | Instalación 118 | 8,00    | 8,00     | 100,0 %       
Cliente 195  | Instalación 77  | 11,00   | 11,00    | 100,0 %       
Cliente 196  | Instalación 399 | 20,00   | 20,00    | 100,0 %       
Cliente 197  | Instalación 254 | 16,00   | 16,00    | 100,0 %       
Cliente 198  | Instalación 279 | 13,00   | 13,00    | 100,0 %       
Cliente 199  | Instalación 415 | 20,00   | 20,00    | 100,0 %       
Cliente 200  | Instalación 468 | 9,00    | 9,00     | 100,0 %       
Cliente 201  | Instalación 185 | 7,00    | 7,00     | 100,0 %       
Cliente 202  | Instalación 390 | 16,00   | 16,00    | 100,0 %       
Cliente 203  | Instalación 455 | 13,00   | 13,00    | 100,0 %       
Cliente 204  | Instalación 462 | 16,00   | 16,00    | 100,0 %       
Cliente 205  | Instalación 22  | 6,00    | 6,00     | 100,0 %       
Cliente 206  | Instalación 460 | 19,00   | 19,00    | 100,0 %       
Cliente 207  | Instalación 388 | 5,00    | 5,00     | 100,0 %       
Cliente 208  | Instalación 29  | 5,00    | 5,00     | 100,0 %       
Cliente 209  | Instalación 425 | 17,00   | 17,00    | 100,0 %       
Cliente 210  | Instalación 369 | 9,00    | 9,00     | 100,0 %       
Cliente 211  | Instalación 400 | 13,00   | 13,00    | 100,0 %       
Cliente 212  | Instalación 231 | 18,00   | 16,00    | 88,9 %        
Cliente 212  | Instalación 339 | 18,00   | 2,00     | 11,1 %        
Cliente 213  | Instalación 117 | 19,00   | 19,00    | 100,0 %       
Cliente 214  | Instalación 233 | 10,00   | 4,00     | 40,0 %        
Cliente 214  | Instalación 326 | 10,00   | 6,00     | 60,0 %        
Cliente 215  | Instalación 396 | 9,00    | 9,00     | 100,0 %       
Cliente 216  | Instalación 152 | 17,00   | 17,00    | 100,0 %       
Cliente 217  | Instalación 57  | 14,00   | 14,00    | 100,0 %       
Cliente 218  | Instalación 347 | 8,00    | 8,00     | 100,0 %       
Cliente 219  | Instalación 81  | 19,00   | 19,00    | 100,0 %       
Cliente 220  | Instalación 417 | 12,00   | 12,00    | 100,0 %       
Cliente 221  | Instalación 250 | 8,00    | 8,00     | 100,0 %       
Cliente 222  | Instalación 254 | 16,00   | 16,00    | 100,0 %       
Cliente 223  | Instalación 11  | 18,00   | 11,00    | 61,1 %        
Cliente 223  | Instalación 476 | 18,00   | 7,00     | 38,9 %        
Cliente 224  | Instalación 259 | 18,00   | 18,00    | 100,0 %       
Cliente 225  | Instalación 368 | 10,00   | 10,00    | 100,0 %       
Cliente 226  | Instalación 115 | 13,00   | 13,00    | 100,0 %       
Cliente 227  | Instalación 169 | 15,00   | 4,00     | 26,7 %        
Cliente 227  | Instalación 457 | 15,00   | 11,00    | 73,3 %        
Cliente 228  | Instalación 314 | 9,00    | 9,00     | 100,0 %       
Cliente 229  | Instalación 0   | 10,00   | 4,00     | 40,0 %        
Cliente 229  | Instalación 11  | 10,00   | 6,00     | 60,0 %        
Cliente 230  | Instalación 20  | 16,00   | 16,00    | 100,0 %       
Cliente 231  | Instalación 411 | 15,00   | 15,00    | 100,0 %       
Cliente 232  | Instalación 251 | 19,00   | 4,00     | 21,1 %        
Cliente 232  | Instalación 347 | 19,00   | 15,00    | 78,9 %        
Cliente 233  | Instalación 143 | 14,00   | 2,00     | 14,3 %        
Cliente 233  | Instalación 458 | 14,00   | 12,00    | 85,7 %        
Cliente 234  | Instalación 33  | 11,00   | 3,00     | 27,3 %        
Cliente 234  | Instalación 297 | 11,00   | 8,00     | 72,7 %        
Cliente 235  | Instalación 389 | 16,00   | 16,00    | 100,0 %       
Cliente 236  | Instalación 364 | 14,00   | 14,00    | 100,0 %       
Cliente 237  | Instalación 367 | 7,00    | 7,00     | 100,0 %       
Cliente 238  | Instalación 20  | 7,00    | 7,00     | 100,0 %       
Cliente 239  | Instalación 143 | 10,00   | 8,00     | 80,0 %        
Cliente 239  | Instalación 458 | 10,00   | 2,00     | 20,0 %        
Cliente 240  | Instalación 159 | 7,00    | 7,00     | 100,0 %       
Cliente 241  | Instalación 69  | 7,00    | 5,00     | 71,4 %        
Cliente 241  | Instalación 133 | 7,00    | 2,00     | 28,6 %        
Cliente 242  | Instalación 394 | 5,00    | 5,00     | 100,0 %       
Cliente 243  | Instalación 221 | 14,00   | 14,00    | 100,0 %       
Cliente 244  | Instalación 416 | 9,00    | 9,00     | 100,0 %       
Cliente 245  | Instalación 158 | 16,00   | 16,00    | 100,0 %       
Cliente 246  | Instalación 83  | 12,00   | 12,00    | 100,0 %       
Cliente 247  | Instalación 452 | 5,00    | 5,00     | 100,0 %       
Cliente 248  | Instalación 396 | 15,00   | 15,00    | 100,0 %       
Cliente 249  | Instalación 15  | 6,00    | 6,00     | 100,0 %       
Cliente 250  | Instalación 367 | 7,00    | 7,00     | 100,0 %       
Cliente 251  | Instalación 191 | 14,00   | 14,00    | 100,0 %       
Cliente 252  | Instalación 158 | 15,00   | 15,00    | 100,0 %       
Cliente 253  | Instalación 485 | 11,00   | 11,00    | 100,0 %       
Cliente 254  | Instalación 441 | 17,00   | 17,00    | 100,0 %       
Cliente 255  | Instalación 66  | 6,00    | 6,00     | 100,0 %       
Cliente 256  | Instalación 400 | 6,00    | 6,00     | 100,0 %       
Cliente 257  | Instalación 52  | 14,00   | 14,00    | 100,0 %       
Cliente 258  | Instalación 182 | 6,00    | 6,00     | 100,0 %       
Cliente 259  | Instalación 150 | 12,00   | 12,00    | 100,0 %       
Cliente 260  | Instalación 36  | 11,00   | 6,00     | 54,5 %        
Cliente 260  | Instalación 388 | 11,00   | 5,00     | 45,5 %        
Cliente 261  | Instalación 131 | 15,00   | 1,00     | 6,7 %         
Cliente 261  | Instalación 310 | 15,00   | 10,00    | 66,7 %        
Cliente 261  | Instalación 460 | 15,00   | 4,00     | 26,7 %        
Cliente 262  | Instalación 192 | 20,00   | 20,00    | 100,0 %       
Cliente 263  | Instalación 76  | 10,00   | 10,00    | 100,0 %       
Cliente 264  | Instalación 155 | 15,00   | 1,00     | 6,7 %         
Cliente 264  | Instalación 483 | 15,00   | 14,00    | 93,3 %        
Cliente 265  | Instalación 47  | 17,00   | 17,00    | 100,0 %       
Cliente 266  | Instalación 184 | 10,00   | 10,00    | 100,0 %       
Cliente 267  | Instalación 429 | 9,00    | 9,00     | 100,0 %       
Cliente 268  | Instalación 150 | 7,00    | 7,00     | 100,0 %       
Cliente 269  | Instalación 361 | 20,00   | 20,00    | 100,0 %       
Cliente 270  | Instalación 452 | 8,00    | 8,00     | 100,0 %       
Cliente 271  | Instalación 95  | 15,00   | 15,00    | 100,0 %       
Cliente 272  | Instalación 158 | 15,00   | 15,00    | 100,0 %       
Cliente 273  | Instalación 367 | 9,00    | 8,00     | 88,9 %        
Cliente 273  | Instalación 407 | 9,00    | 1,00     | 11,1 %        
Cliente 274  | Instalación 47  | 11,00   | 11,00    | 100,0 %       
Cliente 275  | Instalación 260 | 8,00    | 8,00     | 100,0 %       
Cliente 276  | Instalación 138 | 17,00   | 17,00    | 100,0 %       
Cliente 277  | Instalación 34  | 15,00   | 15,00    | 100,0 %       
Cliente 278  | Instalación 226 | 20,00   | 20,00    | 100,0 %       
Cliente 279  | Instalación 335 | 18,00   | 18,00    | 100,0 %       
Cliente 280  | Instalación 451 | 12,00   | 12,00    | 100,0 %       
Cliente 281  | Instalación 294 | 18,00   | 18,00    | 100,0 %       
Cliente 282  | Instalación 233 | 20,00   | 20,00    | 100,0 %       
Cliente 283  | Instalación 276 | 14,00   | 14,00    | 100,0 %       
Cliente 284  | Instalación 225 | 9,00    | 5,00     | 55,6 %        
Cliente 284  | Instalación 483 | 9,00    | 4,00     | 44,4 %        
Cliente 285  | Instalación 167 | 6,00    | 6,00     | 100,0 %       
Cliente 286  | Instalación 42  | 9,00    | 9,00     | 100,0 %       
Cliente 287  | Instalación 167 | 20,00   | 20,00    | 100,0 %       
Cliente 288  | Instalación 244 | 19,00   | 19,00    | 100,0 %       
Cliente 289  | Instalación 46  | 16,00   | 16,00    | 100,0 %       
Cliente 290  | Instalación 499 | 10,00   | 10,00    | 100,0 %       
Cliente 291  | Instalación 408 | 19,00   | 19,00    | 100,0 %       
Cliente 292  | Instalación 69  | 8,00    | 8,00     | 100,0 %       
Cliente 293  | Instalación 440 | 13,00   | 13,00    | 100,0 %       
Cliente 294  | Instalación 83  | 11,00   | 11,00    | 100,0 %       
Cliente 295  | Instalación 112 | 11,00   | 11,00    | 100,0 %       
Cliente 296  | Instalación 89  | 14,00   | 4,00     | 28,6 %        
Cliente 296  | Instalación 278 | 14,00   | 10,00    | 71,4 %        
Cliente 297  | Instalación 498 | 8,00    | 8,00     | 100,0 %       
Cliente 298  | Instalación 6   | 14,00   | 12,00    | 85,7 %        
Cliente 298  | Instalación 401 | 14,00   | 2,00     | 14,3 %        
Cliente 299  | Instalación 407 | 9,00    | 9,00     | 100,0 %       
Cliente 300  | Instalación 251 | 6,00    | 6,00     | 100,0 %       
Cliente 301  | Instalación 150 | 15,00   | 15,00    | 100,0 %       
Cliente 302  | Instalación 297 | 20,00   | 20,00    | 100,0 %       
Cliente 303  | Instalación 46  | 10,00   | 10,00    | 100,0 %       
Cliente 304  | Instalación 480 | 13,00   | 13,00    | 100,0 %       
Cliente 305  | Instalación 56  | 8,00    | 8,00     | 100,0 %       
Cliente 306  | Instalación 23  | 11,00   | 3,00     | 27,3 %        
Cliente 306  | Instalación 462 | 11,00   | 8,00     | 72,7 %        
Cliente 307  | Instalación 473 | 8,00    | 8,00     | 100,0 %       
Cliente 308  | Instalación 77  | 7,00    | 7,00     | 100,0 %       
Cliente 309  | Instalación 407 | 13,00   | 13,00    | 100,0 %       
Cliente 310  | Instalación 184 | 7,00    | 7,00     | 100,0 %       
Cliente 311  | Instalación 226 | 12,00   | 12,00    | 100,0 %       
Cliente 312  | Instalación 34  | 14,00   | 14,00    | 100,0 %       
Cliente 313  | Instalación 364 | 9,00    | 9,00     | 100,0 %       
Cliente 314  | Instalación 88  | 10,00   | 10,00    | 100,0 %       
Cliente 315  | Instalación 42  | 17,00   | 17,00    | 100,0 %       
Cliente 316  | Instalación 334 | 18,00   | 18,00    | 100,0 %       
Cliente 317  | Instalación 257 | 13,00   | 13,00    | 100,0 %       
Cliente 318  | Instalación 233 | 20,00   | 20,00    | 100,0 %       
Cliente 319  | Instalación 475 | 9,00    | 9,00     | 100,0 %       
Cliente 320  | Instalación 499 | 12,00   | 12,00    | 100,0 %       
Cliente 321  | Instalación 115 | 7,00    | 7,00     | 100,0 %       
Cliente 322  | Instalación 39  | 8,00    | 8,00     | 100,0 %       
Cliente 323  | Instalación 225 | 12,00   | 12,00    | 100,0 %       
Cliente 324  | Instalación 138 | 5,00    | 5,00     | 100,0 %       
Cliente 325  | Instalación 105 | 6,00    | 1,00     | 16,7 %        
Cliente 325  | Instalación 464 | 6,00    | 5,00     | 83,3 %        
Cliente 326  | Instalación 109 | 13,00   | 13,00    | 100,0 %       
Cliente 327  | Instalación 304 | 8,00    | 8,00     | 100,0 %       
Cliente 328  | Instalación 57  | 11,00   | 11,00    | 100,0 %       
Cliente 329  | Instalación 420 | 13,00   | 13,00    | 100,0 %       
Cliente 330  | Instalación 310 | 20,00   | 20,00    | 100,0 %       
Cliente 331  | Instalación 223 | 8,00    | 8,00     | 100,0 %       
Cliente 332  | Instalación 81  | 7,00    | 7,00     | 100,0 %       
Cliente 333  | Instalación 358 | 18,00   | 2,00     | 11,1 %        
Cliente 333  | Instalación 372 | 18,00   | 16,00    | 88,9 %        
Cliente 334  | Instalación 304 | 8,00    | 8,00     | 100,0 %       
Cliente 335  | Instalación 88  | 5,00    | 5,00     | 100,0 %       
