
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente     | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 47  | Instalación 150 | 20,00        | 1,00               | 20,00   
Cliente 48  | Instalación 150 | 18,00        | 4,00               | 72,00   
Cliente 49  | Instalación 169 | 17,00        | 5,00               | 85,00   
Cliente 50  | Instalación 277 | 15,00        | 7,00               | 105,00  
Cliente 51  | Instalación 240 | 20,00        | 4,00               | 80,00   
Cliente 52  | Instalación 135 | 12,00        | 8,00               | 96,00   
Cliente 53  | Instalación 259 | 11,00        | 2,00               | 22,00   
Cliente 54  | Instalación 92  | 19,00        | 6,00               | 114,00  
Cliente 55  | Instalación 258 | 19,00        | 8,00               | 152,00  
Cliente 56  | Instalación 46  | 10,00        | 6,00               | 60,00   
Cliente 57  | Instalación 136 | 11,00        | 6,00               | 66,00   
Cliente 58  | Instalación 57  | 8,00         | 2,00               | 16,00   
Cliente 59  | Instalación 235 | 6,00         | 5,00               | 30,00   
Cliente 60  | Instalación 191 | 20,00        | 2,00               | 40,00   
Cliente 61  | Instalación 101 | 8,00         | 8,00               | 64,00   
Cliente 62  | Instalación 241 | 10,00        | 3,00               | 30,00   
Cliente 63  | Instalación 40  | 18,00        | 0,00               | 0,00    
Cliente 64  | Instalación 142 | 19,00        | 2,00               | 38,00   
Cliente 65  | Instalación 149 | 18,00        | 5,00               | 90,00   
Cliente 66  | Instalación 110 | 20,00        | 4,00               | 80,00   
Cliente 67  | Instalación 294 | 15,00        | 6,00               | 90,00   
Cliente 68  | Instalación 92  | 11,00        | 6,00               | 66,00   
Cliente 69  | Instalación 241 | 15,00        | 6,00               | 90,00   
Cliente 70  | Instalación 59  | 10,00        | 3,00               | 30,00   
Cliente 71  | Instalación 273 | 6,00         | 5,00               | 30,00   
Cliente 72  | Instalación 86  | 7,00         | 2,00               | 14,00   
Cliente 73  | Instalación 87  | 16,00        | 4,00               | 64,00   
Cliente 74  | Instalación 156 | 12,00        | 5,00               | 60,00   
Cliente 75  | Instalación 81  | 12,00        | 4,00               | 48,00   
Cliente 76  | Instalación 231 | 16,00        | 4,00               | 64,00   
Cliente 77  | Instalación 51  | 13,00        | 9,00               | 117,00  
Cliente 78  | Instalación 172 | 6,00         | 3,00               | 18,00   
Cliente 79  | Instalación 6   | 15,00        | 3,00               | 45,00   
Cliente 80  | Instalación 83  | 8,00         | 0,00               | 0,00    
Cliente 81  | Instalación 241 | 11,00        | 6,00               | 66,00   
Cliente 82  | Instalación 264 | 9,00         | 6,00               | 54,00   
Cliente 83  | Instalación 90  | 20,00        | 0,00               | 0,00    
Cliente 84  | Instalación 132 | 19,00        | 6,00               | 114,00  
Cliente 85  | Instalación 222 | 17,00        | 1,00               | 17,00   
Cliente 86  | Instalación 235 | 6,00         | 11,00              | 66,00   
Cliente 87  | Instalación 150 | 5,00         | 2,00               | 10,00   
Cliente 88  | Instalación 92  | 9,00         | 1,00               | 9,00    
Cliente 89  | Instalación 222 | 18,00        | 3,00               | 54,00   
Cliente 90  | Instalación 87  | 20,00        | 3,00               | 60,00   
Cliente 91  | Instalación 228 | 12,00        | 3,00               | 36,00   
Cliente 92  | Instalación 3   | 13,00        | 2,00               | 26,00   
Cliente 93  | Instalación 228 | 14,00        | 1,00               | 14,00   
Cliente 94  | Instalación 258 | 6,00         | 5,00               | 30,00   
Cliente 95  | Instalación 242 | 6,00         | 6,00               | 36,00   
Cliente 96  | Instalación 162 | 11,00        | 2,00               | 22,00   
Cliente 97  | Instalación 65  | 13,00        | 4,00               | 52,00   
Cliente 98  | Instalación 151 | 14,00        | 1,00               | 14,00   
Cliente 99  | Instalación 219 | 15,00        | 5,00               | 75,00   
Cliente 100 | Instalación 130 | 9,00         | 1,00               | 9,00    
Cliente 101 | Instalación 59  | 1,00         | 7,00               | 7,00    
Cliente 101 | Instalación 90  | 5,00         | 8,00               | 40,00   
Cliente 102 | Instalación 25  | 6,00         | 1,00               | 6,00    
Cliente 103 | Instalación 181 | 9,00         | 8,00               | 72,00   
Cliente 104 | Instalación 179 | 19,00        | 4,00               | 76,00   
Cliente 105 | Instalación 265 | 14,00        | 5,00               | 70,00   
Cliente 106 | Instalación 222 | 12,00        | 3,00               | 36,00   
Cliente 107 | Instalación 198 | 14,00        | 4,00               | 56,00   
Cliente 108 | Instalación 129 | 15,00        | 6,00               | 90,00   
Cliente 109 | Instalación 15  | 15,00        | 8,00               | 120,00  
Cliente 110 | Instalación 207 | 9,00         | 5,00               | 45,00   
Cliente 111 | Instalación 147 | 12,00        | 3,00               | 36,00   
Cliente 112 | Instalación 59  | 18,00        | 3,00               | 54,00   
Cliente 113 | Instalación 41  | 1,00         | 4,00               | 4,00    
Cliente 113 | Instalación 43  | 17,00        | 9,00               | 153,00  
Cliente 114 | Instalación 142 | 16,00        | 2,00               | 32,00   
Cliente 115 | Instalación 222 | 18,00        | 5,00               | 90,00   
Cliente 116 | Instalación 38  | 5,00         | 11,00              | 55,00   
Cliente 116 | Instalación 158 | 12,00        | 3,00               | 36,00   
Cliente 117 | Instalación 43  | 12,00        | 3,00               | 36,00   
Cliente 118 | Instalación 158 | 6,00         | 2,00               | 12,00   
Cliente 119 | Instalación 90  | 15,00        | 4,00               | 60,00   
Cliente 120 | Instalación 142 | 20,00        | 2,00               | 40,00   
Cliente 121 | Instalación 1   | 13,00        | 4,00               | 52,00   
Cliente 122 | Instalación 72  | 1,00         | 4,00               | 4,00    
Cliente 122 | Instalación 241 | 7,00         | 4,00               | 28,00   
Cliente 123 | Instalación 188 | 10,00        | 3,00               | 30,00   
Cliente 124 | Instalación 41  | 11,00        | 6,00               | 66,00   
Cliente 125 | Instalación 158 | 12,00        | 4,00               | 48,00   
Cliente 126 | Instalación 231 | 7,00         | 2,00               | 14,00   
Cliente 127 | Instalación 222 | 12,00        | 4,00               | 48,00   
Cliente 128 | Instalación 130 | 11,00        | 5,00               | 55,00   
Cliente 129 | Instalación 248 | 19,00        | 5,00               | 95,00   
Cliente 130 | Instalación 299 | 9,00         | 5,00               | 45,00   
Cliente 131 | Instalación 147 | 6,00         | 9,00               | 54,00   
Cliente 131 | Instalación 224 | 9,00         | 3,00               | 27,00   
Cliente 132 | Instalación 144 | 6,00         | 4,00               | 24,00   
Cliente 133 | Instalación 15  | 13,00        | 9,00               | 117,00  
Cliente 134 | Instalación 248 | 6,00         | 1,00               | 6,00    
Cliente 135 | Instalación 261 | 6,00         | 6,00               | 36,00   
Cliente 136 | Instalación 179 | 5,00         | 11,00              | 55,00   
Cliente 137 | Instalación 88  | 6,00         | 4,00               | 24,00   
Cliente 138 | Instalación 218 | 11,00        | 4,00               | 44,00   
Cliente 139 | Instalación 38  | 14,00        | 7,00               | 98,00   
Cliente 140 | Instalación 51  | 5,00         | 0,00               | 0,00    
Cliente 141 | Instalación 266 | 13,00        | 5,00               | 65,00   
Cliente 142 | Instalación 264 | 8,00         | 4,00               | 32,00   
Cliente 143 | Instalación 142 | 5,00         | 4,00               | 20,00   
Cliente 144 | Instalación 81  | 16,00        | 3,00               | 48,00   
Cliente 145 | Instalación 118 | 5,00         | 6,00               | 30,00   
Cliente 146 | Instalación 286 | 19,00        | 2,00               | 38,00   
Cliente 147 | Instalación 13  | 13,00        | 8,00               | 104,00  
Cliente 148 | Instalación 39  | 9,00         | 2,00               | 18,00   
Cliente 149 | Instalación 170 | 18,00        | 3,00               | 54,00   
Cliente 150 | Instalación 294 | 15,00        | 1,00               | 15,00   
Cliente 151 | Instalación 78  | 8,00         | 3,00               | 24,00   
Cliente 152 | Instalación 45  | 8,00         | 4,00               | 32,00   
Cliente 153 | Instalación 197 | 14,00        | 0,00               | 0,00    
Cliente 154 | Instalación 118 | 14,00        | 6,00               | 84,00   
Cliente 155 | Instalación 277 | 8,00         | 7,00               | 56,00   
Cliente 156 | Instalación 299 | 16,00        | 3,00               | 48,00   
Cliente 157 | Instalación 245 | 12,00        | 7,00               | 84,00   
Cliente 158 | Instalación 276 | 12,00        | 6,00               | 72,00   
Cliente 159 | Instalación 82  | 11,00        | 6,00               | 66,00   
Cliente 160 | Instalación 39  | 20,00        | 1,00               | 20,00   
Cliente 161 | Instalación 186 | 7,00         | 9,00               | 63,00   
Cliente 162 | Instalación 197 | 7,00         | 8,00               | 56,00   
Cliente 163 | Instalación 143 | 5,00         | 6,00               | 30,00   
Cliente 164 | Instalación 151 | 6,00         | 4,00               | 24,00   
Cliente 165 | Instalación 238 | 13,00        | 9,00               | 117,00  
Cliente 166 | Instalación 252 | 9,00         | 4,00               | 36,00   
Cliente 167 | Instalación 31  | 13,00        | 1,00               | 13,00   
Cliente 168 | Instalación 272 | 13,00        | 8,00               | 104,00  
Cliente 169 | Instalación 245 | 16,00        | 6,00               | 96,00   
Cliente 170 | Instalación 46  | 18,00        | 2,00               | 36,00   
Cliente 171 | Instalación 72  | 15,00        | 5,00               | 75,00   
Cliente 172 | Instalación 25  | 14,00        | 7,00               | 98,00   
Cliente 173 | Instalación 285 | 14,00        | 6,00               | 84,00   
Cliente 174 | Instalación 3   | 7,00         | 1,00               | 7,00    
Cliente 175 | Instalación 51  | 8,00         | 3,00               | 24,00   
Cliente 176 | Instalación 294 | 17,00        | 5,00               | 85,00   
Cliente 177 | Instalación 181 | 8,00         | 6,00               | 48,00   
Cliente 178 | Instalación 191 | 12,00        | 9,00               | 108,00  
Cliente 179 | Instalación 130 | 11,00        | 3,00               | 33,00   
Cliente 180 | Instalación 53  | 11,00        | 7,00               | 77,00   
Cliente 181 | Instalación 162 | 6,00         | 4,00               | 24,00   
Cliente 182 | Instalación 258 | 8,00         | 6,00               | 48,00   
Cliente 183 | Instalación 35  | 9,00         | 5,00               | 45,00   
Cliente 184 | Instalación 231 | 18,00        | 8,00               | 144,00  
Cliente 184 | Instalación 242 | 1,00         | 7,00               | 7,00    
Cliente 185 | Instalación 231 | 5,00         | 7,00               | 35,00   
Cliente 186 | Instalación 191 | 14,00        | 2,00               | 28,00   
Cliente 187 | Instalación 54  | 12,00        | 4,00               | 48,00   
Cliente 188 | Instalación 41  | 19,00        | 5,00               | 95,00   
Cliente 189 | Instalación 114 | 12,00        | 2,00               | 24,00   
Cliente 190 | Instalación 256 | 20,00        | 5,00               | 100,00  
Cliente 191 | Instalación 28  | 6,00         | 4,00               | 24,00   
Cliente 192 | Instalación 46  | 20,00        | 1,00               | 20,00   
Cliente 193 | Instalación 273 | 14,00        | 8,00               | 112,00  
Cliente 194 | Instalación 232 | 9,00         | 1,00               | 9,00    
Cliente 195 | Instalación 173 | 15,00        | 13,00              | 195,00  
Cliente 196 | Instalación 270 | 11,00        | 1,00               | 11,00   
Cliente 197 | Instalación 180 | 13,00        | 4,00               | 52,00   
Cliente 198 | Instalación 0   | 10,00        | 10,00              | 100,00  
Cliente 199 | Instalación 179 | 18,00        | 3,00               | 54,00   
Cliente 199 | Instalación 235 | 2,00         | 4,00               | 8,00    
Cliente 200 | Instalación 137 | 10,00        | 4,00               | 40,00   
Cliente 201 | Instalación 193 | 17,00        | 5,00               | 85,00   
Cliente 202 | Instalación 155 | 8,00         | 3,00               | 24,00   
Cliente 203 | Instalación 248 | 18,00        | 5,00               | 90,00   
Cliente 204 | Instalación 152 | 9,00         | 8,00               | 72,00   
Cliente 205 | Instalación 0   | 16,00        | 7,00               | 112,00  
Cliente 206 | Instalación 154 | 18,00        | 7,00               | 126,00  
Cliente 207 | Instalación 277 | 9,00         | 4,00               | 36,00   
Cliente 208 | Instalación 71  | 12,00        | 6,00               | 72,00   
Cliente 209 | Instalación 277 | 10,00        | 9,00               | 90,00   
Cliente 210 | Instalación 245 | 11,00        | 2,00               | 22,00   
Cliente 211 | Instalación 135 | 18,00        | 5,00               | 90,00   
Cliente 212 | Instalación 272 | 6,00         | 4,00               | 24,00   
Cliente 213 | Instalación 69  | 15,00        | 4,00               | 60,00   
Cliente 214 | Instalación 46  | 19,00        | 2,00               | 38,00   
Cliente 215 | Instalación 86  | 18,00        | 2,00               | 36,00   
Cliente 216 | Instalación 31  | 9,00         | 3,00               | 27,00   
Cliente 217 | Instalación 118 | 15,00        | 3,00               | 45,00   
Cliente 218 | Instalación 150 | 3,00         | 7,00               | 21,00   
Cliente 218 | Instalación 225 | 5,00         | 4,00               | 20,00   
Cliente 219 | Instalación 182 | 15,00        | 7,00               | 105,00  
Cliente 220 | Instalación 118 | 9,00         | 2,00               | 18,00   
Cliente 221 | Instalación 129 | 8,00         | 7,00               | 56,00   
Cliente 222 | Instalación 88  | 14,00        | 3,00               | 42,00   
Cliente 223 | Instalación 73  | 14,00        | 3,00               | 42,00   
Cliente 224 | Instalación 36  | 20,00        | 6,00               | 120,00  
Cliente 225 | Instalación 129 | 19,00        | 6,00               | 114,00  
Cliente 226 | Instalación 71  | 18,00        | 1,00               | 18,00   
Cliente 227 | Instalación 246 | 6,00         | 2,00               | 12,00   
Cliente 228 | Instalación 147 | 11,00        | 8,00               | 88,00   
Cliente 229 | Instalación 3   | 20,00        | 8,00               | 160,00  
Cliente 230 | Instalación 130 | 19,00        | 5,00               | 95,00   
Cliente 231 | Instalación 246 | 8,00         | 5,00               | 40,00   
Cliente 232 | Instalación 54  | 18,00        | 4,00               | 72,00   
Cliente 232 | Instalación 175 | 1,00         | 5,00               | 5,00    
Cliente 233 | Instalación 256 | 13,00        | 2,00               | 26,00   
Cliente 234 | Instalación 158 | 9,00         | 8,00               | 72,00   
Cliente 234 | Instalación 270 | 2,00         | 7,00               | 14,00   
Cliente 235 | Instalación 254 | 11,00        | 7,00               | 77,00   
Cliente 236 | Instalación 160 | 15,00        | 4,00               | 60,00   
Cliente 237 | Instalación 184 | 18,00        | 6,00               | 108,00  
Cliente 238 | Instalación 256 | 15,00        | 1,00               | 15,00   
Cliente 239 | Instalación 121 | 19,00        | 6,00               | 114,00  
Cliente 240 | Instalación 210 | 19,00        | 6,00               | 114,00  
Cliente 241 | Instalación 142 | 11,00        | 7,00               | 77,00   
Cliente 242 | Instalación 101 | 15,00        | 2,00               | 30,00   
Cliente 243 | Instalación 218 | 10,00        | 0,00               | 0,00    
Cliente 244 | Instalación 114 | 7,00         | 3,00               | 21,00   
Cliente 245 | Instalación 246 | 10,00        | 4,00               | 40,00   
Cliente 246 | Instalación 56  | 5,00         | 4,00               | 20,00   
Cliente 247 | Instalación 41  | 1,00         | 6,00               | 6,00    
Cliente 247 | Instalación 123 | 11,00        | 6,00               | 66,00   
Cliente 248 | Instalación 286 | 10,00        | 5,00               | 50,00   
Cliente 249 | Instalación 19  | 13,00        | 6,00               | 78,00   
Cliente 250 | Instalación 155 | 11,00        | 3,00               | 33,00   
Cliente 251 | Instalación 175 | 15,00        | 2,00               | 30,00   
Cliente 252 | Instalación 107 | 7,00         | 6,00               | 42,00   
Cliente 253 | Instalación 59  | 17,00        | 2,00               | 34,00   
Cliente 254 | Instalación 76  | 14,00        | 5,00               | 70,00   
Cliente 255 | Instalación 32  | 11,00        | 4,00               | 44,00   
Cliente 256 | Instalación 238 | 8,00         | 11,00              | 88,00   
Cliente 257 | Instalación 59  | 10,00        | 9,00               | 90,00   
Cliente 258 | Instalación 152 | 4,00         | 4,00               | 16,00   
Cliente 258 | Instalación 207 | 14,00        | 3,00               | 42,00   
Cliente 259 | Instalación 270 | 11,00        | 4,00               | 44,00   
Cliente 260 | Instalación 222 | 8,00         | 5,00               | 40,00   
Cliente 261 | Instalación 182 | 15,00        | 8,00               | 120,00  
Cliente 262 | Instalación 218 | 5,00         | 2,00               | 10,00   
Cliente 262 | Instalación 265 | 5,00         | 6,00               | 30,00   
Cliente 263 | Instalación 137 | 3,00         | 6,00               | 18,00   
Cliente 263 | Instalación 254 | 7,00         | 12,00              | 84,00   
Cliente 264 | Instalación 294 | 9,00         | 5,00               | 45,00   
Cliente 265 | Instalación 173 | 7,00         | 4,00               | 28,00   
Cliente 266 | Instalación 144 | 15,00        | 4,00               | 60,00   
Cliente 267 | Instalación 36  | 14,00        | 4,00               | 56,00   
Cliente 268 | Instalación 25  | 14,00        | 6,00               | 84,00   
Cliente 269 | Instalación 143 | 16,00        | 8,00               | 128,00  
Cliente 270 | Instalación 100 | 17,00        | 6,00               | 102,00  
Cliente 271 | Instalación 184 | 14,00        | 3,00               | 42,00   
Cliente 272 | Instalación 246 | 9,00         | 6,00               | 54,00   
Cliente 273 | Instalación 172 | 18,00        | 5,00               | 90,00   
Cliente 274 | Instalación 281 | 15,00        | 4,00               | 60,00   
Cliente 275 | Instalación 188 | 6,00         | 1,00               | 6,00    
Cliente 276 | Instalación 3   | 6,00         | 3,00               | 18,00   
Cliente 277 | Instalación 56  | 16,00        | 4,00               | 64,00   
Cliente 278 | Instalación 15  | 11,00        | 3,00               | 33,00   
Cliente 279 | Instalación 191 | 13,00        | 6,00               | 78,00   
Cliente 280 | Instalación 231 | 6,00         | 10,00              | 60,00   
Cliente 280 | Instalación 276 | 8,00         | 8,00               | 64,00   
Cliente 281 | Instalación 39  | 11,00        | 6,00               | 66,00   
Cliente 282 | Instalación 277 | 17,00        | 3,00               | 51,00   
Cliente 283 | Instalación 129 | 10,00        | 5,00               | 50,00   
Cliente 284 | Instalación 190 | 13,00        | 4,00               | 52,00   
Cliente 285 | Instalación 219 | 5,00         | 9,00               | 45,00   
Cliente 286 | Instalación 56  | 16,00        | 3,00               | 48,00   
Cliente 287 | Instalación 180 | 12,00        | 7,00               | 84,00   
Cliente 288 | Instalación 281 | 16,00        | 8,00               | 128,00  
Cliente 289 | Instalación 203 | 19,00        | 6,00               | 114,00  
Cliente 290 | Instalación 228 | 13,00        | 3,00               | 39,00   
Cliente 291 | Instalación 180 | 9,00         | 5,00               | 45,00   
Cliente 292 | Instalación 238 | 9,00         | 4,00               | 36,00   
Cliente 293 | Instalación 71  | 19,00        | 6,00               | 114,00  
Cliente 294 | Instalación 225 | 14,00        | 2,00               | 28,00   
Cliente 295 | Instalación 193 | 8,00         | 1,00               | 8,00    
Cliente 296 | Instalación 35  | 4,00         | 11,00              | 44,00   
Cliente 296 | Instalación 281 | 15,00        | 12,00              | 180,00  
Cliente 297 | Instalación 254 | 9,00         | 13,00              | 117,00  
Cliente 298 | Instalación 272 | 9,00         | 5,00               | 45,00   
Cliente 299 | Instalación 238 | 13,00        | 9,00               | 117,00  
Cliente 300 | Instalación 179 | 8,00         | 4,00               | 32,00   
Cliente 301 | Instalación 249 | 19,00        | 4,00               | 76,00   
Cliente 302 | Instalación 268 | 14,00        | 9,00               | 126,00  
Cliente 303 | Instalación 137 | 5,00         | 6,00               | 30,00   
Cliente 304 | Instalación 154 | 10,00        | 2,00               | 20,00   
Cliente 305 | Instalación 19  | 9,00         | 7,00               | 63,00   
Cliente 306 | Instalación 271 | 14,00        | 2,00               | 28,00   
Cliente 307 | Instalación 285 | 12,00        | 9,00               | 108,00  
Cliente 308 | Instalación 82  | 18,00        | 2,00               | 36,00   
Cliente 309 | Instalación 135 | 18,00        | 11,00              | 198,00  
Cliente 310 | Instalación 181 | 7,00         | 3,00               | 21,00   
Cliente 311 | Instalación 129 | 19,00        | 8,00               | 152,00  
Cliente 312 | Instalación 294 | 11,00        | 5,00               | 55,00   
Cliente 313 | Instalación 103 | 16,00        | 6,00               | 96,00   
Cliente 314 | Instalación 100 | 3,00         | 2,00               | 6,00    
Cliente 314 | Instalación 110 | 17,00        | 7,00               | 119,00  
Cliente 315 | Instalación 273 | 19,00        | 5,00               | 95,00   
Cliente 316 | Instalación 41  | 12,00        | 6,00               | 72,00   
Cliente 317 | Instalación 271 | 14,00        | 4,00               | 56,00   
Cliente 318 | Instalación 284 | 5,00         | 6,00               | 30,00   
Cliente 319 | Instalación 72  | 14,00        | 4,00               | 56,00   
Cliente 319 | Instalación 83  | 3,00         | 3,00               | 9,00    
Cliente 320 | Instalación 184 | 10,00        | 2,00               | 20,00   
Cliente 321 | Instalación 121 | 14,00        | 1,00               | 14,00   
Cliente 322 | Instalación 43  | 18,00        | 4,00               | 72,00   
Cliente 323 | Instalación 115 | 19,00        | 1,00               | 19,00   
Cliente 324 | Instalación 158 | 7,00         | 1,00               | 7,00    
Cliente 325 | Instalación 147 | 10,00        | 3,00               | 30,00   
Cliente 326 | Instalación 107 | 13,00        | 2,00               | 26,00   
Cliente 327 | Instalación 238 | 12,00        | 2,00               | 24,00   
Cliente 328 | Instalación 192 | 11,00        | 9,00               | 99,00   
Cliente 329 | Instalación 240 | 10,00        | 2,00               | 20,00   
Cliente 330 | Instalación 156 | 20,00        | 10,00              | 200,00  
Cliente 331 | Instalación 158 | 8,00         | 2,00               | 16,00   
Cliente 332 | Instalación 248 | 5,00         | 3,00               | 15,00   
Cliente 333 | Instalación 224 | 16,00        | 4,00               | 64,00   
Cliente 334 | Instalación 266 | 6,00         | 2,00               | 12,00   
Cliente 335 | Instalación 41  | 19,00        | 2,00               | 38,00   
Cliente 336 | Instalación 56  | 9,00         | 6,00               | 54,00   
Cliente 337 | Instalación 136 | 6,00         | 4,00               | 24,00   
Cliente 338 | Instalación 192 | 8,00         | 1,00               | 8,00    
Cliente 339 | Instalación 222 | 6,00         | 3,00               | 18,00   
Cliente 340 | Instalación 86  | 16,00        | 1,00               | 16,00   
Cliente 341 | Instalación 252 | 17,00        | 4,00               | 68,00   
Cliente 342 | Instalación 173 | 18,00        | 6,00               | 108,00  
Cliente 343 | Instalación 156 | 15,00        | 10,00              | 150,00  
Cliente 344 | Instalación 88  | 14,00        | 1,00               | 14,00   
Cliente 345 | Instalación 82  | 9,00         | 5,00               | 45,00   
Cliente 345 | Instalación 258 | 2,00         | 3,00               | 6,00    
Cliente 346 | Instalación 115 | 6,00         | 7,00               | 42,00   
Cliente 347 | Instalación 292 | 17,00        | 6,00               | 102,00  
Cliente 348 | Instalación 36  | 13,00        | 6,00               | 78,00   
Cliente 349 | Instalación 243 | 13,00        | 2,00               | 26,00   
Cliente 350 | Instalación 100 | 7,00         | 6,00               | 42,00   
Cliente 351 | Instalación 135 | 15,00        | 6,00               | 90,00   
Cliente 352 | Instalación 103 | 15,00        | 5,00               | 75,00   
Cliente 353 | Instalación 246 | 16,00        | 9,00               | 144,00  
Cliente 354 | Instalación 265 | 16,00        | 1,00               | 16,00   
Cliente 355 | Instalación 0   | 18,00        | 4,00               | 72,00   
Cliente 356 | Instalación 181 | 12,00        | 13,00              | 156,00  
Cliente 357 | Instalación 83  | 8,00         | 4,00               | 32,00   
Cliente 357 | Instalación 129 | 10,00        | 7,00               | 70,00   
Cliente 358 | Instalación 264 | 17,00        | 1,00               | 17,00   
Cliente 359 | Instalación 193 | 13,00        | 1,00               | 13,00   
Cliente 360 | Instalación 226 | 9,00         | 1,00               | 9,00    
Cliente 361 | Instalación 73  | 8,00         | 4,00               | 32,00   
Cliente 362 | Instalación 78  | 20,00        | 3,00               | 60,00   
Cliente 363 | Instalación 38  | 13,00        | 7,00               | 91,00   
Cliente 364 | Instalación 286 | 12,00        | 4,00               | 48,00   
Cliente 365 | Instalación 51  | 10,00        | 4,00               | 40,00   
Cliente 366 | Instalación 292 | 11,00        | 3,00               | 33,00   
Cliente 367 | Instalación 172 | 20,00        | 3,00               | 60,00   
Cliente 368 | Instalación 114 | 7,00         | 2,00               | 14,00   
Cliente 368 | Instalación 156 | 2,00         | 3,00               | 6,00    
Cliente 368 | Instalación 259 | 11,00        | 4,00               | 44,00   
Cliente 369 | Instalación 73  | 18,00        | 9,00               | 162,00  
Cliente 369 | Instalación 192 | 1,00         | 8,00               | 8,00    
Cliente 370 | Instalación 13  | 11,00        | 1,00               | 11,00   
Cliente 371 | Instalación 162 | 18,00        | 9,00               | 162,00  
Cliente 372 | Instalación 6   | 9,00         | 1,00               | 9,00    
Cliente 373 | Instalación 150 | 19,00        | 4,00               | 76,00   
Cliente 374 | Instalación 46  | 15,00        | 7,00               | 105,00  
Cliente 375 | Instalación 235 | 5,00         | 12,00              | 60,00   
Cliente 376 | Instalación 162 | 1,00         | 5,00               | 5,00    
Cliente 376 | Instalación 265 | 5,00         | 6,00               | 30,00   
Cliente 377 | Instalación 226 | 13,00        | 2,00               | 26,00   
Cliente 378 | Instalación 180 | 7,00         | 4,00               | 28,00   
Cliente 379 | Instalación 137 | 20,00        | 4,00               | 80,00   
Cliente 380 | Instalación 43  | 20,00        | 8,00               | 160,00  
