
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 48  | Instalación 181 | 18,00   | 18,00    | 100,0 %       
Cliente 49  | Instalación 154 | 17,00   | 17,00    | 100,0 %       
Cliente 50  | Instalación 277 | 15,00   | 15,00    | 100,0 %       
Cliente 51  | Instalación 20  | 20,00   | 20,00    | 100,0 %       
Cliente 52  | Instalación 219 | 12,00   | 12,00    | 100,0 %       
Cliente 53  | Instalación 259 | 11,00   | 11,00    | 100,0 %       
Cliente 54  | Instalación 92  | 19,00   | 19,00    | 100,0 %       
Cliente 55  | Instalación 258 | 19,00   | 1,00     | 5,3 %         
Cliente 55  | Instalación 270 | 19,00   | 18,00    | 94,7 %        
Cliente 56  | Instalación 131 | 10,00   | 10,00    | 100,0 %       
Cliente 57  | Instalación 136 | 11,00   | 11,00    | 100,0 %       
Cliente 58  | Instalación 57  | 8,00    | 7,00     | 87,5 %        
Cliente 58  | Instalación 107 | 8,00    | 1,00     | 12,5 %        
Cliente 59  | Instalación 173 | 6,00    | 6,00     | 100,0 %       
Cliente 60  | Instalación 191 | 20,00   | 20,00    | 100,0 %       
Cliente 61  | Instalación 196 | 8,00    | 8,00     | 100,0 %       
Cliente 62  | Instalación 72  | 10,00   | 10,00    | 100,0 %       
Cliente 63  | Instalación 40  | 18,00   | 18,00    | 100,0 %       
Cliente 64  | Instalación 142 | 19,00   | 19,00    | 100,0 %       
Cliente 65  | Instalación 158 | 18,00   | 18,00    | 100,0 %       
Cliente 66  | Instalación 110 | 20,00   | 20,00    | 100,0 %       
Cliente 67  | Instalación 294 | 15,00   | 15,00    | 100,0 %       
Cliente 68  | Instalación 259 | 11,00   | 11,00    | 100,0 %       
Cliente 69  | Instalación 256 | 15,00   | 15,00    | 100,0 %       
Cliente 70  | Instalación 59  | 10,00   | 10,00    | 100,0 %       
Cliente 71  | Instalación 19  | 6,00    | 6,00     | 100,0 %       
Cliente 72  | Instalación 86  | 7,00    | 7,00     | 100,0 %       
Cliente 73  | Instalación 6   | 16,00   | 13,00    | 81,3 %        
Cliente 73  | Instalación 207 | 16,00   | 3,00     | 18,8 %        
Cliente 74  | Instalación 156 | 12,00   | 12,00    | 100,0 %       
Cliente 75  | Instalación 15  | 12,00   | 12,00    | 100,0 %       
Cliente 76  | Instalación 231 | 16,00   | 16,00    | 100,0 %       
Cliente 77  | Instalación 54  | 13,00   | 13,00    | 100,0 %       
Cliente 78  | Instalación 172 | 6,00    | 6,00     | 100,0 %       
Cliente 79  | Instalación 6   | 15,00   | 15,00    | 100,0 %       
Cliente 80  | Instalación 72  | 8,00    | 8,00     | 100,0 %       
Cliente 81  | Instalación 241 | 11,00   | 11,00    | 100,0 %       
Cliente 82  | Instalación 46  | 9,00    | 9,00     | 100,0 %       
Cliente 83  | Instalación 90  | 20,00   | 20,00    | 100,0 %       
Cliente 84  | Instalación 275 | 19,00   | 19,00    | 100,0 %       
Cliente 85  | Instalación 222 | 17,00   | 17,00    | 100,0 %       
Cliente 86  | Instalación 172 | 6,00    | 5,00     | 83,3 %        
Cliente 86  | Instalación 195 | 6,00    | 1,00     | 16,7 %        
Cliente 87  | Instalación 150 | 5,00    | 5,00     | 100,0 %       
Cliente 88  | Instalación 92  | 9,00    | 9,00     | 100,0 %       
Cliente 89  | Instalación 222 | 18,00   | 18,00    | 100,0 %       
Cliente 90  | Instalación 87  | 20,00   | 20,00    | 100,0 %       
Cliente 91  | Instalación 137 | 12,00   | 12,00    | 100,0 %       
Cliente 92  | Instalación 3   | 13,00   | 13,00    | 100,0 %       
Cliente 93  | Instalación 137 | 14,00   | 14,00    | 100,0 %       
Cliente 94  | Instalación 158 | 6,00    | 6,00     | 100,0 %       
Cliente 95  | Instalación 242 | 6,00    | 6,00     | 100,0 %       
Cliente 96  | Instalación 162 | 11,00   | 11,00    | 100,0 %       
Cliente 97  | Instalación 65  | 13,00   | 13,00    | 100,0 %       
Cliente 98  | Instalación 151 | 14,00   | 14,00    | 100,0 %       
Cliente 99  | Instalación 59  | 15,00   | 15,00    | 100,0 %       
Cliente 100 | Instalación 130 | 9,00    | 9,00     | 100,0 %       
Cliente 101 | Instalación 59  | 6,00    | 6,00     | 100,0 %       
Cliente 102 | Instalación 26  | 6,00    | 6,00     | 100,0 %       
Cliente 103 | Instalación 181 | 9,00    | 9,00     | 100,0 %       
Cliente 104 | Instalación 179 | 19,00   | 19,00    | 100,0 %       
Cliente 105 | Instalación 23  | 14,00   | 14,00    | 100,0 %       
Cliente 106 | Instalación 222 | 12,00   | 12,00    | 100,0 %       
Cliente 107 | Instalación 31  | 14,00   | 14,00    | 100,0 %       
Cliente 108 | Instalación 192 | 15,00   | 15,00    | 100,0 %       
Cliente 109 | Instalación 124 | 15,00   | 15,00    | 100,0 %       
Cliente 110 | Instalación 207 | 9,00    | 9,00     | 100,0 %       
Cliente 111 | Instalación 147 | 12,00   | 12,00    | 100,0 %       
Cliente 112 | Instalación 59  | 18,00   | 18,00    | 100,0 %       
Cliente 113 | Instalación 41  | 18,00   | 18,00    | 100,0 %       
Cliente 114 | Instalación 142 | 16,00   | 16,00    | 100,0 %       
Cliente 115 | Instalación 222 | 18,00   | 18,00    | 100,0 %       
Cliente 116 | Instalación 23  | 17,00   | 11,00    | 64,7 %        
Cliente 116 | Instalación 38  | 17,00   | 6,00     | 35,3 %        
Cliente 117 | Instalación 164 | 12,00   | 12,00    | 100,0 %       
Cliente 118 | Instalación 265 | 6,00    | 6,00     | 100,0 %       
Cliente 119 | Instalación 59  | 15,00   | 9,00     | 60,0 %        
Cliente 119 | Instalación 90  | 15,00   | 6,00     | 40,0 %        
Cliente 120 | Instalación 142 | 20,00   | 20,00    | 100,0 %       
Cliente 121 | Instalación 17  | 13,00   | 13,00    | 100,0 %       
Cliente 122 | Instalación 72  | 8,00    | 8,00     | 100,0 %       
Cliente 123 | Instalación 283 | 10,00   | 10,00    | 100,0 %       
Cliente 124 | Instalación 41  | 11,00   | 11,00    | 100,0 %       
Cliente 125 | Instalación 158 | 12,00   | 12,00    | 100,0 %       
Cliente 126 | Instalación 231 | 7,00    | 7,00     | 100,0 %       
Cliente 127 | Instalación 222 | 12,00   | 12,00    | 100,0 %       
Cliente 128 | Instalación 130 | 11,00   | 11,00    | 100,0 %       
Cliente 129 | Instalación 248 | 19,00   | 19,00    | 100,0 %       
Cliente 130 | Instalación 21  | 9,00    | 9,00     | 100,0 %       
Cliente 131 | Instalación 65  | 15,00   | 15,00    | 100,0 %       
Cliente 132 | Instalación 197 | 6,00    | 6,00     | 100,0 %       
Cliente 133 | Instalación 199 | 13,00   | 13,00    | 100,0 %       
Cliente 134 | Instalación 248 | 6,00    | 6,00     | 100,0 %       
Cliente 135 | Instalación 72  | 6,00    | 6,00     | 100,0 %       
Cliente 136 | Instalación 269 | 5,00    | 5,00     | 100,0 %       
Cliente 137 | Instalación 88  | 6,00    | 6,00     | 100,0 %       
Cliente 138 | Instalación 50  | 11,00   | 11,00    | 100,0 %       
Cliente 139 | Instalación 136 | 14,00   | 14,00    | 100,0 %       
Cliente 140 | Instalación 20  | 5,00    | 5,00     | 100,0 %       
Cliente 141 | Instalación 140 | 13,00   | 13,00    | 100,0 %       
Cliente 142 | Instalación 264 | 8,00    | 8,00     | 100,0 %       
Cliente 143 | Instalación 142 | 5,00    | 5,00     | 100,0 %       
Cliente 144 | Instalación 124 | 16,00   | 16,00    | 100,0 %       
Cliente 145 | Instalación 20  | 5,00    | 5,00     | 100,0 %       
Cliente 146 | Instalación 286 | 19,00   | 19,00    | 100,0 %       
Cliente 147 | Instalación 238 | 13,00   | 13,00    | 100,0 %       
Cliente 148 | Instalación 39  | 9,00    | 9,00     | 100,0 %       
Cliente 149 | Instalación 153 | 18,00   | 18,00    | 100,0 %       
Cliente 150 | Instalación 294 | 15,00   | 15,00    | 100,0 %       
Cliente 151 | Instalación 3   | 8,00    | 8,00     | 100,0 %       
Cliente 152 | Instalación 45  | 8,00    | 8,00     | 100,0 %       
Cliente 153 | Instalación 197 | 14,00   | 14,00    | 100,0 %       
Cliente 154 | Instalación 20  | 14,00   | 14,00    | 100,0 %       
Cliente 155 | Instalación 277 | 8,00    | 8,00     | 100,0 %       
Cliente 156 | Instalación 299 | 16,00   | 16,00    | 100,0 %       
Cliente 157 | Instalación 245 | 12,00   | 12,00    | 100,0 %       
Cliente 158 | Instalación 238 | 12,00   | 12,00    | 100,0 %       
Cliente 159 | Instalación 38  | 11,00   | 11,00    | 100,0 %       
Cliente 160 | Instalación 39  | 20,00   | 20,00    | 100,0 %       
Cliente 161 | Instalación 238 | 7,00    | 7,00     | 100,0 %       
Cliente 162 | Instalación 231 | 7,00    | 7,00     | 100,0 %       
Cliente 163 | Instalación 230 | 5,00    | 5,00     | 100,0 %       
Cliente 164 | Instalación 131 | 6,00    | 6,00     | 100,0 %       
Cliente 165 | Instalación 238 | 13,00   | 13,00    | 100,0 %       
Cliente 166 | Instalación 252 | 9,00    | 9,00     | 100,0 %       
Cliente 167 | Instalación 30  | 13,00   | 13,00    | 100,0 %       
Cliente 168 | Instalación 156 | 13,00   | 13,00    | 100,0 %       
Cliente 169 | Instalación 245 | 16,00   | 10,00    | 62,5 %        
Cliente 169 | Instalación 254 | 16,00   | 6,00     | 37,5 %        
Cliente 170 | Instalación 46  | 18,00   | 18,00    | 100,0 %       
Cliente 171 | Instalación 72  | 15,00   | 15,00    | 100,0 %       
Cliente 172 | Instalación 75  | 14,00   | 14,00    | 100,0 %       
Cliente 173 | Instalación 86  | 14,00   | 14,00    | 100,0 %       
Cliente 174 | Instalación 3   | 7,00    | 7,00     | 100,0 %       
Cliente 175 | Instalación 110 | 8,00    | 4,00     | 50,0 %        
Cliente 175 | Instalación 218 | 8,00    | 4,00     | 50,0 %        
Cliente 176 | Instalación 223 | 17,00   | 17,00    | 100,0 %       
Cliente 177 | Instalación 104 | 8,00    | 8,00     | 100,0 %       
Cliente 178 | Instalación 224 | 12,00   | 12,00    | 100,0 %       
Cliente 179 | Instalación 130 | 11,00   | 11,00    | 100,0 %       
Cliente 180 | Instalación 149 | 11,00   | 11,00    | 100,0 %       
Cliente 181 | Instalación 50  | 6,00    | 6,00     | 100,0 %       
Cliente 182 | Instalación 173 | 8,00    | 8,00     | 100,0 %       
Cliente 183 | Instalación 86  | 9,00    | 9,00     | 100,0 %       
Cliente 184 | Instalación 230 | 19,00   | 19,00    | 100,0 %       
Cliente 185 | Instalación 85  | 5,00    | 5,00     | 100,0 %       
Cliente 186 | Instalación 191 | 14,00   | 14,00    | 100,0 %       
Cliente 187 | Instalación 265 | 12,00   | 12,00    | 100,0 %       
Cliente 188 | Instalación 164 | 19,00   | 19,00    | 100,0 %       
Cliente 189 | Instalación 156 | 12,00   | 12,00    | 100,0 %       
Cliente 190 | Instalación 180 | 20,00   | 17,00    | 85,0 %        
Cliente 190 | Instalación 287 | 20,00   | 3,00     | 15,0 %        
Cliente 191 | Instalación 59  | 6,00    | 4,00     | 66,7 %        
Cliente 191 | Instalación 154 | 6,00    | 2,00     | 33,3 %        
Cliente 192 | Instalación 46  | 20,00   | 20,00    | 100,0 %       
Cliente 193 | Instalación 142 | 14,00   | 14,00    | 100,0 %       
Cliente 194 | Instalación 248 | 9,00    | 9,00     | 100,0 %       
Cliente 195 | Instalación 123 | 15,00   | 15,00    | 100,0 %       
Cliente 196 | Instalación 220 | 11,00   | 11,00    | 100,0 %       
Cliente 197 | Instalación 180 | 13,00   | 13,00    | 100,0 %       
Cliente 198 | Instalación 180 | 10,00   | 10,00    | 100,0 %       
Cliente 199 | Instalación 179 | 20,00   | 20,00    | 100,0 %       
Cliente 200 | Instalación 137 | 10,00   | 10,00    | 100,0 %       
Cliente 201 | Instalación 73  | 17,00   | 17,00    | 100,0 %       
Cliente 202 | Instalación 74  | 8,00    | 8,00     | 100,0 %       
Cliente 203 | Instalación 248 | 18,00   | 18,00    | 100,0 %       
Cliente 204 | Instalación 87  | 9,00    | 9,00     | 100,0 %       
Cliente 205 | Instalación 286 | 16,00   | 16,00    | 100,0 %       
Cliente 206 | Instalación 154 | 18,00   | 18,00    | 100,0 %       
Cliente 207 | Instalación 252 | 9,00    | 9,00     | 100,0 %       
Cliente 208 | Instalación 71  | 12,00   | 12,00    | 100,0 %       
Cliente 209 | Instalación 277 | 10,00   | 10,00    | 100,0 %       
Cliente 210 | Instalación 245 | 11,00   | 11,00    | 100,0 %       
Cliente 211 | Instalación 262 | 18,00   | 18,00    | 100,0 %       
Cliente 212 | Instalación 114 | 6,00    | 4,00     | 66,7 %        
Cliente 212 | Instalación 272 | 6,00    | 2,00     | 33,3 %        
Cliente 213 | Instalación 78  | 15,00   | 15,00    | 100,0 %       
Cliente 214 | Instalación 46  | 19,00   | 19,00    | 100,0 %       
Cliente 215 | Instalación 86  | 18,00   | 18,00    | 100,0 %       
Cliente 216 | Instalación 31  | 9,00    | 9,00     | 100,0 %       
Cliente 217 | Instalación 31  | 15,00   | 15,00    | 100,0 %       
Cliente 218 | Instalación 181 | 8,00    | 8,00     | 100,0 %       
Cliente 219 | Instalación 19  | 15,00   | 15,00    | 100,0 %       
Cliente 220 | Instalación 20  | 9,00    | 9,00     | 100,0 %       
Cliente 221 | Instalación 200 | 8,00    | 8,00     | 100,0 %       
Cliente 222 | Instalación 88  | 14,00   | 14,00    | 100,0 %       
Cliente 223 | Instalación 193 | 14,00   | 14,00    | 100,0 %       
Cliente 224 | Instalación 289 | 20,00   | 20,00    | 100,0 %       
Cliente 225 | Instalación 200 | 19,00   | 19,00    | 100,0 %       
Cliente 226 | Instalación 71  | 18,00   | 18,00    | 100,0 %       
Cliente 227 | Instalación 236 | 6,00    | 6,00     | 100,0 %       
Cliente 228 | Instalación 147 | 11,00   | 4,00     | 36,4 %        
Cliente 228 | Instalación 224 | 11,00   | 7,00     | 63,6 %        
Cliente 229 | Instalación 57  | 20,00   | 20,00    | 100,0 %       
Cliente 230 | Instalación 130 | 19,00   | 19,00    | 100,0 %       
Cliente 231 | Instalación 180 | 8,00    | 8,00     | 100,0 %       
Cliente 232 | Instalación 54  | 19,00   | 4,00     | 21,1 %        
Cliente 232 | Instalación 218 | 19,00   | 15,00    | 78,9 %        
Cliente 233 | Instalación 256 | 13,00   | 13,00    | 100,0 %       
Cliente 234 | Instalación 54  | 11,00   | 11,00    | 100,0 %       
Cliente 235 | Instalación 159 | 11,00   | 11,00    | 100,0 %       
Cliente 236 | Instalación 160 | 15,00   | 15,00    | 100,0 %       
Cliente 237 | Instalación 71  | 18,00   | 18,00    | 100,0 %       
Cliente 238 | Instalación 256 | 15,00   | 15,00    | 100,0 %       
Cliente 239 | Instalación 238 | 19,00   | 19,00    | 100,0 %       
Cliente 240 | Instalación 104 | 19,00   | 19,00    | 100,0 %       
Cliente 241 | Instalación 142 | 11,00   | 11,00    | 100,0 %       
Cliente 242 | Instalación 281 | 15,00   | 15,00    | 100,0 %       
Cliente 243 | Instalación 218 | 10,00   | 10,00    | 100,0 %       
Cliente 244 | Instalación 103 | 7,00    | 7,00     | 100,0 %       
Cliente 245 | Instalación 299 | 10,00   | 10,00    | 100,0 %       
Cliente 246 | Instalación 3   | 5,00    | 5,00     | 100,0 %       
Cliente 247 | Instalación 41  | 12,00   | 12,00    | 100,0 %       
Cliente 248 | Instalación 0   | 10,00   | 7,00     | 70,0 %        
Cliente 248 | Instalación 57  | 10,00   | 3,00     | 30,0 %        
Cliente 249 | Instalación 19  | 13,00   | 13,00    | 100,0 %       
Cliente 250 | Instalación 156 | 11,00   | 11,00    | 100,0 %       
Cliente 251 | Instalación 50  | 15,00   | 10,00    | 66,7 %        
Cliente 251 | Instalación 265 | 15,00   | 5,00     | 33,3 %        
Cliente 252 | Instalación 180 | 7,00    | 7,00     | 100,0 %       
Cliente 253 | Instalación 262 | 17,00   | 17,00    | 100,0 %       
Cliente 254 | Instalación 76  | 14,00   | 14,00    | 100,0 %       
Cliente 255 | Instalación 32  | 11,00   | 11,00    | 100,0 %       
Cliente 256 | Instalación 269 | 8,00    | 8,00     | 100,0 %       
Cliente 257 | Instalación 160 | 10,00   | 10,00    | 100,0 %       
Cliente 258 | Instalación 132 | 18,00   | 18,00    | 100,0 %       
Cliente 259 | Instalación 220 | 11,00   | 11,00    | 100,0 %       
Cliente 260 | Instalación 222 | 8,00    | 8,00     | 100,0 %       
Cliente 261 | Instalación 15  | 15,00   | 15,00    | 100,0 %       
Cliente 262 | Instalación 175 | 10,00   | 10,00    | 100,0 %       
Cliente 263 | Instalación 137 | 10,00   | 10,00    | 100,0 %       
Cliente 264 | Instalación 294 | 9,00    | 9,00     | 100,0 %       
Cliente 265 | Instalación 173 | 7,00    | 7,00     | 100,0 %       
Cliente 266 | Instalación 92  | 15,00   | 8,00     | 53,3 %        
Cliente 266 | Instalación 197 | 15,00   | 7,00     | 46,7 %        
Cliente 267 | Instalación 148 | 14,00   | 14,00    | 100,0 %       
Cliente 268 | Instalación 75  | 14,00   | 6,00     | 42,9 %        
Cliente 268 | Instalación 250 | 14,00   | 8,00     | 57,1 %        
Cliente 269 | Instalación 230 | 16,00   | 16,00    | 100,0 %       
Cliente 270 | Instalación 149 | 17,00   | 17,00    | 100,0 %       
Cliente 271 | Instalación 184 | 14,00   | 14,00    | 100,0 %       
Cliente 272 | Instalación 246 | 9,00    | 9,00     | 100,0 %       
Cliente 273 | Instalación 172 | 18,00   | 18,00    | 100,0 %       
Cliente 274 | Instalación 281 | 15,00   | 15,00    | 100,0 %       
Cliente 275 | Instalación 188 | 6,00    | 6,00     | 100,0 %       
Cliente 276 | Instalación 3   | 6,00    | 6,00     | 100,0 %       
Cliente 277 | Instalación 96  | 16,00   | 13,00    | 81,3 %        
Cliente 277 | Instalación 204 | 16,00   | 3,00     | 18,8 %        
Cliente 278 | Instalación 15  | 11,00   | 11,00    | 100,0 %       
Cliente 279 | Instalación 191 | 13,00   | 13,00    | 100,0 %       
Cliente 280 | Instalación 242 | 14,00   | 14,00    | 100,0 %       
Cliente 281 | Instalación 74  | 11,00   | 11,00    | 100,0 %       
Cliente 282 | Instalación 277 | 17,00   | 17,00    | 100,0 %       
Cliente 283 | Instalación 226 | 10,00   | 10,00    | 100,0 %       
Cliente 284 | Instalación 222 | 13,00   | 13,00    | 100,0 %       
Cliente 285 | Instalación 160 | 5,00    | 5,00     | 100,0 %       
Cliente 286 | Instalación 96  | 16,00   | 16,00    | 100,0 %       
Cliente 287 | Instalación 107 | 12,00   | 12,00    | 100,0 %       
Cliente 288 | Instalación 150 | 16,00   | 16,00    | 100,0 %       
Cliente 289 | Instalación 188 | 19,00   | 19,00    | 100,0 %       
Cliente 290 | Instalación 256 | 13,00   | 13,00    | 100,0 %       
Cliente 291 | Instalación 180 | 9,00    | 9,00     | 100,0 %       
Cliente 292 | Instalación 199 | 9,00    | 9,00     | 100,0 %       
Cliente 293 | Instalación 195 | 19,00   | 19,00    | 100,0 %       
Cliente 294 | Instalación 150 | 14,00   | 14,00    | 100,0 %       
Cliente 295 | Instalación 104 | 8,00    | 8,00     | 100,0 %       
Cliente 296 | Instalación 48  | 19,00   | 19,00    | 100,0 %       
Cliente 297 | Instalación 159 | 9,00    | 9,00     | 100,0 %       
Cliente 298 | Instalación 267 | 9,00    | 9,00     | 100,0 %       
Cliente 299 | Instalación 250 | 13,00   | 13,00    | 100,0 %       
Cliente 300 | Instalación 85  | 8,00    | 8,00     | 100,0 %       
Cliente 301 | Instalación 249 | 19,00   | 19,00    | 100,0 %       
Cliente 302 | Instalación 159 | 14,00   | 9,00     | 64,3 %        
Cliente 302 | Instalación 254 | 14,00   | 5,00     | 35,7 %        
Cliente 303 | Instalación 137 | 5,00    | 5,00     | 100,0 %       
Cliente 304 | Instalación 154 | 10,00   | 10,00    | 100,0 %       
Cliente 305 | Instalación 124 | 9,00    | 9,00     | 100,0 %       
Cliente 306 | Instalación 48  | 14,00   | 14,00    | 100,0 %       
Cliente 307 | Instalación 86  | 12,00   | 12,00    | 100,0 %       
Cliente 308 | Instalación 258 | 18,00   | 18,00    | 100,0 %       
Cliente 309 | Instalación 151 | 18,00   | 8,00     | 44,4 %        
Cliente 309 | Instalación 249 | 18,00   | 10,00    | 55,6 %        
Cliente 310 | Instalación 181 | 7,00    | 7,00     | 100,0 %       
Cliente 311 | Instalación 172 | 19,00   | 14,00    | 73,7 %        
Cliente 311 | Instalación 192 | 19,00   | 5,00     | 26,3 %        
Cliente 312 | Instalación 294 | 11,00   | 11,00    | 100,0 %       
Cliente 313 | Instalación 285 | 16,00   | 16,00    | 100,0 %       
Cliente 314 | Instalación 40  | 20,00   | 7,00     | 35,0 %        
Cliente 314 | Instalación 100 | 20,00   | 13,00    | 65,0 %        
Cliente 315 | Instalación 273 | 19,00   | 19,00    | 100,0 %       
Cliente 316 | Instalación 186 | 12,00   | 12,00    | 100,0 %       
Cliente 317 | Instalación 274 | 14,00   | 14,00    | 100,0 %       
Cliente 318 | Instalación 274 | 5,00    | 5,00     | 100,0 %       
Cliente 319 | Instalación 72  | 17,00   | 17,00    | 100,0 %       
Cliente 320 | Instalación 184 | 10,00   | 10,00    | 100,0 %       
Cliente 321 | Instalación 121 | 14,00   | 14,00    | 100,0 %       
Cliente 322 | Instalación 295 | 18,00   | 18,00    | 100,0 %       
Cliente 323 | Instalación 254 | 19,00   | 19,00    | 100,0 %       
Cliente 324 | Instalación 158 | 7,00    | 7,00     | 100,0 %       
Cliente 325 | Instalación 65  | 10,00   | 10,00    | 100,0 %       
Cliente 326 | Instalación 107 | 13,00   | 13,00    | 100,0 %       
Cliente 327 | Instalación 238 | 12,00   | 12,00    | 100,0 %       
Cliente 328 | Instalación 192 | 11,00   | 11,00    | 100,0 %       
Cliente 329 | Instalación 130 | 10,00   | 10,00    | 100,0 %       
Cliente 330 | Instalación 267 | 20,00   | 20,00    | 100,0 %       
Cliente 331 | Instalación 158 | 8,00    | 8,00     | 100,0 %       
Cliente 332 | Instalación 232 | 5,00    | 5,00     | 100,0 %       
Cliente 333 | Instalación 297 | 16,00   | 16,00    | 100,0 %       
Cliente 334 | Instalación 60  | 6,00    | 6,00     | 100,0 %       
Cliente 335 | Instalación 121 | 19,00   | 19,00    | 100,0 %       
Cliente 336 | Instalación 96  | 9,00    | 9,00     | 100,0 %       
Cliente 337 | Instalación 50  | 6,00    | 6,00     | 100,0 %       
Cliente 338 | Instalación 192 | 8,00    | 8,00     | 100,0 %       
Cliente 339 | Instalación 191 | 6,00    | 4,00     | 66,7 %        
Cliente 339 | Instalación 222 | 6,00    | 2,00     | 33,3 %        
Cliente 340 | Instalación 86  | 16,00   | 16,00    | 100,0 %       
Cliente 341 | Instalación 277 | 17,00   | 17,00    | 100,0 %       
Cliente 342 | Instalación 258 | 18,00   | 14,00    | 77,8 %        
Cliente 342 | Instalación 270 | 18,00   | 4,00     | 22,2 %        
Cliente 343 | Instalación 103 | 15,00   | 15,00    | 100,0 %       
Cliente 344 | Instalación 88  | 14,00   | 14,00    | 100,0 %       
Cliente 345 | Instalación 38  | 11,00   | 11,00    | 100,0 %       
Cliente 346 | Instalación 254 | 6,00    | 6,00     | 100,0 %       
Cliente 347 | Instalación 292 | 17,00   | 17,00    | 100,0 %       
Cliente 348 | Instalación 101 | 13,00   | 13,00    | 100,0 %       
Cliente 349 | Instalación 243 | 13,00   | 10,00    | 76,9 %        
Cliente 349 | Instalación 285 | 13,00   | 3,00     | 23,1 %        
Cliente 350 | Instalación 40  | 7,00    | 7,00     | 100,0 %       
Cliente 351 | Instalación 131 | 15,00   | 15,00    | 100,0 %       
Cliente 352 | Instalación 103 | 15,00   | 15,00    | 100,0 %       
Cliente 353 | Instalación 226 | 16,00   | 3,00     | 18,8 %        
Cliente 353 | Instalación 256 | 16,00   | 13,00    | 81,3 %        
Cliente 354 | Instalación 265 | 16,00   | 16,00    | 100,0 %       
Cliente 355 | Instalación 0   | 18,00   | 18,00    | 100,0 %       
Cliente 356 | Instalación 73  | 12,00   | 12,00    | 100,0 %       
