
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
100 | 440,00          | 60,00         
101 | 430,00          | 60,00         
102 | 840,00          | 70,00         
103 | 360,00          | 40,00         
104 | 460,00          | 50,00         
105 | 890,00          | 70,00         
106 | 890,00          | 70,00         
107 | 500,00          | 60,00         
108 | 970,00          | 90,00         
109 | 970,00          | 80,00         
110 | 860,00          | 90,00         
111 | 630,00          | 60,00         
112 | 500,00          | 50,00         
113 | 900,00          | 70,00         
114 | 470,00          | 40,00         
115 | 500,00          | 40,00         
116 | 600,00          | 50,00         
117 | 1120,00         | 90,00         
118 | 860,00          | 80,00         
119 | 1290,00         | 100,00        
120 | 790,00          | 70,00         
121 | 350,00          | 40,00         
122 | 420,00          | 40,00         
123 | 210,00          | 30,00         
124 | 780,00          | 70,00         
125 | 560,00          | 50,00         
126 | 730,00          | 60,00         
127 | 930,00          | 90,00         
128 | 300,00          | 40,00         
129 | 830,00          | 100,00        
130 | 910,00          | 90,00         
131 | 1240,00         | 100,00        
132 | 720,00          | 90,00         
133 | 430,00          | 50,00         
134 | 650,00          | 50,00         
135 | 1030,00         | 100,00        
136 | 420,00          | 50,00         
137 | 560,00          | 80,00         
138 | 650,00          | 50,00         
139 | 760,00          | 60,00         
140 | 550,00          | 50,00         
141 | 440,00          | 50,00         
142 | 810,00          | 100,00        
143 | 250,00          | 30,00         
144 | 260,00          | 30,00         
145 | 930,00          | 100,00        
146 | 770,00          | 90,00         
147 | 550,00          | 70,00         
148 | 280,00          | 40,00         
149 | 280,00          | 30,00         
150 | 650,00          | 80,00         
151 | 460,00          | 50,00         
152 | 600,00          | 70,00         
153 | 690,00          | 80,00         
154 | 630,00          | 80,00         
155 | 490,00          | 50,00         
156 | 640,00          | 90,00         
157 | 1030,00         | 90,00         
158 | 820,00          | 90,00         
159 | 440,00          | 50,00         
160 | 570,00          | 70,00         
161 | 690,00          | 80,00         
162 | 520,00          | 70,00         
163 | 1030,00         | 90,00         
164 | 1290,00         | 100,00        
165 | 610,00          | 60,00         
166 | 920,00          | 80,00         
167 | 400,00          | 40,00         
168 | 780,00          | 80,00         
169 | 590,00          | 80,00         
170 | 340,00          | 40,00         
171 | 830,00          | 70,00         
172 | 840,00          | 90,00         
173 | 610,00          | 80,00         
174 | 630,00          | 50,00         
175 | 620,00          | 60,00         
176 | 260,00          | 30,00         
177 | 830,00          | 90,00         
178 | 380,00          | 30,00         
179 | 460,00          | 50,00         
180 | 700,00          | 80,00         
181 | 780,00          | 80,00         
182 | 630,00          | 80,00         
183 | 420,00          | 40,00         
184 | 830,00          | 80,00         
185 | 1110,00         | 100,00        
186 | 220,00          | 30,00         
187 | 1290,00         | 100,00        
188 | 360,00          | 40,00         
189 | 900,00          | 70,00         
190 | 330,00          | 30,00         
191 | 810,00          | 90,00         
192 | 480,00          | 60,00         
193 | 310,00          | 40,00         
194 | 370,00          | 30,00         
195 | 510,00          | 50,00         
196 | 230,00          | 30,00         
197 | 560,00          | 60,00         
198 | 620,00          | 60,00         
199 | 690,00          | 80,00         
200 | 450,00          | 40,00         
201 | 470,00          | 40,00         
202 | 730,00          | 70,00         
203 | 630,00          | 80,00         
204 | 410,00          | 40,00         
205 | 510,00          | 60,00         
206 | 710,00          | 100,00        
207 | 230,00          | 30,00         
208 | 760,00          | 70,00         
209 | 960,00          | 80,00         
210 | 300,00          | 30,00         
211 | 590,00          | 50,00         
212 | 690,00          | 60,00         
213 | 1160,00         | 100,00        
214 | 810,00          | 100,00        
215 | 430,00          | 50,00         
216 | 1060,00         | 100,00        
217 | 690,00          | 60,00         
218 | 440,00          | 50,00         
219 | 420,00          | 50,00         
220 | 460,00          | 40,00         
221 | 920,00          | 80,00         
222 | 900,00          | 100,00        
223 | 270,00          | 30,00         
224 | 490,00          | 50,00         
225 | 310,00          | 30,00         
226 | 490,00          | 70,00         
227 | 1040,00         | 80,00         
228 | 440,00          | 40,00         
229 | 450,00          | 40,00         
230 | 840,00          | 80,00         
231 | 700,00          | 80,00         
232 | 220,00          | 30,00         
233 | 710,00          | 80,00         
234 | 600,00          | 60,00         
235 | 660,00          | 80,00         
236 | 480,00          | 40,00         
237 | 790,00          | 70,00         
238 | 810,00          | 100,00        
239 | 760,00          | 60,00         
240 | 220,00          | 30,00         
241 | 420,00          | 50,00         
242 | 340,00          | 40,00         
243 | 330,00          | 40,00         
244 | 600,00          | 70,00         
245 | 540,00          | 70,00         
246 | 470,00          | 60,00         
247 | 370,00          | 30,00         
248 | 950,00          | 100,00        
249 | 370,00          | 40,00         
250 | 300,00          | 40,00         
251 | 970,00          | 90,00         
252 | 710,00          | 90,00         
253 | 760,00          | 70,00         
254 | 420,00          | 60,00         
255 | 900,00          | 70,00         
256 | 750,00          | 80,00         
257 | 1020,00         | 90,00         
258 | 370,00          | 50,00         
259 | 490,00          | 70,00         
260 | 840,00          | 80,00         
261 | 330,00          | 30,00         
262 | 530,00          | 60,00         
263 | 630,00          | 50,00         
264 | 510,00          | 70,00         
265 | 350,00          | 40,00         
266 | 810,00          | 90,00         
267 | 340,00          | 40,00         
268 | 420,00          | 60,00         
269 | 270,00          | 30,00         
270 | 210,00          | 30,00         
271 | 300,00          | 40,00         
272 | 310,00          | 40,00         
273 | 350,00          | 40,00         
274 | 530,00          | 60,00         
275 | 410,00          | 40,00         
276 | 330,00          | 40,00         
277 | 590,00          | 80,00         
278 | 590,00          | 50,00         
279 | 540,00          | 60,00         
280 | 1060,00         | 90,00         
281 | 440,00          | 60,00         
282 | 1190,00         | 100,00        
283 | 1030,00         | 90,00         
284 | 450,00          | 50,00         
285 | 850,00          | 100,00        
286 | 430,00          | 50,00         
287 | 300,00          | 30,00         
288 | 1290,00         | 100,00        
289 | 500,00          | 40,00         
290 | 560,00          | 60,00         
291 | 360,00          | 30,00         
292 | 570,00          | 80,00         
293 | 880,00          | 100,00        
294 | 780,00          | 80,00         
295 | 230,00          | 30,00         
296 | 720,00          | 100,00        
297 | 300,00          | 40,00         
298 | 1060,00         | 90,00         
299 | 260,00          | 30,00         

Clientes (Customers)
ID  | Demanda (di) | Incompatibilidad
----+--------------+-----------------
0   | 9,00         | -               
1   | 14,00        | -               
2   | 8,00         | -               
3   | 5,00         | -               
4   | 6,00         | -               
5   | 20,00        | -               
6   | 18,00        | -               
7   | 12,00        | -               
8   | 9,00         | -               
9   | 9,00         | -               
10  | 5,00         | -               
11  | 10,00        | -               
12  | 8,00         | -               
13  | 18,00        | -               
14  | 20,00        | -               
15  | 16,00        | -               
16  | 15,00        | -               
17  | 20,00        | -               
18  | 12,00        | -               
19  | 18,00        | -               
20  | 11,00        | -               
21  | 17,00        | -               
22  | 17,00        | -               
23  | 20,00        | -               
24  | 18,00        | -               
25  | 7,00         | -               
26  | 14,00        | -               
27  | 11,00        | -               
28  | 15,00        | -               
29  | 7,00         | -               
30  | 5,00         | -               
31  | 17,00        | -               
32  | 17,00        | -               
33  | 18,00        | -               
34  | 13,00        | -               
35  | 14,00        | -               
36  | 8,00         | -               
37  | 9,00         | -               
38  | 9,00         | -               
39  | 11,00        | -               
40  | 17,00        | -               
41  | 6,00         | -               
42  | 18,00        | -               
43  | 13,00        | -               
44  | 15,00        | -               
45  | 18,00        | -               
46  | 18,00        | -               
47  | 20,00        | -               
48  | 18,00        | -               
49  | 17,00        | -               
50  | 15,00        | -               
51  | 20,00        | -               
52  | 12,00        | -               
53  | 11,00        | -               
54  | 19,00        | -               
55  | 19,00        | -               
56  | 10,00        | -               
57  | 11,00        | -               
58  | 8,00         | -               
59  | 6,00         | -               
60  | 20,00        | -               
61  | 8,00         | -               
62  | 10,00        | -               
63  | 18,00        | -               
64  | 19,00        | -               
65  | 18,00        | -               
66  | 20,00        | -               
67  | 15,00        | -               
68  | 11,00        | -               
69  | 15,00        | -               
70  | 10,00        | -               
71  | 6,00         | -               
72  | 7,00         | -               
73  | 16,00        | -               
74  | 12,00        | -               
75  | 12,00        | -               
76  | 16,00        | -               
77  | 13,00        | -               
78  | 6,00         | -               
79  | 15,00        | -               
80  | 8,00         | -               
81  | 11,00        | -               
82  | 9,00         | -               
83  | 20,00        | -               
84  | 19,00        | -               
85  | 17,00        | -               
86  | 6,00         | -               
87  | 5,00         | -               
88  | 9,00         | -               
89  | 18,00        | -               
90  | 20,00        | -               
91  | 12,00        | -               
92  | 13,00        | -               
93  | 14,00        | -               
94  | 6,00         | -               
95  | 6,00         | -               
96  | 11,00        | -               
97  | 13,00        | -               
98  | 14,00        | -               
99  | 15,00        | -               
100 | 9,00         | -               
101 | 6,00         | -               
102 | 6,00         | -               
103 | 9,00         | -               
104 | 19,00        | -               
105 | 14,00        | -               
106 | 12,00        | -               
107 | 14,00        | -               
108 | 15,00        | -               
109 | 15,00        | -               
110 | 9,00         | -               
111 | 12,00        | -               
112 | 18,00        | -               
113 | 18,00        | -               
114 | 16,00        | -               
115 | 18,00        | -               
116 | 17,00        | -               
117 | 12,00        | -               
118 | 6,00         | -               
119 | 15,00        | -               
120 | 20,00        | -               
121 | 13,00        | -               
122 | 8,00         | -               
123 | 10,00        | -               
124 | 11,00        | -               
125 | 12,00        | -               
126 | 7,00         | -               
127 | 12,00        | -               
128 | 11,00        | -               
129 | 19,00        | -               
130 | 9,00         | -               
131 | 15,00        | -               
132 | 6,00         | -               
133 | 13,00        | -               
134 | 6,00         | -               
135 | 6,00         | -               
136 | 5,00         | -               
137 | 6,00         | -               
138 | 11,00        | -               
139 | 14,00        | -               
140 | 5,00         | -               
141 | 13,00        | -               
142 | 8,00         | -               
143 | 5,00         | -               
144 | 16,00        | -               
145 | 5,00         | -               
146 | 19,00        | -               
147 | 13,00        | -               
148 | 9,00         | -               
149 | 18,00        | -               
150 | 15,00        | -               
151 | 8,00         | -               
152 | 8,00         | -               
153 | 14,00        | -               
154 | 14,00        | -               
155 | 8,00         | -               
156 | 16,00        | -               
157 | 12,00        | -               
158 | 12,00        | -               
159 | 11,00        | -               
160 | 20,00        | -               
161 | 7,00         | -               
162 | 7,00         | -               
163 | 5,00         | -               
164 | 6,00         | -               
165 | 13,00        | -               
166 | 9,00         | -               
167 | 13,00        | -               
168 | 13,00        | -               
169 | 16,00        | -               
170 | 18,00        | -               
171 | 15,00        | -               
172 | 14,00        | -               
173 | 14,00        | -               
174 | 7,00         | -               
175 | 8,00         | -               
176 | 17,00        | -               
177 | 8,00         | -               
178 | 12,00        | -               
179 | 11,00        | -               
180 | 11,00        | -               
181 | 6,00         | -               
182 | 8,00         | -               
183 | 9,00         | -               
184 | 19,00        | -               
185 | 5,00         | -               
186 | 14,00        | -               
187 | 12,00        | -               
188 | 19,00        | -               
189 | 12,00        | -               
190 | 20,00        | -               
191 | 6,00         | -               
192 | 20,00        | -               
193 | 14,00        | -               
194 | 9,00         | -               
195 | 15,00        | -               
196 | 11,00        | -               
197 | 13,00        | -               
198 | 10,00        | -               
199 | 20,00        | -               
200 | 10,00        | -               
201 | 17,00        | -               
202 | 8,00         | -               
203 | 18,00        | -               
204 | 9,00         | -               
205 | 16,00        | -               
206 | 18,00        | -               
207 | 9,00         | -               
208 | 12,00        | -               
209 | 10,00        | -               
210 | 11,00        | -               
211 | 18,00        | -               
212 | 6,00         | -               
213 | 15,00        | -               
214 | 19,00        | -               
215 | 18,00        | -               
216 | 9,00         | -               
217 | 15,00        | -               
218 | 8,00         | -               
219 | 15,00        | -               
220 | 9,00         | -               
221 | 8,00         | -               
222 | 14,00        | -               
223 | 14,00        | -               
224 | 20,00        | -               
225 | 19,00        | -               
226 | 18,00        | -               
227 | 6,00         | -               
228 | 11,00        | -               
229 | 20,00        | -               
230 | 19,00        | -               
231 | 8,00         | -               
232 | 19,00        | -               
233 | 13,00        | -               
234 | 11,00        | -               
235 | 11,00        | -               
236 | 15,00        | -               
237 | 18,00        | -               
238 | 15,00        | -               
239 | 19,00        | -               
240 | 19,00        | -               
241 | 11,00        | -               
242 | 15,00        | -               
243 | 10,00        | -               
244 | 7,00         | -               
245 | 10,00        | -               
246 | 5,00         | -               
247 | 12,00        | -               
248 | 10,00        | -               
249 | 13,00        | -               
250 | 11,00        | -               
251 | 15,00        | -               
252 | 7,00         | -               
253 | 17,00        | -               
254 | 14,00        | -               
255 | 11,00        | -               
256 | 8,00         | -               
257 | 10,00        | -               
258 | 18,00        | -               
259 | 11,00        | -               
260 | 8,00         | -               
261 | 15,00        | -               
262 | 10,00        | -               
263 | 10,00        | -               
264 | 9,00         | -               
265 | 7,00         | -               
266 | 15,00        | -               
267 | 14,00        | -               
268 | 14,00        | -               
269 | 16,00        | -               
270 | 17,00        | -               
271 | 14,00        | -               
272 | 9,00         | -               
273 | 18,00        | -               
274 | 15,00        | -               
275 | 6,00         | -               
276 | 6,00         | -               
277 | 16,00        | -               
278 | 11,00        | -               
279 | 13,00        | -               
280 | 14,00        | -               
281 | 11,00        | -               
282 | 17,00        | -               
283 | 10,00        | -               
284 | 13,00        | -               
285 | 5,00         | -               
286 | 16,00        | -               
287 | 12,00        | -               
288 | 16,00        | -               
289 | 19,00        | -               
290 | 13,00        | -               
291 | 9,00         | -               
292 | 9,00         | -               
293 | 19,00        | -               
294 | 14,00        | -               
295 | 8,00         | -               
296 | 19,00        | -               
297 | 9,00         | -               
298 | 9,00         | -               
299 | 13,00        | -               
300 | 8,00         | -               
301 | 19,00        | -               
302 | 14,00        | -               
303 | 5,00         | -               
304 | 10,00        | -               
305 | 9,00         | -               
306 | 14,00        | -               
307 | 12,00        | -               
308 | 18,00        | -               
309 | 18,00        | -               
310 | 7,00         | -               
311 | 19,00        | -               
312 | 11,00        | -               
313 | 16,00        | -               
314 | 20,00        | -               
315 | 19,00        | -               
316 | 12,00        | -               
317 | 14,00        | -               
318 | 5,00         | -               
319 | 17,00        | -               
320 | 10,00        | -               
321 | 14,00        | -               
322 | 18,00        | -               
323 | 19,00        | -               
324 | 7,00         | -               
325 | 10,00        | -               
326 | 13,00        | -               
327 | 12,00        | -               
328 | 11,00        | -               
329 | 10,00        | -               
330 | 20,00        | -               
331 | 8,00         | -               
332 | 5,00         | -               
333 | 16,00        | -               
334 | 6,00         | -               
335 | 19,00        | -               
336 | 9,00         | -               
337 | 6,00         | -               
338 | 8,00         | -               
339 | 6,00         | -               
340 | 16,00        | -               
341 | 17,00        | -               
342 | 18,00        | -               
343 | 15,00        | -               
344 | 14,00        | -               
345 | 11,00        | -               
346 | 6,00         | -               
347 | 17,00        | -               
348 | 13,00        | -               
349 | 13,00        | -               
350 | 7,00         | -               
351 | 15,00        | -               
352 | 15,00        | -               
353 | 16,00        | -               
354 | 16,00        | -               
355 | 18,00        | -               
356 | 12,00        | -               
357 | 18,00        | -               
358 | 17,00        | -               
359 | 13,00        | -               
360 | 9,00         | -               
361 | 8,00         | -               
362 | 20,00        | -               
363 | 13,00        | -               
364 | 12,00        | -               
365 | 10,00        | -               
366 | 11,00        | -               
367 | 20,00        | -               
368 | 20,00        | -               
369 | 19,00        | -               
370 | 11,00        | -               
371 | 18,00        | -               
372 | 9,00         | -               
373 | 19,00        | -               
374 | 15,00        | -               
375 | 5,00         | -               
376 | 6,00         | -               
377 | 13,00        | -               
378 | 7,00         | -               
379 | 20,00        | -               
380 | 20,00        | -               
381 | 6,00         | -               
382 | 16,00        | -               
383 | 12,00        | -               
384 | 6,00         | -               
385 | 6,00         | -               
386 | 17,00        | -               
387 | 18,00        | -               
388 | 20,00        | -               
389 | 17,00        | -               
390 | 20,00        | -               
391 | 19,00        | -               
392 | 6,00         | -               
393 | 8,00         | -               
394 | 9,00         | -               
395 | 13,00        | -               
396 | 14,00        | -               
397 | 6,00         | -               
398 | 6,00         | -               
399 | 7,00         | -               
400 | 17,00        | -               
401 | 18,00        | -               
402 | 17,00        | -               
403 | 17,00        | -               
404 | 5,00         | -               
405 | 10,00        | -               
406 | 13,00        | -               
407 | 10,00        | -               
408 | 6,00         | -               
409 | 11,00        | -               
410 | 10,00        | -               
411 | 6,00         | -               
412 | 10,00        | -               
413 | 9,00         | -               
414 | 6,00         | -               
415 | 6,00         | -               
416 | 16,00        | -               
417 | 19,00        | -               
418 | 11,00        | -               
419 | 13,00        | -               
420 | 12,00        | -               
421 | 20,00        | -               
422 | 6,00         | -               
423 | 14,00        | -               
424 | 17,00        | -               
425 | 8,00         | -               
426 | 11,00        | -               
427 | 20,00        | -               
428 | 9,00         | -               
429 | 20,00        | -               
430 | 6,00         | -               
431 | 20,00        | -               
432 | 7,00         | -               
433 | 9,00         | -               
434 | 20,00        | -               
435 | 15,00        | -               
436 | 14,00        | -               
437 | 7,00         | -               
438 | 5,00         | -               
439 | 20,00        | -               
440 | 6,00         | -               
441 | 17,00        | -               
442 | 6,00         | -               
443 | 6,00         | -               
444 | 14,00        | -               
445 | 9,00         | -               
446 | 10,00        | -               
447 | 6,00         | -               
448 | 12,00        | -               
449 | 20,00        | -               
450 | 13,00        | -               
451 | 20,00        | -               
452 | 20,00        | -               
453 | 15,00        | -               
454 | 12,00        | -               
455 | 12,00        | -               
456 | 19,00        | -               
457 | 10,00        | -               
458 | 9,00         | -               
459 | 7,00         | -               
460 | 20,00        | -               
461 | 6,00         | -               
462 | 17,00        | -               
463 | 14,00        | -               
464 | 11,00        | -               
465 | 20,00        | -               
466 | 17,00        | -               
467 | 14,00        | -               
468 | 17,00        | -               
469 | 18,00        | -               
470 | 5,00         | -               
471 | 6,00         | -               
472 | 12,00        | -               
473 | 20,00        | -               
474 | 6,00         | -               
475 | 15,00        | -               
476 | 6,00         | -               
477 | 6,00         | -               
478 | 7,00         | -               
479 | 18,00        | -               
480 | 8,00         | -               
481 | 15,00        | -               
482 | 16,00        | -               
483 | 18,00        | -               
484 | 20,00        | -               
485 | 14,00        | -               
486 | 14,00        | -               
487 | 11,00        | -               
488 | 11,00        | -               
489 | 13,00        | -               
490 | 7,00         | -               
491 | 18,00        | -               
492 | 19,00        | -               
493 | 12,00        | -               
494 | 17,00        | -               
495 | 11,00        | -               
496 | 13,00        | -               
497 | 10,00        | -               
498 | 11,00        | -               
499 | 17,00        | -               
500 | 8,00         | -               
501 | 11,00        | -               
502 | 7,00         | -               
503 | 8,00         | -               
504 | 11,00        | -               
505 | 9,00         | -               
506 | 15,00        | -               
507 | 16,00        | -               
508 | 12,00        | -               
509 | 16,00        | -               
510 | 7,00         | -               
511 | 16,00        | -               
512 | 19,00        | -               
513 | 8,00         | -               
514 | 20,00        | -               
515 | 5,00         | -               
516 | 16,00        | -               
517 | 8,00         | -               
518 | 20,00        | -               
519 | 18,00        | -               
520 | 14,00        | -               
521 | 6,00         | -               
522 | 20,00        | -               
523 | 7,00         | -               
524 | 19,00        | -               
525 | 6,00         | -               
526 | 11,00        | -               
527 | 13,00        | -               
528 | 18,00        | -               
529 | 6,00         | -               
530 | 6,00         | -               
531 | 12,00        | -               
532 | 12,00        | -               
533 | 17,00        | -               
534 | 11,00        | -               
535 | 13,00        | -               
536 | 7,00         | -               
537 | 15,00        | -               
538 | 16,00        | -               
539 | 20,00        | -               
540 | 16,00        | -               
541 | 16,00        | -               
542 | 5,00         | -               
543 | 17,00        | -               
544 | 12,00        | -               
545 | 11,00        | -               
546 | 12,00        | -               
547 | 8,00         | -               
548 | 10,00        | -               
549 | 7,00         | -               
550 | 9,00         | -               
551 | 9,00         | -               
552 | 7,00         | -               
553 | 10,00        | -               
554 | 15,00        | -               
555 | 20,00        | -               
556 | 12,00        | -               
557 | 14,00        | -               
558 | 7,00         | -               
559 | 20,00        | -               
560 | 14,00        | -               
561 | 13,00        | -               
562 | 8,00         | -               
563 | 17,00        | -               
564 | 17,00        | -               
565 | 13,00        | -               
566 | 7,00         | -               
567 | 18,00        | -               
568 | 8,00         | -               
569 | 6,00         | -               
570 | 14,00        | -               
571 | 14,00        | -               
572 | 5,00         | -               
573 | 10,00        | -               
574 | 16,00        | -               
575 | 15,00        | -               
576 | 15,00        | -               
577 | 16,00        | -               
578 | 10,00        | -               
579 | 5,00         | -               
580 | 9,00         | -               
581 | 12,00        | -               
582 | 11,00        | -               
583 | 11,00        | -               
584 | 20,00        | -               
585 | 6,00         | -               
586 | 11,00        | -               
587 | 13,00        | -               
588 | 12,00        | -               
589 | 5,00         | -               
590 | 5,00         | -               
591 | 19,00        | -               
592 | 8,00         | -               
593 | 7,00         | -               
594 | 19,00        | -               
595 | 13,00        | -               
596 | 17,00        | -               
597 | 14,00        | -               
598 | 5,00         | -               
599 | 7,00         | -               
600 | 9,00         | -               
601 | 8,00         | -               
602 | 18,00        | -               
603 | 11,00        | -               
604 | 5,00         | -               
605 | 12,00        | -               
606 | 16,00        | -               
607 | 8,00         | -               
608 | 9,00         | -               
609 | 9,00         | -               
610 | 9,00         | -               
611 | 17,00        | -               
612 | 16,00        | -               
613 | 9,00         | -               
614 | 7,00         | -               
615 | 5,00         | -               
616 | 18,00        | -               
617 | 14,00        | -               
618 | 16,00        | -               
619 | 11,00        | -               
620 | 14,00        | -               
621 | 5,00         | -               
622 | 14,00        | -               
623 | 11,00        | -               
624 | 9,00         | -               
625 | 8,00         | -               
626 | 17,00        | -               
627 | 17,00        | -               
628 | 20,00        | -               
629 | 7,00         | -               
630 | 6,00         | -               
631 | 6,00         | -               
632 | 6,00         | -               
633 | 14,00        | -               
634 | 8,00         | -               
635 | 6,00         | -               
636 | 17,00        | -               
637 | 18,00        | -               
638 | 20,00        | -               
639 | 12,00        | -               
640 | 13,00        | -               
641 | 7,00         | -               
642 | 9,00         | -               
643 | 20,00        | -               
644 | 20,00        | -               
645 | 14,00        | -               
646 | 16,00        | -               
647 | 11,00        | -               
648 | 18,00        | -               
649 | 20,00        | -               
650 | 9,00         | -               
651 | 17,00        | -               
652 | 20,00        | -               
653 | 9,00         | -               
654 | 20,00        | -               
655 | 6,00         | -               
656 | 14,00        | -               
657 | 8,00         | -               
658 | 13,00        | -               
659 | 19,00        | -               
660 | 19,00        | -               
661 | 5,00         | -               
662 | 8,00         | -               
663 | 11,00        | -               
664 | 18,00        | -               
665 | 10,00        | -               
666 | 5,00         | -               
667 | 8,00         | -               
668 | 13,00        | -               
669 | 19,00        | -               
670 | 17,00        | -               
671 | 5,00         | -               
672 | 11,00        | -               
673 | 7,00         | -               
674 | 6,00         | -               
675 | 14,00        | -               
676 | 5,00         | -               
677 | 9,00         | -               
678 | 18,00        | -               
679 | 8,00         | -               
680 | 15,00        | -               
681 | 14,00        | -               
682 | 6,00         | -               
683 | 12,00        | -               
684 | 6,00         | -               
685 | 20,00        | -               
686 | 19,00        | -               
687 | 11,00        | -               
688 | 7,00         | -               
689 | 5,00         | -               
690 | 9,00         | -               
691 | 16,00        | -               
692 | 15,00        | -               
693 | 17,00        | -               
694 | 10,00        | -               
695 | 11,00        | -               
696 | 12,00        | -               
697 | 10,00        | -               
698 | 5,00         | -               
699 | 5,00         | -               
700 | 11,00        | -               
701 | 15,00        | -               
702 | 8,00         | -               
703 | 15,00        | -               
704 | 11,00        | -               
