
--- TABLA 6: VERIFICACIÓN DE RESTRICCIONES ---
Capacidad
Instalación     | Carga Total | Capacidad | Estado 
Instalación 62  | 0,00        | 80,00     | ✓OK    
Instalación 63  | 0,00        | 60,00     | ✓OK    
Instalación 64  | 0,00        | 50,00     | ✓OK    
Instalación 65  | 69,00       | 70,00     | ✓OK    
Instalación 66  | 0,00        | 70,00     | ✓OK    
Instalación 67  | 0,00        | 80,00     | ✓OK    
Instalación 68  | 0,00        | 50,00     | ✓OK    
Instalación 69  | 0,00        | 60,00     | ✓OK    
Instalación 70  | 0,00        | 90,00     | ✓OK    
Instalación 71  | 57,00       | 60,00     | ✓OK    
Instalación 72  | 90,00       | 90,00     | ✓Límite
Instalación 73  | 58,00       | 60,00     | ✓OK    
Instalación 74  | 67,00       | 70,00     | ✓OK    
Instalación 75  | 75,00       | 80,00     | ✓OK    
Instalación 76  | 28,00       | 30,00     | ✓OK    
Instalación 77  | 0,00        | 60,00     | ✓OK    
Instalación 78  | 78,00       | 80,00     | ✓OK    
Instalación 79  | 0,00        | 30,00     | ✓OK    
Instalación 80  | 0,00        | 100,00    | ✓OK    
Instalación 81  | 0,00        | 40,00     | ✓OK    
Instalación 82  | 0,00        | 90,00     | ✓OK    
Instalación 83  | 30,00       | 30,00     | ✓Límite
Instalación 84  | 0,00        | 100,00    | ✓OK    
Instalación 85  | 56,00       | 60,00     | ✓OK    
Instalación 86  | 89,00       | 90,00     | ✓OK    
Instalación 87  | 49,00       | 50,00     | ✓OK    
Instalación 88  | 40,00       | 40,00     | ✓Límite
Instalación 89  | 0,00        | 100,00    | ✓OK    
Instalación 90  | 40,00       | 40,00     | ✓Límite
Instalación 91  | 0,00        | 90,00     | ✓OK    
Instalación 92  | 69,00       | 70,00     | ✓OK    
Instalación 93  | 0,00        | 70,00     | ✓OK    
Instalación 94  | 0,00        | 80,00     | ✓OK    
Instalación 95  | 60,00       | 60,00     | ✓Límite
Instalación 96  | 59,00       | 60,00     | ✓OK    
Instalación 97  | 0,00        | 30,00     | ✓OK    
Instalación 98  | 0,00        | 30,00     | ✓OK    
Instalación 99  | 0,00        | 70,00     | ✓OK    
Instalación 100 | 60,00       | 60,00     | ✓Límite
Instalación 101 | 60,00       | 60,00     | ✓Límite
Instalación 102 | 0,00        | 70,00     | ✓OK    
Instalación 103 | 39,00       | 40,00     | ✓OK    
Instalación 104 | 49,00       | 50,00     | ✓OK    
Instalación 105 | 0,00        | 70,00     | ✓OK    
Instalación 106 | 0,00        | 70,00     | ✓OK    
Instalación 107 | 60,00       | 60,00     | ✓Límite
Instalación 108 | 0,00        | 90,00     | ✓OK    
Instalación 109 | 0,00        | 80,00     | ✓OK    
Instalación 110 | 81,00       | 90,00     | ✓OK    
Instalación 111 | 0,00        | 60,00     | ✓OK    
Instalación 112 | 0,00        | 50,00     | ✓OK    
Instalación 113 | 0,00        | 70,00     | ✓OK    
Instalación 114 | 39,00       | 40,00     | ✓OK    
Instalación 115 | 0,00        | 40,00     | ✓OK    
Instalación 116 | 0,00        | 50,00     | ✓OK    
Instalación 117 | 0,00        | 90,00     | ✓OK    
Instalación 118 | 0,00        | 80,00     | ✓OK    
Instalación 119 | 0,00        | 100,00    | ✓OK    
Instalación 120 | 0,00        | 70,00     | ✓OK    
Instalación 121 | 33,00       | 40,00     | ✓OK    
Instalación 122 | 0,00        | 40,00     | ✓OK    
Instalación 123 | 28,00       | 30,00     | ✓OK    
Instalación 124 | 65,00       | 70,00     | ✓OK    
Instalación 125 | 0,00        | 50,00     | ✓OK    
Instalación 126 | 0,00        | 60,00     | ✓OK    
Instalación 127 | 0,00        | 90,00     | ✓OK    
Instalación 128 | 40,00       | 40,00     | ✓Límite
Instalación 129 | 0,00        | 100,00    | ✓OK    
Instalación 130 | 90,00       | 90,00     | ✓Límite
Instalación 131 | 99,00       | 100,00    | ✓OK    
Instalación 132 | 81,00       | 90,00     | ✓OK    
Instalación 133 | 0,00        | 50,00     | ✓OK    
Instalación 134 | 0,00        | 50,00     | ✓OK    
Instalación 135 | 0,00        | 100,00    | ✓OK    
Instalación 136 | 50,00       | 50,00     | ✓Límite
Instalación 137 | 77,00       | 80,00     | ✓OK    
Instalación 138 | 0,00        | 50,00     | ✓OK    
Instalación 139 | 0,00        | 60,00     | ✓OK    
Instalación 140 | 48,00       | 50,00     | ✓OK    
Instalación 141 | 0,00        | 50,00     | ✓OK    
Instalación 142 | 99,00       | 100,00    | ✓OK    
Instalación 143 | 0,00        | 30,00     | ✓OK    
Instalación 144 | 28,00       | 30,00     | ✓OK    
Instalación 145 | 0,00        | 100,00    | ✓OK    
Instalación 146 | 87,00       | 90,00     | ✓OK    
Instalación 147 | 66,00       | 70,00     | ✓OK    
Instalación 148 | 38,00       | 40,00     | ✓OK    
Instalación 149 | 28,00       | 30,00     | ✓OK    
Instalación 150 | 77,00       | 80,00     | ✓OK    
Instalación 151 | 48,00       | 50,00     | ✓OK    
Instalación 152 | 0,00        | 70,00     | ✓OK    
Instalación 153 | 74,00       | 80,00     | ✓OK    
Instalación 154 | 80,00       | 80,00     | ✓Límite
Instalación 155 | 0,00        | 50,00     | ✓OK    
Instalación 156 | 88,00       | 90,00     | ✓OK    
Instalación 157 | 0,00        | 90,00     | ✓OK    
Instalación 158 | 88,00       | 90,00     | ✓OK    
Instalación 159 | 46,00       | 50,00     | ✓OK    
Instalación 160 | 66,00       | 70,00     | ✓OK    
Instalación 161 | 0,00        | 80,00     | ✓OK    
Instalación 162 | 63,00       | 70,00     | ✓OK    
Instalación 163 | 0,00        | 90,00     | ✓OK    
Instalación 164 | 100,00      | 100,00    | ✓Límite
Instalación 165 | 0,00        | 60,00     | ✓OK    
Instalación 166 | 0,00        | 80,00     | ✓OK    
Instalación 167 | 38,00       | 40,00     | ✓OK    
Instalación 168 | 0,00        | 80,00     | ✓OK    
Instalación 169 | 0,00        | 80,00     | ✓OK    
Instalación 170 | 0,00        | 40,00     | ✓OK    
Instalación 171 | 0,00        | 70,00     | ✓OK    
Instalación 172 | 89,00       | 90,00     | ✓OK    
Instalación 173 | 76,00       | 80,00     | ✓OK    
Instalación 174 | 0,00        | 50,00     | ✓OK    
Instalación 175 | 58,00       | 60,00     | ✓OK    
Instalación 176 | 0,00        | 30,00     | ✓OK    
Instalación 177 | 0,00        | 90,00     | ✓OK    
Instalación 178 | 0,00        | 30,00     | ✓OK    
Instalación 179 | 49,00       | 50,00     | ✓OK    
Instalación 180 | 80,00       | 80,00     | ✓Límite
Instalación 181 | 79,00       | 80,00     | ✓OK    
Instalación 182 | 0,00        | 80,00     | ✓OK    
Instalación 183 | 0,00        | 40,00     | ✓OK    
Instalación 184 | 68,00       | 80,00     | ✓OK    
Instalación 185 | 0,00        | 100,00    | ✓OK    
Instalación 186 | 30,00       | 30,00     | ✓Límite
Instalación 187 | 0,00        | 100,00    | ✓OK    
Instalación 188 | 36,00       | 40,00     | ✓OK    
Instalación 189 | 0,00        | 70,00     | ✓OK    
Instalación 190 | 30,00       | 30,00     | ✓Límite
Instalación 191 | 85,00       | 90,00     | ✓OK    
Instalación 192 | 57,00       | 60,00     | ✓OK    
Instalación 193 | 39,00       | 40,00     | ✓OK    
Instalación 194 | 0,00        | 30,00     | ✓OK    
Instalación 195 | 49,00       | 50,00     | ✓OK    
Instalación 196 | 29,00       | 30,00     | ✓OK    
Instalación 197 | 60,00       | 60,00     | ✓Límite
Instalación 198 | 0,00        | 60,00     | ✓OK    
Instalación 199 | 72,00       | 80,00     | ✓OK    
Instalación 200 | 39,00       | 40,00     | ✓OK    
Instalación 201 | 0,00        | 40,00     | ✓OK    
Instalación 202 | 0,00        | 70,00     | ✓OK    
Instalación 203 | 0,00        | 80,00     | ✓OK    
Instalación 204 | 40,00       | 40,00     | ✓Límite
Instalación 205 | 0,00        | 60,00     | ✓OK    
Instalación 206 | 0,00        | 100,00    | ✓OK    
Instalación 207 | 30,00       | 30,00     | ✓Límite
Instalación 208 | 0,00        | 70,00     | ✓OK    
Instalación 209 | 0,00        | 80,00     | ✓OK    
Instalación 210 | 28,00       | 30,00     | ✓OK    
Instalación 211 | 0,00        | 50,00     | ✓OK    
Instalación 212 | 0,00        | 60,00     | ✓OK    
Instalación 213 | 0,00        | 100,00    | ✓OK    
Instalación 214 | 0,00        | 100,00    | ✓OK    
Instalación 215 | 0,00        | 50,00     | ✓OK    
Instalación 216 | 0,00        | 100,00    | ✓OK    
Instalación 217 | 0,00        | 60,00     | ✓OK    
Instalación 218 | 50,00       | 50,00     | ✓Límite
Instalación 219 | 49,00       | 50,00     | ✓OK    
Instalación 220 | 40,00       | 40,00     | ✓Límite
Instalación 221 | 0,00        | 80,00     | ✓OK    
Instalación 222 | 100,00      | 100,00    | ✓Límite
Instalación 223 | 23,00       | 30,00     | ✓OK    
Instalación 224 | 48,00       | 50,00     | ✓OK    
Instalación 225 | 0,00        | 30,00     | ✓OK    
Instalación 226 | 66,00       | 70,00     | ✓OK    
Instalación 227 | 0,00        | 80,00     | ✓OK    
Instalación 228 | 0,00        | 40,00     | ✓OK    
Instalación 229 | 0,00        | 40,00     | ✓OK    
Instalación 230 | 76,00       | 80,00     | ✓OK    
Instalación 231 | 78,00       | 80,00     | ✓OK    
Instalación 232 | 30,00       | 30,00     | ✓Límite
Instalación 233 | 0,00        | 80,00     | ✓OK    
Instalación 234 | 0,00        | 60,00     | ✓OK    
Instalación 235 | 0,00        | 80,00     | ✓OK    
Instalación 236 | 39,00       | 40,00     | ✓OK    
Instalación 237 | 0,00        | 70,00     | ✓OK    
Instalación 238 | 100,00      | 100,00    | ✓Límite
Instalación 239 | 0,00        | 60,00     | ✓OK    
Instalación 240 | 0,00        | 30,00     | ✓OK    
Instalación 241 | 49,00       | 50,00     | ✓OK    
Instalación 242 | 40,00       | 40,00     | ✓Límite
Instalación 243 | 40,00       | 40,00     | ✓Límite
Instalación 244 | 0,00        | 70,00     | ✓OK    
Instalación 245 | 69,00       | 70,00     | ✓OK    
Instalación 246 | 57,00       | 60,00     | ✓OK    
Instalación 247 | 0,00        | 30,00     | ✓OK    
Instalación 248 | 100,00      | 100,00    | ✓Límite
Instalación 249 | 37,00       | 40,00     | ✓OK    
Instalación 250 | 35,00       | 40,00     | ✓OK    
Instalación 251 | 0,00        | 90,00     | ✓OK    
Instalación 252 | 80,00       | 90,00     | ✓OK    
Instalación 253 | 0,00        | 70,00     | ✓OK    
Instalación 254 | 58,00       | 60,00     | ✓OK    
Instalación 255 | 0,00        | 70,00     | ✓OK    
Instalación 256 | 78,00       | 80,00     | ✓OK    
Instalación 257 | 0,00        | 90,00     | ✓OK    
Instalación 258 | 50,00       | 50,00     | ✓Límite
Instalación 259 | 54,00       | 70,00     | ✓OK    
Instalación 260 | 0,00        | 80,00     | ✓OK    
Instalación 261 | 0,00        | 30,00     | ✓OK    
Instalación 262 | 59,00       | 60,00     | ✓OK    
Instalación 263 | 0,00        | 50,00     | ✓OK    
Instalación 264 | 63,00       | 70,00     | ✓OK    
Instalación 265 | 39,00       | 40,00     | ✓OK    
Instalación 266 | 0,00        | 90,00     | ✓OK    
Instalación 267 | 39,00       | 40,00     | ✓OK    
Instalación 268 | 59,00       | 60,00     | ✓OK    
Instalación 269 | 29,00       | 30,00     | ✓OK    
Instalación 270 | 30,00       | 30,00     | ✓Límite
Instalación 271 | 0,00        | 40,00     | ✓OK    
Instalación 272 | 40,00       | 40,00     | ✓Límite
Instalación 273 | 35,00       | 40,00     | ✓OK    
Instalación 274 | 53,00       | 60,00     | ✓OK    
Instalación 275 | 34,00       | 40,00     | ✓OK    
Instalación 276 | 0,00        | 40,00     | ✓OK    
Instalación 277 | 80,00       | 80,00     | ✓Límite
Instalación 278 | 0,00        | 50,00     | ✓OK    
Instalación 279 | 0,00        | 60,00     | ✓OK    
Instalación 280 | 0,00        | 90,00     | ✓OK    
Instalación 281 | 60,00       | 60,00     | ✓Límite
Instalación 282 | 0,00        | 100,00    | ✓OK    
Instalación 283 | 90,00       | 90,00     | ✓Límite
Instalación 284 | 0,00        | 50,00     | ✓OK    
Instalación 285 | 76,00       | 100,00    | ✓OK    
Instalación 286 | 50,00       | 50,00     | ✓Límite
Instalación 287 | 28,00       | 30,00     | ✓OK    
Instalación 288 | 0,00        | 100,00    | ✓OK    
Instalación 289 | 31,00       | 40,00     | ✓OK    
Instalación 290 | 0,00        | 60,00     | ✓OK    
Instalación 291 | 0,00        | 30,00     | ✓OK    
Instalación 292 | 78,00       | 80,00     | ✓OK    
Instalación 293 | 0,00        | 100,00    | ✓OK    
Instalación 294 | 77,00       | 80,00     | ✓OK    
Instalación 295 | 27,00       | 30,00     | ✓OK    
Instalación 296 | 0,00        | 100,00    | ✓OK    
Instalación 297 | 39,00       | 40,00     | ✓OK    
Instalación 298 | 0,00        | 90,00     | ✓OK    
Instalación 299 | 26,00       | 30,00     | ✓OK    

Incompatibilidades
Par incompatible | Estado
-----------------+-------
-                | ✓OK   
