
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
199  | 16,00        | -               
200  | 17,00        | -               
201  | 14,00        | -               
202  | 11,00        | -               
203  | 15,00        | -               
204  | 5,00         | -               
205  | 16,00        | -               
206  | 6,00         | -               
207  | 6,00         | -               
208  | 10,00        | -               
209  | 17,00        | -               
210  | 10,00        | -               
211  | 17,00        | -               
212  | 12,00        | -               
213  | 12,00        | -               
214  | 18,00        | -               
215  | 16,00        | -               
216  | 9,00         | -               
217  | 7,00         | -               
218  | 18,00        | -               
219  | 15,00        | -               
220  | 16,00        | -               
221  | 5,00         | -               
222  | 14,00        | -               
223  | 11,00        | -               
224  | 16,00        | -               
225  | 13,00        | -               
226  | 14,00        | -               
227  | 14,00        | -               
228  | 15,00        | -               
229  | 14,00        | -               
230  | 6,00         | -               
231  | 6,00         | -               
232  | 8,00         | -               
233  | 15,00        | -               
234  | 15,00        | -               
235  | 20,00        | -               
236  | 13,00        | -               
237  | 12,00        | -               
238  | 10,00        | -               
239  | 10,00        | -               
240  | 16,00        | -               
241  | 9,00         | -               
242  | 15,00        | -               
243  | 18,00        | -               
244  | 14,00        | -               
245  | 11,00        | -               
246  | 20,00        | -               
247  | 5,00         | -               
248  | 11,00        | -               
249  | 5,00         | -               
250  | 15,00        | -               
251  | 12,00        | -               
252  | 7,00         | -               
253  | 13,00        | -               
254  | 12,00        | -               
255  | 10,00        | -               
256  | 13,00        | -               
257  | 9,00         | -               
258  | 7,00         | -               
259  | 19,00        | -               
260  | 12,00        | -               
261  | 20,00        | -               
262  | 13,00        | -               
263  | 13,00        | -               
264  | 18,00        | -               
265  | 18,00        | -               
266  | 7,00         | -               
267  | 12,00        | -               
268  | 11,00        | -               
269  | 19,00        | -               
270  | 13,00        | -               
271  | 6,00         | -               
272  | 17,00        | -               
273  | 9,00         | -               
274  | 19,00        | -               
275  | 12,00        | -               
276  | 15,00        | -               
277  | 13,00        | -               
278  | 20,00        | -               
279  | 11,00        | -               
280  | 9,00         | -               
281  | 17,00        | -               
282  | 20,00        | -               
283  | 19,00        | -               
284  | 20,00        | -               
285  | 18,00        | -               
286  | 17,00        | -               
287  | 18,00        | -               
288  | 19,00        | -               
289  | 14,00        | -               
290  | 9,00         | -               
291  | 18,00        | -               
292  | 15,00        | -               
293  | 17,00        | -               
294  | 14,00        | -               
295  | 9,00         | -               
296  | 15,00        | -               
297  | 16,00        | -               
298  | 16,00        | -               
299  | 16,00        | -               
300  | 6,00         | -               
301  | 18,00        | -               
302  | 8,00         | -               
303  | 8,00         | -               
304  | 17,00        | -               
305  | 8,00         | -               
306  | 8,00         | -               
307  | 5,00         | -               
308  | 15,00        | -               
309  | 11,00        | -               
310  | 18,00        | -               
311  | 8,00         | -               
312  | 15,00        | -               
313  | 12,00        | -               
314  | 19,00        | -               
315  | 7,00         | -               
316  | 5,00         | -               
317  | 13,00        | -               
318  | 14,00        | -               
319  | 10,00        | -               
320  | 8,00         | -               
321  | 15,00        | -               
322  | 13,00        | -               
323  | 14,00        | -               
324  | 10,00        | -               
325  | 6,00         | -               
326  | 20,00        | -               
327  | 13,00        | -               
328  | 17,00        | -               
329  | 20,00        | -               
330  | 20,00        | -               
331  | 17,00        | -               
332  | 9,00         | -               
333  | 6,00         | -               
334  | 6,00         | -               
335  | 14,00        | -               
336  | 6,00         | -               
337  | 12,00        | -               
338  | 16,00        | -               
339  | 9,00         | -               
340  | 9,00         | -               
341  | 19,00        | -               
342  | 15,00        | -               
343  | 5,00         | -               
344  | 8,00         | -               
345  | 16,00        | -               
346  | 18,00        | -               
347  | 13,00        | -               
348  | 20,00        | -               
349  | 6,00         | -               
350  | 9,00         | -               
351  | 13,00        | -               
352  | 20,00        | -               
353  | 10,00        | -               
354  | 14,00        | -               
355  | 19,00        | -               
356  | 17,00        | -               
357  | 6,00         | -               
358  | 19,00        | -               
359  | 11,00        | -               
360  | 11,00        | -               
361  | 5,00         | -               
362  | 5,00         | -               
363  | 15,00        | -               
364  | 9,00         | -               
365  | 16,00        | -               
366  | 16,00        | -               
367  | 13,00        | -               
368  | 5,00         | -               
369  | 13,00        | -               
370  | 19,00        | -               
371  | 18,00        | -               
372  | 15,00        | -               
373  | 18,00        | -               
374  | 19,00        | -               
375  | 5,00         | -               
376  | 18,00        | -               
377  | 6,00         | -               
378  | 14,00        | -               
379  | 5,00         | -               
380  | 12,00        | -               
381  | 16,00        | -               
382  | 17,00        | -               
383  | 11,00        | -               
384  | 18,00        | -               
385  | 17,00        | -               
386  | 19,00        | -               
387  | 18,00        | -               
388  | 15,00        | -               
389  | 10,00        | -               
390  | 17,00        | -               
391  | 6,00         | -               
392  | 20,00        | -               
393  | 14,00        | -               
394  | 5,00         | -               
395  | 12,00        | -               
396  | 14,00        | -               
397  | 8,00         | -               
398  | 19,00        | -               
399  | 8,00         | -               
400  | 11,00        | -               
401  | 5,00         | -               
402  | 17,00        | -               
403  | 16,00        | -               
404  | 6,00         | -               
405  | 7,00         | -               
406  | 11,00        | -               
407  | 10,00        | -               
408  | 17,00        | -               
409  | 16,00        | -               
410  | 11,00        | -               
411  | 13,00        | -               
412  | 8,00         | -               
413  | 14,00        | -               
414  | 14,00        | -               
415  | 20,00        | -               
416  | 11,00        | -               
417  | 13,00        | -               
418  | 17,00        | -               
419  | 13,00        | -               
420  | 13,00        | -               
421  | 20,00        | -               
422  | 19,00        | -               
423  | 18,00        | -               
424  | 14,00        | -               
425  | 15,00        | -               
426  | 11,00        | -               
427  | 6,00         | -               
428  | 14,00        | -               
429  | 11,00        | -               
430  | 18,00        | -               
431  | 19,00        | -               
432  | 9,00         | -               
433  | 9,00         | -               
434  | 18,00        | -               
435  | 12,00        | -               
436  | 10,00        | -               
437  | 13,00        | -               
438  | 10,00        | -               
439  | 6,00         | -               
440  | 5,00         | -               
441  | 11,00        | -               
442  | 13,00        | -               
443  | 16,00        | -               
444  | 13,00        | -               
445  | 14,00        | -               
446  | 7,00         | -               
447  | 13,00        | -               
448  | 7,00         | -               
449  | 20,00        | -               
450  | 12,00        | -               
451  | 14,00        | -               
452  | 13,00        | -               
453  | 18,00        | -               
454  | 8,00         | -               
455  | 12,00        | -               
456  | 13,00        | -               
457  | 7,00         | -               
458  | 15,00        | -               
459  | 12,00        | -               
460  | 5,00         | -               
461  | 10,00        | -               
462  | 19,00        | -               
463  | 8,00         | -               
464  | 9,00         | -               
465  | 14,00        | -               
466  | 6,00         | -               
467  | 18,00        | -               
468  | 20,00        | -               
469  | 19,00        | -               
470  | 19,00        | -               
471  | 10,00        | -               
472  | 20,00        | -               
473  | 6,00         | -               
474  | 6,00         | -               
475  | 10,00        | -               
476  | 15,00        | -               
477  | 10,00        | -               
478  | 13,00        | -               
479  | 10,00        | -               
480  | 5,00         | -               
481  | 5,00         | -               
482  | 16,00        | -               
483  | 10,00        | -               
484  | 6,00         | -               
485  | 12,00        | -               
486  | 16,00        | -               
487  | 9,00         | -               
488  | 17,00        | -               
489  | 7,00         | -               
490  | 9,00         | -               
491  | 13,00        | -               
492  | 12,00        | -               
493  | 9,00         | -               
494  | 17,00        | -               
495  | 9,00         | -               
496  | 17,00        | -               
497  | 15,00        | -               
498  | 13,00        | -               
499  | 8,00         | -               
500  | 19,00        | -               
501  | 17,00        | -               
502  | 18,00        | -               
503  | 19,00        | -               
504  | 16,00        | -               
505  | 10,00        | -               
506  | 9,00         | -               
507  | 6,00         | -               
508  | 17,00        | -               
509  | 8,00         | -               
510  | 15,00        | -               
511  | 17,00        | -               
512  | 7,00         | -               
513  | 16,00        | -               
514  | 19,00        | -               
515  | 14,00        | -               
516  | 19,00        | -               
517  | 7,00         | -               
518  | 19,00        | -               
519  | 5,00         | -               
520  | 16,00        | -               
521  | 12,00        | -               
522  | 10,00        | -               
523  | 7,00         | -               
524  | 11,00        | -               
525  | 5,00         | -               
526  | 5,00         | -               
527  | 13,00        | -               
528  | 13,00        | -               
529  | 7,00         | -               
530  | 15,00        | -               
531  | 20,00        | -               
532  | 12,00        | -               
533  | 13,00        | -               
534  | 20,00        | -               
535  | 15,00        | -               
536  | 18,00        | -               
537  | 20,00        | -               
538  | 19,00        | -               
539  | 18,00        | -               
540  | 7,00         | -               
541  | 14,00        | -               
542  | 12,00        | -               
543  | 12,00        | -               
544  | 5,00         | -               
545  | 14,00        | -               
546  | 8,00         | -               
547  | 20,00        | -               
548  | 7,00         | -               
549  | 15,00        | -               
550  | 20,00        | -               
551  | 10,00        | -               
552  | 6,00         | -               
553  | 9,00         | -               
554  | 11,00        | -               
555  | 19,00        | -               
556  | 6,00         | -               
557  | 9,00         | -               
558  | 19,00        | -               
559  | 14,00        | -               
560  | 13,00        | -               
561  | 19,00        | -               
562  | 8,00         | -               
563  | 12,00        | -               
564  | 17,00        | -               
565  | 7,00         | -               
566  | 12,00        | -               
567  | 8,00         | -               
568  | 14,00        | -               
569  | 15,00        | -               
570  | 15,00        | -               
571  | 18,00        | -               
572  | 17,00        | -               
573  | 11,00        | -               
574  | 8,00         | -               
575  | 18,00        | -               
576  | 20,00        | -               
577  | 17,00        | -               
578  | 16,00        | -               
579  | 14,00        | -               
580  | 7,00         | -               
581  | 9,00         | -               
582  | 9,00         | -               
583  | 16,00        | -               
584  | 9,00         | -               
585  | 7,00         | -               
586  | 8,00         | -               
587  | 9,00         | -               
588  | 18,00        | -               
589  | 16,00        | -               
590  | 16,00        | -               
591  | 10,00        | -               
592  | 11,00        | -               
593  | 18,00        | -               
594  | 8,00         | -               
595  | 17,00        | -               
596  | 10,00        | -               
597  | 5,00         | -               
598  | 20,00        | -               
599  | 9,00         | -               
600  | 10,00        | -               
601  | 13,00        | -               
602  | 12,00        | -               
603  | 20,00        | -               
604  | 8,00         | -               
605  | 10,00        | -               
606  | 19,00        | -               
607  | 13,00        | -               
608  | 20,00        | -               
609  | 17,00        | -               
610  | 10,00        | -               
611  | 18,00        | -               
612  | 18,00        | -               
613  | 17,00        | -               
614  | 16,00        | -               
615  | 13,00        | -               
616  | 15,00        | -               
617  | 17,00        | -               
618  | 18,00        | -               
619  | 8,00         | -               
620  | 18,00        | -               
621  | 19,00        | -               
622  | 11,00        | -               
623  | 7,00         | -               
624  | 19,00        | -               
625  | 18,00        | -               
626  | 15,00        | -               
627  | 18,00        | -               
628  | 5,00         | -               
629  | 19,00        | -               
630  | 19,00        | -               
631  | 14,00        | -               
632  | 17,00        | -               
633  | 10,00        | -               
634  | 8,00         | -               
635  | 20,00        | -               
636  | 5,00         | -               
637  | 17,00        | -               
638  | 6,00         | -               
639  | 9,00         | -               
640  | 13,00        | -               
641  | 14,00        | -               
642  | 18,00        | -               
643  | 8,00         | -               
644  | 10,00        | -               
645  | 5,00         | -               
