
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 102 | Instalación 108 | 17,00   | 3,00     | 17,6 %        
Cliente 102 | Instalación 112 | 17,00   | 14,00    | 82,4 %        
Cliente 103 | Instalación 44  | 11,00   | 11,00    | 100,0 %       
Cliente 104 | Instalación 110 | 7,00    | 7,00     | 100,0 %       
Cliente 105 | Instalación 107 | 7,00    | 7,00     | 100,0 %       
Cliente 106 | Instalación 42  | 9,00    | 9,00     | 100,0 %       
Cliente 107 | Instalación 112 | 18,00   | 18,00    | 100,0 %       
Cliente 108 | Instalación 84  | 18,00   | 18,00    | 100,0 %       
Cliente 109 | Instalación 142 | 12,00   | 12,00    | 100,0 %       
Cliente 110 | Instalación 51  | 7,00    | 7,00     | 100,0 %       
Cliente 111 | Instalación 94  | 7,00    | 7,00     | 100,0 %       
Cliente 112 | Instalación 67  | 10,00   | 10,00    | 100,0 %       
Cliente 113 | Instalación 70  | 6,00    | 6,00     | 100,0 %       
Cliente 114 | Instalación 31  | 18,00   | 18,00    | 100,0 %       
Cliente 115 | Instalación 69  | 13,00   | 13,00    | 100,0 %       
Cliente 116 | Instalación 136 | 15,00   | 15,00    | 100,0 %       
Cliente 117 | Instalación 67  | 6,00    | 6,00     | 100,0 %       
Cliente 118 | Instalación 51  | 20,00   | 12,00    | 60,0 %        
Cliente 118 | Instalación 80  | 20,00   | 8,00     | 40,0 %        
Cliente 119 | Instalación 60  | 6,00    | 6,00     | 100,0 %       
Cliente 120 | Instalación 37  | 19,00   | 19,00    | 100,0 %       
Cliente 121 | Instalación 48  | 13,00   | 13,00    | 100,0 %       
Cliente 122 | Instalación 133 | 9,00    | 9,00     | 100,0 %       
Cliente 123 | Instalación 100 | 15,00   | 15,00    | 100,0 %       
Cliente 124 | Instalación 142 | 10,00   | 10,00    | 100,0 %       
Cliente 125 | Instalación 36  | 9,00    | 9,00     | 100,0 %       
Cliente 126 | Instalación 113 | 20,00   | 20,00    | 100,0 %       
Cliente 127 | Instalación 124 | 7,00    | 7,00     | 100,0 %       
Cliente 128 | Instalación 4   | 19,00   | 19,00    | 100,0 %       
Cliente 129 | Instalación 78  | 6,00    | 6,00     | 100,0 %       
Cliente 130 | Instalación 113 | 7,00    | 7,00     | 100,0 %       
Cliente 131 | Instalación 73  | 16,00   | 16,00    | 100,0 %       
Cliente 132 | Instalación 18  | 11,00   | 11,00    | 100,0 %       
Cliente 133 | Instalación 69  | 19,00   | 19,00    | 100,0 %       
Cliente 134 | Instalación 97  | 14,00   | 14,00    | 100,0 %       
Cliente 135 | Instalación 21  | 18,00   | 18,00    | 100,0 %       
Cliente 136 | Instalación 94  | 20,00   | 20,00    | 100,0 %       
Cliente 137 | Instalación 112 | 7,00    | 7,00     | 100,0 %       
Cliente 138 | Instalación 115 | 11,00   | 4,00     | 36,4 %        
Cliente 138 | Instalación 128 | 11,00   | 7,00     | 63,6 %        
Cliente 139 | Instalación 146 | 8,00    | 8,00     | 100,0 %       
Cliente 140 | Instalación 8   | 14,00   | 14,00    | 100,0 %       
Cliente 141 | Instalación 18  | 6,00    | 6,00     | 100,0 %       
Cliente 142 | Instalación 137 | 5,00    | 5,00     | 100,0 %       
Cliente 143 | Instalación 104 | 18,00   | 18,00    | 100,0 %       
Cliente 144 | Instalación 146 | 6,00    | 6,00     | 100,0 %       
Cliente 145 | Instalación 123 | 17,00   | 17,00    | 100,0 %       
Cliente 146 | Instalación 90  | 9,00    | 9,00     | 100,0 %       
Cliente 147 | Instalación 4   | 15,00   | 15,00    | 100,0 %       
Cliente 148 | Instalación 112 | 16,00   | 16,00    | 100,0 %       
Cliente 149 | Instalación 8   | 14,00   | 14,00    | 100,0 %       
Cliente 150 | Instalación 65  | 15,00   | 15,00    | 100,0 %       
Cliente 151 | Instalación 6   | 18,00   | 18,00    | 100,0 %       
Cliente 152 | Instalación 33  | 14,00   | 14,00    | 100,0 %       
Cliente 153 | Instalación 0   | 16,00   | 16,00    | 100,0 %       
Cliente 154 | Instalación 0   | 16,00   | 15,00    | 93,8 %        
Cliente 154 | Instalación 78  | 16,00   | 1,00     | 6,3 %         
Cliente 155 | Instalación 132 | 15,00   | 15,00    | 100,0 %       
Cliente 156 | Instalación 4   | 7,00    | 7,00     | 100,0 %       
Cliente 157 | Instalación 39  | 14,00   | 14,00    | 100,0 %       
Cliente 158 | Instalación 76  | 17,00   | 17,00    | 100,0 %       
Cliente 159 | Instalación 136 | 11,00   | 11,00    | 100,0 %       
Cliente 160 | Instalación 78  | 13,00   | 13,00    | 100,0 %       
Cliente 161 | Instalación 39  | 14,00   | 14,00    | 100,0 %       
Cliente 162 | Instalación 147 | 19,00   | 19,00    | 100,0 %       
Cliente 163 | Instalación 48  | 11,00   | 11,00    | 100,0 %       
Cliente 164 | Instalación 29  | 8,00    | 8,00     | 100,0 %       
Cliente 165 | Instalación 43  | 17,00   | 17,00    | 100,0 %       
Cliente 166 | Instalación 61  | 16,00   | 16,00    | 100,0 %       
Cliente 167 | Instalación 121 | 5,00    | 5,00     | 100,0 %       
Cliente 168 | Instalación 24  | 8,00    | 8,00     | 100,0 %       
Cliente 169 | Instalación 39  | 19,00   | 13,00    | 68,4 %        
Cliente 169 | Instalación 48  | 19,00   | 6,00     | 31,6 %        
Cliente 170 | Instalación 51  | 17,00   | 17,00    | 100,0 %       
Cliente 171 | Instalación 88  | 6,00    | 6,00     | 100,0 %       
Cliente 172 | Instalación 18  | 5,00    | 5,00     | 100,0 %       
Cliente 173 | Instalación 33  | 5,00    | 5,00     | 100,0 %       
Cliente 174 | Instalación 128 | 17,00   | 17,00    | 100,0 %       
Cliente 175 | Instalación 0   | 19,00   | 19,00    | 100,0 %       
Cliente 176 | Instalación 113 | 8,00    | 8,00     | 100,0 %       
Cliente 177 | Instalación 121 | 18,00   | 18,00    | 100,0 %       
Cliente 178 | Instalación 43  | 15,00   | 15,00    | 100,0 %       
Cliente 179 | Instalación 35  | 5,00    | 5,00     | 100,0 %       
Cliente 180 | Instalación 11  | 13,00   | 13,00    | 100,0 %       
Cliente 181 | Instalación 129 | 13,00   | 13,00    | 100,0 %       
Cliente 182 | Instalación 18  | 15,00   | 15,00    | 100,0 %       
Cliente 183 | Instalación 109 | 7,00    | 7,00     | 100,0 %       
Cliente 184 | Instalación 80  | 14,00   | 4,00     | 28,6 %        
Cliente 184 | Instalación 108 | 14,00   | 10,00    | 71,4 %        
Cliente 185 | Instalación 15  | 20,00   | 18,00    | 90,0 %        
Cliente 185 | Instalación 92  | 20,00   | 2,00     | 10,0 %        
Cliente 186 | Instalación 109 | 15,00   | 15,00    | 100,0 %       
Cliente 187 | Instalación 6   | 13,00   | 13,00    | 100,0 %       
Cliente 188 | Instalación 142 | 12,00   | 12,00    | 100,0 %       
Cliente 189 | Instalación 79  | 7,00    | 7,00     | 100,0 %       
Cliente 190 | Instalación 48  | 19,00   | 19,00    | 100,0 %       
Cliente 191 | Instalación 67  | 15,00   | 15,00    | 100,0 %       
Cliente 192 | Instalación 5   | 14,00   | 14,00    | 100,0 %       
Cliente 193 | Instalación 98  | 19,00   | 19,00    | 100,0 %       
Cliente 194 | Instalación 76  | 10,00   | 10,00    | 100,0 %       
Cliente 195 | Instalación 33  | 10,00   | 10,00    | 100,0 %       
Cliente 196 | Instalación 115 | 15,00   | 15,00    | 100,0 %       
Cliente 197 | Instalación 94  | 14,00   | 14,00    | 100,0 %       
Cliente 198 | Instalación 103 | 14,00   | 14,00    | 100,0 %       
Cliente 199 | Instalación 69  | 18,00   | 11,00    | 61,1 %        
Cliente 199 | Instalación 142 | 18,00   | 7,00     | 38,9 %        
Cliente 200 | Instalación 84  | 7,00    | 7,00     | 100,0 %       
Cliente 201 | Instalación 6   | 14,00   | 14,00    | 100,0 %       
Cliente 202 | Instalación 21  | 5,00    | 5,00     | 100,0 %       
Cliente 203 | Instalación 109 | 9,00    | 9,00     | 100,0 %       
Cliente 204 | Instalación 132 | 16,00   | 16,00    | 100,0 %       
Cliente 205 | Instalación 35  | 19,00   | 19,00    | 100,0 %       
Cliente 206 | Instalación 98  | 15,00   | 15,00    | 100,0 %       
Cliente 207 | Instalación 136 | 14,00   | 14,00    | 100,0 %       
Cliente 208 | Instalación 112 | 6,00    | 6,00     | 100,0 %       
Cliente 209 | Instalación 129 | 5,00    | 5,00     | 100,0 %       
Cliente 210 | Instalación 29  | 19,00   | 10,00    | 52,6 %        
Cliente 210 | Instalación 144 | 19,00   | 9,00     | 47,4 %        
Cliente 211 | Instalación 4   | 11,00   | 11,00    | 100,0 %       
Cliente 212 | Instalación 60  | 5,00    | 5,00     | 100,0 %       
Cliente 213 | Instalación 8   | 6,00    | 6,00     | 100,0 %       
Cliente 214 | Instalación 108 | 19,00   | 19,00    | 100,0 %       
Cliente 215 | Instalación 6   | 18,00   | 18,00    | 100,0 %       
Cliente 216 | Instalación 88  | 11,00   | 11,00    | 100,0 %       
Cliente 217 | Instalación 93  | 19,00   | 19,00    | 100,0 %       
Cliente 218 | Instalación 110 | 6,00    | 6,00     | 100,0 %       
Cliente 219 | Instalación 109 | 10,00   | 10,00    | 100,0 %       
Cliente 220 | Instalación 63  | 6,00    | 6,00     | 100,0 %       
Cliente 221 | Instalación 2   | 5,00    | 5,00     | 100,0 %       
Cliente 222 | Instalación 69  | 6,00    | 6,00     | 100,0 %       
Cliente 223 | Instalación 70  | 8,00    | 8,00     | 100,0 %       
Cliente 224 | Instalación 128 | 19,00   | 19,00    | 100,0 %       
Cliente 225 | Instalación 37  | 18,00   | 18,00    | 100,0 %       
Cliente 226 | Instalación 124 | 20,00   | 20,00    | 100,0 %       
Cliente 227 | Instalación 111 | 16,00   | 8,00     | 50,0 %        
Cliente 227 | Instalación 141 | 16,00   | 8,00     | 50,0 %        
Cliente 228 | Instalación 99  | 11,00   | 8,00     | 72,7 %        
Cliente 228 | Instalación 106 | 11,00   | 3,00     | 27,3 %        
Cliente 229 | Instalación 110 | 16,00   | 15,00    | 93,8 %        
Cliente 229 | Instalación 123 | 16,00   | 1,00     | 6,3 %         
Cliente 230 | Instalación 73  | 15,00   | 15,00    | 100,0 %       
Cliente 231 | Instalación 141 | 19,00   | 19,00    | 100,0 %       
Cliente 232 | Instalación 67  | 8,00    | 8,00     | 100,0 %       
Cliente 233 | Instalación 123 | 7,00    | 7,00     | 100,0 %       
Cliente 234 | Instalación 21  | 20,00   | 20,00    | 100,0 %       
Cliente 235 | Instalación 31  | 5,00    | 5,00     | 100,0 %       
Cliente 236 | Instalación 137 | 15,00   | 15,00    | 100,0 %       
Cliente 237 | Instalación 69  | 12,00   | 12,00    | 100,0 %       
Cliente 238 | Instalación 10  | 17,00   | 17,00    | 100,0 %       
Cliente 239 | Instalación 36  | 6,00    | 6,00     | 100,0 %       
Cliente 240 | Instalación 79  | 16,00   | 16,00    | 100,0 %       
Cliente 241 | Instalación 78  | 5,00    | 5,00     | 100,0 %       
Cliente 242 | Instalación 112 | 8,00    | 8,00     | 100,0 %       
Cliente 243 | Instalación 48  | 7,00    | 7,00     | 100,0 %       
Cliente 244 | Instalación 144 | 17,00   | 17,00    | 100,0 %       
Cliente 245 | Instalación 2   | 16,00   | 16,00    | 100,0 %       
Cliente 246 | Instalación 124 | 15,00   | 15,00    | 100,0 %       
Cliente 247 | Instalación 111 | 9,00    | 9,00     | 100,0 %       
Cliente 248 | Instalación 84  | 16,00   | 16,00    | 100,0 %       
Cliente 249 | Instalación 115 | 10,00   | 10,00    | 100,0 %       
Cliente 250 | Instalación 47  | 14,00   | 14,00    | 100,0 %       
Cliente 251 | Instalación 21  | 5,00    | 5,00     | 100,0 %       
Cliente 252 | Instalación 127 | 6,00    | 6,00     | 100,0 %       
Cliente 253 | Instalación 70  | 9,00    | 9,00     | 100,0 %       
Cliente 254 | Instalación 47  | 16,00   | 16,00    | 100,0 %       
Cliente 255 | Instalación 90  | 18,00   | 18,00    | 100,0 %       
Cliente 256 | Instalación 103 | 6,00    | 6,00     | 100,0 %       
Cliente 257 | Instalación 11  | 20,00   | 20,00    | 100,0 %       
Cliente 258 | Instalación 24  | 8,00    | 8,00     | 100,0 %       
Cliente 259 | Instalación 65  | 11,00   | 11,00    | 100,0 %       
Cliente 260 | Instalación 133 | 7,00    | 7,00     | 100,0 %       
Cliente 261 | Instalación 92  | 5,00    | 5,00     | 100,0 %       
Cliente 262 | Instalación 63  | 18,00   | 18,00    | 100,0 %       
Cliente 263 | Instalación 109 | 11,00   | 11,00    | 100,0 %       
Cliente 264 | Instalación 123 | 16,00   | 16,00    | 100,0 %       
Cliente 265 | Instalación 127 | 12,00   | 12,00    | 100,0 %       
Cliente 266 | Instalación 0   | 20,00   | 20,00    | 100,0 %       
Cliente 267 | Instalación 113 | 13,00   | 13,00    | 100,0 %       
Cliente 268 | Instalación 113 | 9,00    | 9,00     | 100,0 %       
Cliente 269 | Instalación 21  | 19,00   | 19,00    | 100,0 %       
Cliente 270 | Instalación 36  | 5,00    | 5,00     | 100,0 %       
Cliente 271 | Instalación 146 | 7,00    | 7,00     | 100,0 %       
Cliente 272 | Instalación 98  | 7,00    | 7,00     | 100,0 %       
Cliente 273 | Instalación 73  | 19,00   | 19,00    | 100,0 %       
Cliente 274 | Instalación 33  | 9,00    | 9,00     | 100,0 %       
Cliente 275 | Instalación 87  | 11,00   | 11,00    | 100,0 %       
Cliente 276 | Instalación 92  | 11,00   | 11,00    | 100,0 %       
Cliente 277 | Instalación 93  | 20,00   | 20,00    | 100,0 %       
Cliente 278 | Instalación 142 | 5,00    | 5,00     | 100,0 %       
Cliente 279 | Instalación 18  | 13,00   | 13,00    | 100,0 %       
Cliente 280 | Instalación 133 | 10,00   | 10,00    | 100,0 %       
Cliente 281 | Instalación 100 | 8,00    | 8,00     | 100,0 %       
Cliente 282 | Instalación 121 | 10,00   | 10,00    | 100,0 %       
Cliente 283 | Instalación 106 | 15,00   | 15,00    | 100,0 %       
Cliente 284 | Instalación 87  | 14,00   | 14,00    | 100,0 %       
Cliente 285 | Instalación 47  | 16,00   | 10,00    | 62,5 %        
Cliente 285 | Instalación 121 | 16,00   | 6,00     | 37,5 %        
Cliente 286 | Instalación 88  | 10,00   | 10,00    | 100,0 %       
Cliente 287 | Instalación 67  | 20,00   | 20,00    | 100,0 %       
Cliente 288 | Instalación 48  | 18,00   | 18,00    | 100,0 %       
Cliente 289 | Instalación 106 | 15,00   | 15,00    | 100,0 %       
Cliente 290 | Instalación 36  | 5,00    | 5,00     | 100,0 %       
Cliente 291 | Instalación 111 | 9,00    | 9,00     | 100,0 %       
Cliente 292 | Instalación 124 | 17,00   | 5,00     | 29,4 %        
Cliente 292 | Instalación 132 | 17,00   | 12,00    | 70,6 %        
Cliente 293 | Instalación 124 | 13,00   | 13,00    | 100,0 %       
Cliente 294 | Instalación 60  | 13,00   | 13,00    | 100,0 %       
Cliente 295 | Instalación 78  | 18,00   | 18,00    | 100,0 %       
Cliente 296 | Instalación 113 | 13,00   | 1,00     | 7,7 %         
Cliente 296 | Instalación 129 | 13,00   | 12,00    | 92,3 %        
Cliente 297 | Instalación 48  | 6,00    | 6,00     | 100,0 %       
Cliente 298 | Instalación 5   | 8,00    | 5,00     | 62,5 %        
Cliente 298 | Instalación 128 | 8,00    | 3,00     | 37,5 %        
Cliente 299 | Instalación 67  | 15,00   | 15,00    | 100,0 %       
Cliente 300 | Instalación 94  | 15,00   | 15,00    | 100,0 %       
Cliente 301 | Instalación 144 | 19,00   | 19,00    | 100,0 %       
Cliente 302 | Instalación 98  | 6,00    | 6,00     | 100,0 %       
Cliente 303 | Instalación 123 | 5,00    | 5,00     | 100,0 %       
Cliente 304 | Instalación 7   | 5,00    | 5,00     | 100,0 %       
Cliente 305 | Instalación 124 | 20,00   | 20,00    | 100,0 %       
Cliente 306 | Instalación 73  | 8,00    | 8,00     | 100,0 %       
Cliente 307 | Instalación 107 | 8,00    | 8,00     | 100,0 %       
Cliente 308 | Instalación 94  | 19,00   | 19,00    | 100,0 %       
Cliente 309 | Instalación 107 | 13,00   | 13,00    | 100,0 %       
Cliente 310 | Instalación 110 | 13,00   | 13,00    | 100,0 %       
Cliente 311 | Instalación 80  | 20,00   | 20,00    | 100,0 %       
Cliente 312 | Instalación 70  | 17,00   | 17,00    | 100,0 %       
Cliente 313 | Instalación 133 | 9,00    | 9,00     | 100,0 %       
Cliente 314 | Instalación 80  | 13,00   | 13,00    | 100,0 %       
Cliente 315 | Instalación 65  | 12,00   | 9,00     | 75,0 %        
Cliente 315 | Instalación 87  | 12,00   | 3,00     | 25,0 %        
Cliente 316 | Instalación 136 | 10,00   | 10,00    | 100,0 %       
Cliente 317 | Instalación 2   | 19,00   | 12,00    | 63,2 %        
Cliente 317 | Instalación 147 | 19,00   | 7,00     | 36,8 %        
Cliente 318 | Instalación 112 | 17,00   | 17,00    | 100,0 %       
Cliente 319 | Instalación 108 | 17,00   | 17,00    | 100,0 %       
Cliente 320 | Instalación 51  | 12,00   | 12,00    | 100,0 %       
Cliente 321 | Instalación 8   | 11,00   | 11,00    | 100,0 %       
Cliente 322 | Instalación 37  | 11,00   | 10,00    | 90,9 %        
Cliente 322 | Instalación 73  | 11,00   | 1,00     | 9,1 %         
Cliente 323 | Instalación 123 | 20,00   | 20,00    | 100,0 %       
Cliente 324 | Instalación 108 | 17,00   | 17,00    | 100,0 %       
Cliente 325 | Instalación 70  | 12,00   | 12,00    | 100,0 %       
Cliente 326 | Instalación 100 | 11,00   | 11,00    | 100,0 %       
Cliente 327 | Instalación 8   | 6,00    | 6,00     | 100,0 %       
Cliente 328 | Instalación 79  | 16,00   | 16,00    | 100,0 %       
Cliente 329 | Instalación 48  | 7,00    | 7,00     | 100,0 %       
Cliente 330 | Instalación 81  | 9,00    | 9,00     | 100,0 %       
Cliente 331 | Instalación 104 | 5,00    | 5,00     | 100,0 %       
Cliente 332 | Instalación 132 | 7,00    | 7,00     | 100,0 %       
Cliente 333 | Instalación 107 | 11,00   | 11,00    | 100,0 %       
Cliente 334 | Instalación 84  | 12,00   | 12,00    | 100,0 %       
Cliente 335 | Instalación 35  | 18,00   | 18,00    | 100,0 %       
Cliente 336 | Instalación 108 | 16,00   | 4,00     | 25,0 %        
Cliente 336 | Instalación 123 | 16,00   | 12,00    | 75,0 %        
Cliente 337 | Instalación 24  | 7,00    | 7,00     | 100,0 %       
Cliente 338 | Instalación 35  | 19,00   | 19,00    | 100,0 %       
Cliente 339 | Instalación 99  | 5,00    | 5,00     | 100,0 %       
Cliente 340 | Instalación 51  | 11,00   | 11,00    | 100,0 %       
Cliente 341 | Instalación 24  | 20,00   | 20,00    | 100,0 %       
Cliente 342 | Instalación 26  | 16,00   | 12,00    | 75,0 %        
Cliente 342 | Instalación 88  | 16,00   | 4,00     | 25,0 %        
Cliente 343 | Instalación 98  | 18,00   | 18,00    | 100,0 %       
Cliente 344 | Instalación 80  | 5,00    | 5,00     | 100,0 %       
