
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
96  | 860,00          | 90,00         
97  | 440,00          | 40,00         
98  | 680,00          | 70,00         
99  | 320,00          | 30,00         
100 | 490,00          | 50,00         
101 | 840,00          | 70,00         
102 | 370,00          | 40,00         
103 | 360,00          | 40,00         
104 | 420,00          | 40,00         
105 | 310,00          | 30,00         
106 | 520,00          | 50,00         
107 | 450,00          | 60,00         
108 | 790,00          | 90,00         
109 | 720,00          | 70,00         
110 | 590,00          | 70,00         
111 | 840,00          | 80,00         
112 | 1140,00         | 100,00        
113 | 760,00          | 70,00         
114 | 370,00          | 40,00         
115 | 330,00          | 30,00         
116 | 680,00          | 60,00         
117 | 560,00          | 50,00         
118 | 650,00          | 50,00         
119 | 1270,00         | 100,00        
120 | 560,00          | 50,00         
121 | 490,00          | 40,00         
122 | 1270,00         | 100,00        
123 | 990,00          | 100,00        
124 | 780,00          | 80,00         
125 | 870,00          | 70,00         
126 | 870,00          | 70,00         
127 | 400,00          | 50,00         
128 | 460,00          | 60,00         
129 | 510,00          | 40,00         
130 | 920,00          | 100,00        
131 | 640,00          | 50,00         
132 | 640,00          | 80,00         
133 | 660,00          | 80,00         
134 | 870,00          | 80,00         
135 | 830,00          | 70,00         
136 | 600,00          | 50,00         
137 | 320,00          | 40,00         
138 | 1100,00         | 90,00         
139 | 1120,00         | 90,00         
140 | 860,00          | 90,00         
141 | 460,00          | 40,00         
142 | 650,00          | 50,00         
143 | 490,00          | 40,00         
144 | 550,00          | 70,00         
145 | 610,00          | 60,00         
146 | 310,00          | 30,00         
147 | 460,00          | 40,00         
148 | 520,00          | 50,00         
149 | 390,00          | 40,00         

Clientes (Customers)
ID  | Demanda (di) | Incompatibilidad
----+--------------+-----------------
0   | 9,00         | -               
1   | 20,00        | -               
2   | 20,00        | -               
3   | 12,00        | -               
4   | 5,00         | -               
5   | 11,00        | -               
6   | 17,00        | -               
7   | 8,00         | -               
8   | 15,00        | -               
9   | 16,00        | -               
10  | 6,00         | -               
11  | 19,00        | -               
12  | 20,00        | -               
13  | 20,00        | -               
14  | 20,00        | -               
15  | 15,00        | -               
16  | 9,00         | -               
17  | 15,00        | -               
18  | 9,00         | -               
19  | 18,00        | -               
20  | 5,00         | -               
21  | 6,00         | -               
22  | 14,00        | -               
23  | 17,00        | -               
24  | 5,00         | -               
25  | 9,00         | -               
26  | 14,00        | -               
27  | 11,00        | -               
28  | 11,00        | -               
29  | 8,00         | -               
30  | 16,00        | -               
31  | 17,00        | -               
32  | 18,00        | -               
33  | 16,00        | -               
34  | 8,00         | -               
35  | 6,00         | -               
36  | 8,00         | -               
37  | 11,00        | -               
38  | 10,00        | -               
39  | 18,00        | -               
40  | 6,00         | -               
41  | 16,00        | -               
42  | 17,00        | -               
43  | 8,00         | -               
44  | 16,00        | -               
45  | 12,00        | -               
46  | 15,00        | -               
47  | 18,00        | -               
48  | 11,00        | -               
49  | 8,00         | -               
50  | 13,00        | -               
51  | 5,00         | -               
52  | 19,00        | -               
53  | 9,00         | -               
54  | 17,00        | -               
55  | 5,00         | -               
56  | 8,00         | -               
57  | 10,00        | -               
58  | 15,00        | -               
59  | 17,00        | -               
60  | 18,00        | -               
61  | 16,00        | -               
62  | 11,00        | -               
63  | 10,00        | -               
64  | 12,00        | -               
65  | 14,00        | -               
66  | 13,00        | -               
67  | 8,00         | -               
68  | 12,00        | -               
69  | 10,00        | -               
70  | 10,00        | -               
71  | 9,00         | -               
72  | 15,00        | -               
73  | 13,00        | -               
74  | 12,00        | -               
75  | 15,00        | -               
76  | 8,00         | -               
77  | 14,00        | -               
78  | 12,00        | -               
79  | 13,00        | -               
80  | 13,00        | -               
81  | 16,00        | -               
82  | 5,00         | -               
83  | 16,00        | -               
84  | 16,00        | -               
85  | 14,00        | -               
86  | 8,00         | -               
87  | 10,00        | -               
88  | 11,00        | -               
89  | 12,00        | -               
90  | 5,00         | -               
91  | 16,00        | -               
92  | 5,00         | -               
93  | 14,00        | -               
94  | 9,00         | -               
95  | 15,00        | -               
96  | 12,00        | -               
97  | 10,00        | -               
98  | 10,00        | -               
99  | 6,00         | -               
100 | 12,00        | -               
101 | 17,00        | -               
102 | 17,00        | -               
103 | 11,00        | -               
104 | 7,00         | -               
105 | 7,00         | -               
106 | 9,00         | -               
107 | 18,00        | -               
108 | 18,00        | -               
109 | 12,00        | -               
110 | 7,00         | -               
111 | 7,00         | -               
112 | 10,00        | -               
113 | 6,00         | -               
114 | 18,00        | -               
115 | 13,00        | -               
116 | 15,00        | -               
117 | 6,00         | -               
118 | 20,00        | -               
119 | 6,00         | -               
120 | 19,00        | -               
121 | 13,00        | -               
122 | 9,00         | -               
123 | 15,00        | -               
124 | 10,00        | -               
125 | 9,00         | -               
126 | 20,00        | -               
127 | 7,00         | -               
128 | 19,00        | -               
129 | 6,00         | -               
130 | 7,00         | -               
131 | 16,00        | -               
132 | 11,00        | -               
133 | 19,00        | -               
134 | 14,00        | -               
135 | 18,00        | -               
136 | 20,00        | -               
137 | 7,00         | -               
138 | 11,00        | -               
139 | 8,00         | -               
140 | 14,00        | -               
141 | 6,00         | -               
142 | 5,00         | -               
143 | 18,00        | -               
144 | 6,00         | -               
145 | 17,00        | -               
146 | 9,00         | -               
147 | 15,00        | -               
148 | 16,00        | -               
149 | 14,00        | -               
150 | 15,00        | -               
151 | 18,00        | -               
152 | 14,00        | -               
153 | 16,00        | -               
154 | 16,00        | -               
155 | 15,00        | -               
156 | 7,00         | -               
157 | 14,00        | -               
158 | 17,00        | -               
159 | 11,00        | -               
160 | 13,00        | -               
161 | 14,00        | -               
162 | 19,00        | -               
163 | 11,00        | -               
164 | 8,00         | -               
165 | 17,00        | -               
166 | 16,00        | -               
167 | 5,00         | -               
168 | 8,00         | -               
169 | 19,00        | -               
170 | 17,00        | -               
171 | 6,00         | -               
172 | 5,00         | -               
173 | 5,00         | -               
174 | 17,00        | -               
175 | 19,00        | -               
176 | 8,00         | -               
177 | 18,00        | -               
178 | 15,00        | -               
179 | 5,00         | -               
180 | 13,00        | -               
181 | 13,00        | -               
182 | 15,00        | -               
183 | 7,00         | -               
184 | 14,00        | -               
185 | 20,00        | -               
186 | 15,00        | -               
187 | 13,00        | -               
188 | 12,00        | -               
189 | 7,00         | -               
190 | 19,00        | -               
191 | 15,00        | -               
192 | 14,00        | -               
193 | 19,00        | -               
194 | 10,00        | -               
195 | 10,00        | -               
196 | 15,00        | -               
197 | 14,00        | -               
198 | 14,00        | -               
199 | 18,00        | -               
200 | 7,00         | -               
201 | 14,00        | -               
202 | 5,00         | -               
203 | 9,00         | -               
204 | 16,00        | -               
205 | 19,00        | -               
206 | 15,00        | -               
207 | 14,00        | -               
208 | 6,00         | -               
209 | 5,00         | -               
210 | 19,00        | -               
211 | 11,00        | -               
212 | 5,00         | -               
213 | 6,00         | -               
214 | 19,00        | -               
215 | 18,00        | -               
216 | 11,00        | -               
217 | 19,00        | -               
218 | 6,00         | -               
219 | 10,00        | -               
220 | 6,00         | -               
221 | 5,00         | -               
222 | 6,00         | -               
223 | 8,00         | -               
224 | 19,00        | -               
225 | 18,00        | -               
226 | 20,00        | -               
227 | 16,00        | -               
228 | 11,00        | -               
229 | 16,00        | -               
230 | 15,00        | -               
231 | 19,00        | -               
232 | 8,00         | -               
233 | 7,00         | -               
234 | 20,00        | -               
235 | 5,00         | -               
236 | 15,00        | -               
237 | 12,00        | -               
238 | 17,00        | -               
239 | 6,00         | -               
240 | 16,00        | -               
241 | 5,00         | -               
242 | 8,00         | -               
243 | 7,00         | -               
244 | 17,00        | -               
245 | 16,00        | -               
246 | 15,00        | -               
247 | 9,00         | -               
248 | 16,00        | -               
249 | 10,00        | -               
250 | 14,00        | -               
251 | 5,00         | -               
252 | 6,00         | -               
253 | 9,00         | -               
254 | 16,00        | -               
255 | 18,00        | -               
256 | 6,00         | -               
257 | 20,00        | -               
258 | 8,00         | -               
259 | 11,00        | -               
260 | 7,00         | -               
261 | 5,00         | -               
262 | 18,00        | -               
263 | 11,00        | -               
264 | 16,00        | -               
265 | 12,00        | -               
266 | 20,00        | -               
267 | 13,00        | -               
268 | 9,00         | -               
269 | 19,00        | -               
270 | 5,00         | -               
271 | 7,00         | -               
272 | 7,00         | -               
273 | 19,00        | -               
274 | 9,00         | -               
275 | 11,00        | -               
276 | 11,00        | -               
277 | 20,00        | -               
278 | 5,00         | -               
279 | 13,00        | -               
280 | 10,00        | -               
281 | 8,00         | -               
282 | 10,00        | -               
283 | 15,00        | -               
284 | 14,00        | -               
285 | 16,00        | -               
286 | 10,00        | -               
287 | 20,00        | -               
288 | 18,00        | -               
289 | 15,00        | -               
290 | 5,00         | -               
291 | 9,00         | -               
292 | 17,00        | -               
293 | 13,00        | -               
294 | 13,00        | -               
295 | 18,00        | -               
296 | 13,00        | -               
297 | 6,00         | -               
298 | 8,00         | -               
299 | 15,00        | -               
300 | 15,00        | -               
301 | 19,00        | -               
302 | 6,00         | -               
303 | 5,00         | -               
304 | 5,00         | -               
305 | 20,00        | -               
306 | 8,00         | -               
307 | 8,00         | -               
308 | 19,00        | -               
309 | 13,00        | -               
310 | 13,00        | -               
311 | 20,00        | -               
312 | 17,00        | -               
313 | 9,00         | -               
314 | 13,00        | -               
315 | 12,00        | -               
316 | 10,00        | -               
317 | 19,00        | -               
318 | 17,00        | -               
319 | 17,00        | -               
320 | 12,00        | -               
321 | 11,00        | -               
322 | 11,00        | -               
323 | 20,00        | -               
324 | 17,00        | -               
325 | 12,00        | -               
326 | 11,00        | -               
327 | 6,00         | -               
328 | 16,00        | -               
329 | 7,00         | -               
330 | 9,00         | -               
331 | 5,00         | -               
332 | 7,00         | -               
333 | 11,00        | -               
334 | 12,00        | -               
335 | 18,00        | -               
336 | 16,00        | -               
337 | 7,00         | -               
338 | 19,00        | -               
339 | 5,00         | -               
340 | 11,00        | -               
341 | 20,00        | -               
342 | 16,00        | -               
343 | 18,00        | -               
344 | 5,00         | -               
