
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID | Coste Fijo (fj) | Capacidad (sj)
34  | 17,00        | -               
35  | 14,00        | -               
36  | 13,00        | -               
37  | 16,00        | -               
38  | 13,00        | -               
39  | 12,00        | -               
40  | 5,00         | -               
41  | 9,00         | -               
42  | 11,00        | -               
43  | 7,00         | -               
44  | 14,00        | -               
45  | 20,00        | -               
46  | 13,00        | -               
47  | 18,00        | -               
48  | 8,00         | -               
49  | 19,00        | -               
50  | 7,00         | -               
51  | 19,00        | -               
52  | 16,00        | -               
53  | 16,00        | -               
54  | 13,00        | -               
55  | 12,00        | -               
56  | 6,00         | -               
57  | 5,00         | -               
58  | 17,00        | -               
59  | 14,00        | -               
60  | 5,00         | -               
61  | 18,00        | -               
62  | 15,00        | -               
63  | 13,00        | -               
64  | 15,00        | -               
65  | 12,00        | -               
66  | 6,00         | -               
67  | 6,00         | -               
68  | 10,00        | -               
69  | 14,00        | -               
70  | 6,00         | -               
71  | 13,00        | -               
72  | 9,00         | -               
73  | 10,00        | -               
74  | 15,00        | -               
75  | 15,00        | -               
76  | 19,00        | -               
77  | 18,00        | -               
78  | 11,00        | -               
79  | 9,00         | -               
80  | 16,00        | -               
81  | 18,00        | -               
82  | 19,00        | -               
83  | 12,00        | -               
84  | 13,00        | -               
85  | 20,00        | -               
86  | 16,00        | -               
87  | 18,00        | -               
88  | 12,00        | -               
89  | 14,00        | -               
90  | 17,00        | -               
91  | 13,00        | -               
92  | 12,00        | -               
93  | 14,00        | -               
94  | 16,00        | -               
95  | 7,00         | -               
96  | 16,00        | -               
97  | 11,00        | -               
98  | 10,00        | -               
99  | 18,00        | -               
100 | 16,00        | -               
101 | 8,00         | -               
102 | 19,00        | -               
103 | 13,00        | -               
104 | 6,00         | -               
105 | 9,00         | -               
106 | 14,00        | -               
107 | 18,00        | -               
108 | 19,00        | -               
109 | 12,00        | -               
110 | 5,00         | -               
111 | 7,00         | -               
112 | 13,00        | -               
113 | 16,00        | -               
114 | 12,00        | -               
115 | 17,00        | -               
116 | 9,00         | -               
117 | 5,00         | -               
118 | 18,00        | -               
119 | 7,00         | -               
120 | 18,00        | -               
121 | 5,00         | -               
122 | 17,00        | -               
123 | 6,00         | -               
124 | 19,00        | -               
125 | 19,00        | -               
126 | 16,00        | -               
127 | 17,00        | -               
128 | 6,00         | -               
129 | 13,00        | -               
130 | 11,00        | -               
131 | 5,00         | -               
132 | 20,00        | -               
133 | 5,00         | -               
134 | 17,00        | -               
135 | 7,00         | -               
136 | 9,00         | -               
137 | 12,00        | -               
138 | 8,00         | -               
139 | 16,00        | -               
140 | 7,00         | -               
141 | 16,00        | -               
142 | 15,00        | -               
143 | 19,00        | -               
144 | 11,00        | -               
145 | 13,00        | -               
146 | 9,00         | -               
147 | 14,00        | -               
148 | 18,00        | -               
149 | 7,00         | -               
150 | 19,00        | -               
151 | 20,00        | -               
152 | 14,00        | -               
153 | 16,00        | -               
154 | 6,00         | -               
155 | 17,00        | -               
156 | 20,00        | -               
157 | 6,00         | -               
158 | 18,00        | -               
159 | 17,00        | -               
160 | 16,00        | -               
161 | 11,00        | -               
162 | 8,00         | -               
163 | 19,00        | -               
164 | 15,00        | -               
165 | 19,00        | -               
166 | 17,00        | -               
167 | 12,00        | -               
168 | 11,00        | -               
169 | 10,00        | -               
170 | 11,00        | -               
171 | 13,00        | -               
172 | 8,00         | -               
173 | 15,00        | -               
174 | 5,00         | -               
175 | 14,00        | -               
176 | 16,00        | -               
177 | 11,00        | -               
178 | 18,00        | -               
179 | 11,00        | -               
180 | 16,00        | -               
181 | 9,00         | -               
182 | 7,00         | -               
183 | 7,00         | -               
184 | 9,00         | -               
185 | 11,00        | -               
186 | 14,00        | -               
187 | 16,00        | -               
188 | 5,00         | -               
189 | 17,00        | -               
190 | 13,00        | -               
191 | 6,00         | -               
192 | 5,00         | -               
193 | 12,00        | -               
194 | 10,00        | -               
195 | 10,00        | -               
196 | 16,00        | -               
197 | 19,00        | -               
198 | 6,00         | -               
199 | 20,00        | -               
200 | 15,00        | -               
201 | 19,00        | -               
202 | 12,00        | -               
203 | 13,00        | -               
204 | 17,00        | -               
205 | 10,00        | -               
206 | 13,00        | -               
207 | 9,00         | -               
208 | 14,00        | -               
209 | 9,00         | -               
210 | 11,00        | -               
211 | 12,00        | -               
212 | 17,00        | -               
213 | 9,00         | -               
214 | 10,00        | -               
215 | 14,00        | -               
216 | 10,00        | -               
217 | 17,00        | -               
218 | 19,00        | -               
219 | 16,00        | -               
220 | 7,00         | -               
221 | 13,00        | -               
222 | 9,00         | -               
223 | 8,00         | -               
224 | 17,00        | -               
225 | 6,00         | -               
226 | 7,00         | -               
227 | 11,00        | -               
228 | 19,00        | -               
229 | 5,00         | -               
230 | 13,00        | -               
231 | 16,00        | -               
232 | 5,00         | -               
233 | 16,00        | -               
234 | 18,00        | -               
235 | 18,00        | -               
236 | 19,00        | -               
237 | 17,00        | -               
238 | 13,00        | -               
239 | 17,00        | -               
240 | 8,00         | -               
241 | 12,00        | -               
242 | 15,00        | -               
243 | 20,00        | -               
244 | 10,00        | -               
245 | 17,00        | -               
246 | 5,00         | -               
247 | 14,00        | -               
248 | 8,00         | -               
249 | 7,00         | -               
250 | 14,00        | -               
251 | 13,00        | -               
252 | 12,00        | -               
