
--- TABLA 2: MATRIZ DE COSTES UNITARIOS DE TRANSPORTE (cij) ---
Cliente\Instalación | Facility 0 | Facility 1 | Facility 2 | Facility 3 | Facility 4 | Facility 5 | Facility 6 | Facility 7 | Facility 8 | Facility 9 | Facility 10 | Facility 11 | Facility 12 | Facility 13 | Facility 14 | Facility 15 | Facility 16 | Facility 17 | Facility 18 | Facility 19 | Facility 20 | Facility 21 | Facility 22 | Facility 23 | Facility 24 | Facility 25 | Facility 26 | Facility 27 | Facility 28 | Facility 29 | Facility 30 | Facility 31 | Facility 32 | Facility 33 | Facility 34 | Facility 35 | Facility 36 | Facility 37 | Facility 38 | Facility 39 | Facility 40 | Facility 41 | Facility 42 | Facility 43 | Facility 44 | Facility 45 | Facility 46 | Facility 47 | Facility 48 | Facility 49
9                   | 49,00      | 55,00      | 47,00      | 32,00      | 37,00      | 16,00      | 28,00      | 34,00      | 77,00      | 62,00      | 27,00       | 60,00       | 53,00       | 46,00       | 13,00       | 27,00       | 33,00       | 63,00       | 66,00       | 52,00       | 63,00       | 11,00       | 66,00       | 24,00       | 41,00       | 53,00       | 62,00       | 38,00       | 28,00       | 73,00       | 46,00       | 19,00       | 51,00       | 78,00       | 32,00       | 32,00       | 81,00       | 40,00       | 46,00       | 36,00       | 58,00       | 51,00       | 10,00       | 23,00       | 33,00       | 77,00       | 38,00       | 88,00       | 10,00       | 67,00      
10                  | 35,00      | 43,00      | 47,00      | 44,00      | 27,00      | 26,00      | 14,00      | 41,00      | 64,00      | 63,00      | 38,00       | 48,00       | 40,00       | 38,00       | 12,00       | 25,00       | 30,00       | 66,00       | 60,00       | 52,00       | 51,00       | 13,00       | 53,00       | 24,00       | 49,00       | 56,00       | 49,00       | 28,00       | 31,00       | 69,00       | 34,00       | 15,00       | 39,00       | 70,00       | 26,00       | 24,00       | 77,00       | 46,00       | 34,00       | 26,00       | 66,00       | 38,00       | 24,00       | 27,00       | 45,00       | 70,00       | 43,00       | 81,00       | 20,00       | 54,00      
11                  | 70,00      | 72,00      | 62,00      | 30,00      | 51,00      | 13,00      | 49,00      | 23,00      | 96,00      | 74,00      | 9,00        | 78,00       | 70,00       | 67,00       | 28,00       | 46,00       | 52,00       | 72,00       | 85,00       | 65,00       | 85,00       | 31,00       | 85,00       | 43,00       | 45,00       | 64,00       | 82,00       | 60,00       | 43,00       | 91,00       | 62,00       | 33,00       | 73,00       | 98,00       | 53,00       | 53,00       | 99,00       | 30,00       | 63,00       | 51,00       | 59,00       | 73,00       | 13,00       | 24,00       | 31,00       | 97,00       | 49,00       | 107,00      | 16,00       | 89,00      
12                  | 8,00       | 15,00      | 69,00      | 82,00      | 29,00      | 62,00      | 26,00      | 71,00      | 24,00      | 86,00      | 74,00       | 13,00       | 14,00       | 43,00       | 46,00       | 51,00       | 52,00       | 93,00       | 65,00       | 75,00       | 30,00       | 51,00       | 15,00       | 54,00       | 83,00       | 82,00       | 9,00        | 35,00       | 62,00       | 76,00       | 19,00       | 42,00       | 30,00       | 64,00       | 45,00       | 42,00       | 82,00       | 73,00       | 18,00       | 28,00       | 100,00      | 16,00       | 63,00       | 56,00       | 83,00       | 70,00       | 74,00       | 78,00       | 58,00       | 22,00      
13                  | 28,00      | 27,00      | 62,00      | 60,00      | 10,00      | 33,00      | 15,00      | 42,00      | 51,00      | 79,00      | 45,00       | 33,00       | 25,00       | 46,00       | 18,00       | 40,00       | 44,00       | 83,00       | 70,00       | 68,00       | 50,00       | 31,00       | 40,00       | 40,00       | 66,00       | 73,00       | 38,00       | 36,00       | 48,00       | 80,00       | 18,00       | 13,00       | 42,00       | 76,00       | 39,00       | 36,00       | 88,00       | 45,00       | 18,00       | 8,00        | 84,00       | 34,00       | 37,00       | 27,00       | 61,00       | 79,00       | 60,00       | 89,00       | 30,00       | 49,00      
14                  | 52,00      | 74,00      | 28,00      | 68,00      | 74,00      | 79,00      | 51,00      | 96,00      | 77,00      | 37,00      | 89,00       | 73,00       | 72,00       | 20,00       | 68,00       | 36,00       | 30,00       | 47,00       | 5,00        | 31,00       | 36,00       | 52,00       | 73,00       | 40,00       | 57,00       | 40,00       | 63,00       | 30,00       | 42,00       | 16,00       | 73,00       | 71,00       | 30,00       | 17,00       | 30,00       | 32,00       | 23,00       | 102,00      | 72,00       | 72,00       | 66,00       | 44,00       | 70,00       | 83,00       | 68,00       | 14,00       | 44,00       | 25,00       | 72,00       | 50,00      
15                  | 43,00      | 50,00      | 47,00      | 37,00      | 32,00      | 19,00      | 23,00      | 36,00      | 72,00      | 62,00      | 31,00       | 55,00       | 48,00       | 43,00       | 10,00       | 26,00       | 32,00       | 64,00       | 64,00       | 52,00       | 59,00       | 10,00       | 61,00       | 24,00       | 44,00       | 54,00       | 57,00       | 34,00       | 29,00       | 71,00       | 41,00       | 16,00       | 46,00       | 75,00       | 30,00       | 29,00       | 80,00       | 42,00       | 41,00       | 31,00       | 61,00       | 46,00       | 15,00       | 23,00       | 38,00       | 74,00       | 40,00       | 85,00       | 13,00       | 62,00      
16                  | 47,00      | 70,00      | 33,00      | 71,00      | 72,00      | 79,00      | 49,00      | 96,00      | 71,00      | 43,00      | 90,00       | 68,00       | 68,00       | 18,00       | 67,00       | 38,00       | 32,00       | 53,00       | 11,00       | 37,00       | 30,00       | 53,00       | 68,00       | 41,00       | 61,00       | 46,00       | 57,00       | 28,00       | 45,00       | 22,00       | 69,00       | 69,00       | 25,00       | 15,00       | 31,00       | 31,00       | 27,00       | 101,00      | 68,00       | 69,00       | 71,00       | 39,00       | 71,00       | 82,00       | 71,00       | 16,00       | 48,00       | 26,00       | 73,00       | 44,00      
17                  | 54,00      | 76,00      | 48,00      | 87,00      | 82,00      | 94,00      | 60,00      | 110,00     | 71,00      | 56,00      | 105,00      | 73,00       | 74,00       | 32,00       | 81,00       | 53,00       | 48,00       | 66,00       | 22,00       | 51,00       | 31,00       | 68,00       | 71,00       | 57,00       | 77,00       | 60,00       | 60,00       | 41,00       | 61,00       | 28,00       | 77,00       | 82,00       | 33,00       | 6,00        | 46,00       | 46,00       | 29,00       | 115,00      | 76,00       | 79,00       | 86,00       | 45,00       | 86,00       | 96,00       | 87,00       | 15,00       | 64,00       | 18,00       | 87,00       | 44,00      
18                  | 34,00      | 40,00      | 49,00      | 47,00      | 24,00      | 26,00      | 13,00      | 41,00      | 62,00      | 66,00      | 38,00       | 45,00       | 37,00       | 39,00       | 11,00       | 27,00       | 32,00       | 69,00       | 62,00       | 55,00       | 51,00       | 17,00       | 51,00       | 27,00       | 52,00       | 59,00       | 47,00       | 29,00       | 34,00       | 71,00       | 31,00       | 13,00       | 39,00       | 71,00       | 28,00       | 26,00       | 79,00       | 45,00       | 31,00       | 22,00       | 69,00       | 37,00       | 25,00       | 26,00       | 47,00       | 72,00       | 46,00       | 82,00       | 21,00       | 53,00      
19                  | 27,00      | 44,00      | 66,00      | 93,00      | 58,00      | 84,00      | 44,00      | 96,00      | 34,00      | 80,00      | 96,00       | 39,00       | 44,00       | 37,00       | 68,00       | 57,00       | 54,00       | 89,00       | 50,00       | 71,00       | 11,00       | 65,00       | 36,00       | 61,00       | 89,00       | 80,00       | 26,00       | 37,00       | 68,00       | 61,00       | 49,00       | 66,00       | 23,00       | 42,00       | 48,00       | 46,00       | 64,00       | 99,00       | 48,00       | 56,00       | 103,00      | 20,00       | 81,00       | 81,00       | 94,00       | 50,00       | 77,00       | 55,00       | 78,00       | 8,00       
20                  | 82,00      | 99,00      | 24,00      | 32,00      | 87,00      | 66,00      | 67,00      | 83,00      | 113,00     | 19,00      | 70,00       | 101,00      | 96,00       | 53,00       | 66,00       | 38,00       | 38,00       | 11,00       | 50,00       | 20,00       | 79,00       | 47,00       | 105,00      | 37,00       | 16,00       | 11,00       | 96,00       | 55,00       | 28,00       | 48,00       | 92,00       | 72,00       | 67,00       | 67,00       | 45,00       | 48,00       | 54,00       | 90,00       | 92,00       | 85,00       | 15,00       | 78,00       | 54,00       | 76,00       | 32,00       | 60,00       | 17,00       | 69,00       | 61,00       | 91,00      
21                  | 67,00      | 89,00      | 46,00      | 87,00      | 93,00      | 100,00     | 70,00      | 117,00     | 86,00      | 49,00      | 110,00      | 86,00       | 88,00       | 39,00       | 88,00       | 57,00       | 51,00       | 59,00       | 18,00       | 47,00       | 45,00       | 73,00       | 85,00       | 61,00       | 75,00       | 55,00       | 74,00       | 49,00       | 62,00       | 18,00       | 89,00       | 91,00       | 45,00       | 10,00       | 51,00       | 52,00       | 16,00       | 122,00      | 88,00       | 90,00       | 81,00       | 58,00       | 91,00       | 103,00      | 87,00       | 7,00        | 62,00       | 4,00        | 93,00       | 59,00      
22                  | 68,00      | 81,00      | 30,00      | 12,00      | 66,00      | 41,00      | 50,00      | 58,00      | 99,00      | 38,00      | 46,00       | 85,00       | 79,00       | 48,00       | 43,00       | 26,00       | 30,00       | 35,00       | 57,00       | 31,00       | 73,00       | 26,00       | 90,00       | 22,00       | 10,00       | 28,00       | 83,00       | 46,00       | 15,00       | 60,00       | 73,00       | 50,00       | 60,00       | 73,00       | 35,00       | 37,00       | 68,00       | 65,00       | 73,00       | 64,00       | 28,00       | 67,00       | 29,00       | 52,00       | 12,00       | 68,00       | 14,00       | 79,00       | 37,00       | 82,00      
23                  | 29,00      | 51,00      | 37,00      | 67,00      | 53,00      | 66,00      | 31,00      | 82,00      | 55,00      | 52,00      | 77,00       | 50,00       | 49,00       | 9,00        | 52,00       | 30,00       | 26,00       | 61,00       | 28,00       | 43,00       | 18,00       | 42,00       | 51,00       | 34,00       | 61,00       | 52,00       | 40,00       | 13,00       | 41,00       | 39,00       | 50,00       | 53,00       | 7,00        | 31,00       | 21,00       | 20,00       | 45,00       | 86,00       | 49,00       | 51,00       | 75,00       | 21,00       | 60,00       | 67,00       | 67,00       | 34,00       | 48,00       | 43,00       | 60,00       | 31,00      
24                  | 19,00      | 27,00      | 75,00      | 95,00      | 45,00      | 77,00      | 40,00      | 87,00      | 16,00      | 91,00      | 89,00       | 21,00       | 28,00       | 47,00       | 61,00       | 61,00       | 60,00       | 99,00       | 65,00       | 81,00       | 25,00       | 64,00       | 17,00       | 64,00       | 94,00       | 89,00       | 8,00        | 42,00       | 72,00       | 76,00       | 35,00       | 58,00       | 32,00       | 60,00       | 53,00       | 50,00       | 81,00       | 89,00       | 33,00       | 44,00       | 110,00      | 20,00       | 78,00       | 72,00       | 95,00       | 67,00       | 83,00       | 73,00       | 73,00       | 11,00      
25                  | 55,00      | 77,00      | 41,00      | 81,00      | 81,00      | 90,00      | 59,00      | 107,00     | 75,00      | 48,00      | 100,00      | 75,00       | 76,00       | 28,00       | 78,00       | 48,00       | 42,00       | 58,00       | 14,00       | 44,00       | 34,00       | 64,00       | 74,00       | 52,00       | 70,00       | 52,00       | 63,00       | 38,00       | 55,00       | 21,00       | 78,00       | 80,00       | 33,00       | 4,00        | 41,00       | 42,00       | 22,00       | 112,00      | 76,00       | 79,00       | 79,00       | 46,00       | 82,00       | 93,00       | 81,00       | 8,00        | 57,00       | 16,00       | 83,00       | 48,00      
26                  | 55,00      | 76,00      | 52,00      | 91,00      | 83,00      | 97,00      | 62,00      | 113,00     | 70,00      | 60,00      | 108,00      | 73,00       | 75,00       | 35,00       | 83,00       | 57,00       | 51,00       | 70,00       | 26,00       | 56,00       | 31,00       | 71,00       | 71,00       | 61,00       | 81,00       | 64,00       | 60,00       | 44,00       | 64,00       | 32,00       | 78,00       | 85,00       | 35,00       | 9,00        | 49,00       | 49,00       | 32,00       | 118,00      | 77,00       | 81,00       | 90,00       | 46,00       | 90,00       | 98,00       | 91,00       | 18,00       | 68,00       | 19,00       | 90,00       | 43,00      
27                  | 63,00      | 67,00      | 57,00      | 29,00      | 46,00      | 9,00       | 42,00      | 25,00      | 90,00      | 69,00      | 13,00       | 72,00       | 64,00       | 61,00       | 21,00       | 40,00       | 46,00       | 68,00       | 79,00       | 60,00       | 78,00       | 24,00       | 79,00       | 36,00       | 43,00       | 60,00       | 76,00       | 53,00       | 38,00       | 85,00       | 57,00       | 27,00       | 66,00       | 92,00       | 47,00       | 46,00       | 93,00       | 32,00       | 57,00       | 45,00       | 58,00       | 66,00       | 6,00        | 22,00       | 30,00       | 90,00       | 45,00       | 101,00      | 9,00        | 82,00      
28                  | 38,00      | 39,00      | 58,00      | 50,00      | 19,00      | 21,00      | 20,00      | 33,00      | 63,00      | 75,00      | 33,00       | 45,00       | 37,00       | 48,00       | 6,00        | 36,00       | 41,00       | 77,00       | 71,00       | 64,00       | 58,00       | 23,00       | 52,00       | 35,00       | 58,00       | 67,00       | 50,00       | 38,00       | 42,00       | 80,00       | 29,00       | 4,00        | 48,00       | 80,00       | 38,00       | 36,00       | 88,00       | 37,00       | 30,00       | 18,00       | 75,00       | 43,00       | 25,00       | 17,00       | 51,00       | 81,00       | 53,00       | 91,00       | 18,00       | 58,00      
29                  | 55,00      | 77,00      | 26,00      | 67,00      | 77,00      | 79,00      | 53,00      | 97,00      | 80,00      | 34,00      | 89,00       | 76,00       | 75,00       | 22,00       | 69,00       | 36,00       | 30,00       | 44,00       | 3,00        | 29,00       | 39,00       | 52,00       | 77,00       | 40,00       | 55,00       | 37,00       | 66,00       | 32,00       | 41,00       | 13,00       | 75,00       | 72,00       | 33,00       | 19,00       | 31,00       | 33,00       | 20,00       | 103,00      | 74,00       | 74,00       | 64,00       | 47,00       | 70,00       | 84,00       | 66,00       | 14,00       | 42,00       | 25,00       | 73,00       | 54,00      
30                  | 62,00      | 63,00      | 64,00      | 38,00      | 41,00      | 3,00       | 42,00      | 17,00      | 87,00      | 77,00      | 9,00        | 69,00       | 60,00       | 64,00       | 19,00       | 45,00       | 52,00       | 77,00       | 84,00       | 68,00       | 80,00       | 29,00       | 76,00       | 42,00       | 51,00       | 68,00       | 74,00       | 56,00       | 45,00       | 91,00       | 52,00       | 23,00       | 68,00       | 96,00       | 51,00       | 50,00       | 100,00      | 23,00       | 53,00       | 41,00       | 67,00       | 66,00       | 13,00       | 14,00       | 39,00       | 95,00       | 53,00       | 106,00      | 9,00        | 82,00      
31                  | 70,00      | 92,00      | 34,00      | 75,00      | 92,00      | 93,00      | 68,00      | 111,00     | 94,00      | 33,00      | 102,00      | 91,00       | 91,00       | 37,00       | 83,00       | 50,00       | 43,00       | 43,00       | 13,00       | 33,00       | 52,00       | 66,00       | 91,00       | 52,00       | 61,00       | 40,00       | 80,00       | 47,00       | 52,00       | 4,00        | 91,00       | 87,00       | 48,00       | 22,00       | 46,00       | 48,00       | 5,00        | 117,00      | 90,00       | 90,00       | 66,00       | 62,00       | 83,00       | 98,00       | 75,00       | 13,00       | 50,00       | 18,00       | 86,00       | 67,00      
32                  | 61,00      | 74,00      | 28,00      | 17,00      | 59,00      | 38,00      | 43,00      | 55,00      | 92,00      | 39,00      | 44,00       | 78,00       | 72,00       | 42,00       | 37,00       | 20,00       | 24,00       | 38,00       | 53,00       | 30,00       | 67,00       | 19,00       | 83,00       | 16,00       | 17,00       | 30,00       | 76,00       | 39,00       | 10,00       | 57,00       | 66,00       | 44,00       | 53,00       | 69,00       | 29,00       | 31,00       | 66,00       | 62,00       | 66,00       | 58,00       | 34,00       | 60,00       | 26,00       | 47,00       | 17,00       | 65,00       | 14,00       | 76,00       | 33,00       | 76,00      
33                  | 72,00      | 83,00      | 38,00      | 4,00       | 66,00      | 37,00      | 53,00      | 53,00      | 103,00     | 46,00      | 39,00       | 88,00       | 81,00       | 55,00       | 42,00       | 33,00       | 37,00       | 42,00       | 66,00       | 40,00       | 80,00       | 28,00       | 93,00       | 29,00       | 15,00       | 36,00       | 87,00       | 52,00       | 23,00       | 68,00       | 75,00       | 49,00       | 66,00       | 81,00       | 42,00       | 43,00       | 76,00       | 60,00       | 75,00       | 65,00       | 30,00       | 72,00       | 25,00       | 49,00       | 4,00        | 77,00       | 22,00       | 88,00       | 34,00       | 88,00      
34                  | 5,00       | 22,00      | 65,00      | 82,00      | 34,00      | 64,00      | 26,00      | 75,00      | 26,00      | 81,00      | 76,00       | 19,00       | 21,00       | 38,00       | 48,00       | 49,00       | 49,00       | 89,00       | 59,00       | 71,00       | 24,00       | 51,00       | 20,00       | 52,00       | 81,00       | 79,00       | 10,00       | 31,00       | 60,00       | 70,00       | 25,00       | 45,00       | 24,00       | 58,00       | 41,00       | 38,00       | 76,00       | 77,00       | 24,00       | 33,00       | 98,00       | 10,00       | 64,00       | 59,00       | 82,00       | 64,00       | 71,00       | 71,00       | 60,00       | 17,00      
35                  | 16,00      | 32,00      | 67,00      | 89,00      | 47,00      | 75,00      | 36,00      | 86,00      | 26,00      | 82,00      | 87,00       | 27,00       | 32,00       | 38,00       | 59,00       | 54,00       | 52,00       | 91,00       | 56,00       | 73,00       | 16,00       | 59,00       | 25,00       | 57,00       | 87,00       | 81,00       | 14,00       | 35,00       | 65,00       | 67,00       | 37,00       | 57,00       | 23,00       | 51,00       | 46,00       | 43,00       | 72,00       | 89,00       | 36,00       | 45,00       | 102,00      | 13,00       | 74,00       | 71,00       | 89,00       | 58,00       | 75,00       | 64,00       | 70,00       | 4,00       
36                  | 11,00      | 32,00      | 58,00      | 80,00      | 42,00      | 67,00      | 28,00      | 80,00      | 33,00      | 74,00      | 79,00       | 29,00       | 31,00       | 30,00       | 51,00       | 45,00       | 43,00       | 82,00       | 49,00       | 64,00       | 14,00       | 50,00       | 29,00       | 48,00       | 77,00       | 72,00       | 18,00       | 25,00       | 56,00       | 60,00       | 35,00       | 50,00       | 15,00       | 47,00       | 36,00       | 34,00       | 66,00       | 83,00       | 33,00       | 40,00       | 93,00       | 4,00        | 65,00       | 64,00       | 80,00       | 53,00       | 66,00       | 61,00       | 62,00       | 12,00      
37                  | 89,00      | 104,00     | 37,00      | 24,00      | 89,00      | 62,00      | 72,00      | 77,00      | 120,00     | 34,00      | 64,00       | 107,00      | 101,00      | 64,00       | 66,00       | 45,00       | 47,00       | 25,00       | 64,00       | 34,00       | 90,00       | 48,00       | 111,00      | 42,00       | 13,00       | 26,00       | 104,00      | 64,00       | 34,00       | 63,00       | 96,00       | 72,00       | 77,00       | 82,00       | 53,00       | 56,00       | 70,00       | 84,00       | 96,00       | 87,00       | 5,00        | 87,00       | 50,00       | 73,00       | 23,00       | 75,00       | 24,00       | 84,00       | 59,00       | 101,00     
38                  | 58,00      | 68,00      | 39,00      | 19,00      | 50,00      | 25,00      | 38,00      | 43,00      | 88,00      | 51,00      | 31,00       | 72,00       | 65,00       | 47,00       | 27,00       | 24,00       | 30,00       | 51,00       | 62,00       | 42,00       | 68,00       | 13,00       | 78,00       | 20,00       | 27,00       | 42,00       | 73,00       | 41,00       | 20,00       | 68,00       | 59,00       | 33,00       | 55,00       | 76,00       | 32,00       | 33,00       | 76,00       | 49,00       | 59,00       | 49,00       | 44,00       | 59,00       | 13,00       | 35,00       | 20,00       | 74,00       | 27,00       | 85,00       | 20,00       | 75,00      
39                  | 35,00      | 53,00      | 28,00      | 44,00      | 44,00      | 44,00      | 21,00      | 61,00      | 67,00      | 45,00      | 55,00       | 55,00       | 50,00       | 18,00       | 33,00       | 8,00        | 10,00       | 51,00       | 39,00       | 34,00       | 40,00       | 18,00       | 58,00       | 12,00       | 41,00       | 40,00       | 50,00       | 12,00       | 20,00       | 48,00       | 47,00       | 36,00       | 26,00       | 50,00       | 5,00        | 4,00        | 56,00       | 66,00       | 46,00       | 42,00       | 57,00       | 33,00       | 36,00       | 48,00       | 44,00       | 50,00       | 31,00       | 60,00       | 37,00       | 48,00      
40                  | 43,00      | 65,00      | 46,00      | 82,00      | 71,00      | 85,00      | 50,00      | 101,00     | 62,00      | 56,00      | 96,00       | 63,00       | 64,00       | 24,00       | 72,00       | 47,00       | 41,00       | 66,00       | 23,00       | 50,00       | 21,00       | 60,00       | 61,00       | 50,00       | 73,00       | 59,00       | 50,00       | 32,00       | 55,00       | 32,00       | 67,00       | 73,00       | 23,00       | 14,00       | 38,00       | 38,00       | 35,00       | 106,00      | 65,00       | 69,00       | 84,00       | 35,00       | 78,00       | 86,00       | 82,00       | 21,00       | 60,00       | 27,00       | 79,00       | 35,00      
41                  | 40,00      | 60,00      | 58,00      | 92,00      | 70,00      | 89,00      | 52,00      | 104,00     | 52,00      | 69,00      | 101,00      | 56,00       | 59,00       | 32,00       | 75,00       | 55,00       | 50,00       | 79,00       | 36,00       | 62,00       | 15,00       | 67,00       | 53,00       | 59,00       | 84,00       | 71,00       | 43,00       | 37,00       | 65,00       | 45,00       | 63,00       | 75,00       | 24,00       | 25,00       | 46,00       | 45,00       | 48,00       | 108,00      | 62,00       | 68,00       | 96,00       | 31,00       | 85,00       | 89,00       | 92,00       | 34,00       | 71,00       | 37,00       | 84,00       | 26,00      
